Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Shots,Age,Nationality,Rank
2021/22,277556.0,Theo Walcott,Theo,Walcott,F,32.0,Right Winger,Southampton,SOU,6.0,35 years 160 days,England,320.0
2021/22,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,West Ham United,WHU,6.0,29 years 301 days,France,320.0
2021/22,187388.0,Nathan Aké,Nathan,Aké,D,6.0,Left/Centre Central Defender,Manchester City,MCI,5.0,29 years 187 days,Netherlands,337.0
2021/22,337030.0,Todd Cantwell,Todd,Cantwell,M,13.0,Left Winger,n/a,n/a,5.0,26 years 178 days,England,337.0
2021/22,360824.0,Calum Chambers,Calum,Chambers,D,12.0,Defender,n/a,n/a,5.0,29 years 216 days,England,337.0
2021/22,315360.0,Andreas Christensen,Andreas,Christensen,D,15.0,Centre Central Defender,n/a,n/a,5.0,28 years 135 days,Denmark,337.0
2021/22,320638.0,Marcus Forss,Marcus,Forss,F,21.0,Striker,n/a,n/a,5.0,25 years 66 days,Finland,337.0
2021/22,356746.0,Isaac Hayden,Isaac,Hayden,M,14.0,Midfielder,Newcastle United,NEW,5.0,29 years 154 days,England,337.0
2021/22,361626.0,Ben Johnson,Ben,Johnson,D,18.0,Right Full Back,n/a,n/a,5.0,24 years 212 days,England,337.0
2021/22,300156.0,James Justin,James,Justin,D,n/a,Defender,Leicester City,LEI,5.0,26 years 182 days,England,337.0
2021/22,324090.0,Hassane Kamara,Hassane,Kamara,D,14.0,Left Full Back,Watford,WAT,5.0,30 years 171 days,Cote D’Ivoire,337.0
2021/22,268846.0,Jonjoe Kenny,Jonjoe,Kenny,D,16.0,Right Full Back,n/a,n/a,5.0,27 years 161 days,England,337.0
2021/22,301809.0,Anthony Martial,Anthony,Martial,F,22.0,Left/Centre/Right Striker,n/a,n/a,5.0,28 years 262 days,France,337.0
2021/22,319067.0,Adam Masina,Adam,Masina,D,3.0,Left Full Back,Watford,WAT,5.0,30 years 234 days,Morocco,337.0
2021/22,354745.0,Juan Mata,Juan,Mata,M,64.0,Midfielder,n/a,n/a,5.0,36 years 117 days,Spain,337.0
2021/22,188297.0,Jeremy Ngakia,Jeremy,Ngakia,D,2.0,Right Full Back,Watford,WAT,5.0,23 years 351 days,England,337.0
2021/22,361033.0,Saúl Ñíguez,Saúl,Ñíguez,M,17.0,Centre Central Midfielder,n/a,n/a,5.0,29 years 276 days,Spain,337.0
2021/22,166522.0,Mads Roerslev,Mads,Roerslev,D,30.0,Right Full Back,Brentford,BRE,5.0,25 years 60 days,Denmark,337.0
2021/22,186704.0,Jacob Sørensen,Jacob,Sørensen,M,19.0,Centre Central Midfielder,Norwich City,NOR,5.0,26 years 173 days,Denmark,337.0
2021/22,342630.0,Chiquinho,Francisco Jorge,Tavares Oliveira,M,20.0,Left/Right Winger,Wolverhampton Wanderers,WOL,5.0,24 years 200 days,Portugal,337.0
2021/22,362816.0,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,D,29.0,Right Full Back,n/a,n/a,5.0,26 years 271 days,England,337.0
2021/22,337842.0,Marc Albrighton,Marc,Albrighton,M,22.0,Left/Right Winger,n/a,n/a,4.0,34 years 279 days,England,356.0
2021/22,321940.0,Carney Chukwuemeka,Carney,Chukwuemeka,M,17.0,Centre Central Midfielder,Aston Villa,AVL,4.0,20 years 308 days,England,356.0
2021/22,360266.0,Sam Greenwood,Sam,Greenwood,M,20.0,Attacking Midfielder,Leeds United,LEE,4.0,22 years 210 days,England,356.0
2021/22,346845.0,Rob Holding,Rob,Holding,D,4.0,Centre Central Defender,n/a,n/a,4.0,28 years 338 days,England,356.0
2021/22,342398.0,Ozan Kabak,Ozan,Kabak,D,5.0,Centre Central Defender,Norwich City,NOR,4.0,24 years 151 days,Turkey,356.0
2021/22,302186.0,Samuel Kalu,Samuel,Kalu,F,28.0,Right Striker,Watford,WAT,4.0,26 years 363 days,Nigeria,356.0
2021/22,279619.0,Ibrahima Konaté,Ibrahima,Konaté,D,5.0,Centre Central Defender,Liverpool,LIV,4.0,25 years 90 days,France,356.0
2021/22,335966.0,Kevin Long,Kevin,Long,D,26.0,Centre Central Defender,Burnley,BUR,4.0,34 years 5 days,Ireland,356.0
2021/22,356123.0,Javier Manquillo,Javier,Manquillo,D,22.0,Right Full Back,n/a,n/a,4.0,30 years 110 days,Spain,356.0
2021/22,341051.0,Arthur Masuaku,Arthur,Masuaku,D,26.0,Left Full Back,n/a,n/a,4.0,30 years 290 days,DR Congo,356.0
2021/22,169744.0,Tyrick Mitchell,Tyrick,Mitchell,D,39.0,Left Full Back,Crystal Palace,CRY,4.0,24 years 357 days,England,356.0
2021/22,346777.0,Cole Palmer,Cole,Palmer,M,20.0,Attacking Midfielder,n/a,n/a,4.0,22 years 109 days,England,356.0
2021/22,277658.0,Danny Rose,Danny,Rose,D,3.0,Left Full Back,Watford,WAT,4.0,34 years 52 days,England,356.0
2021/22,360096.0,Jamie Shackleton,Jamie,Shackleton,D,16.0,Right Full Back,Leeds United,LEE,4.0,24 years 320 days,England,356.0
2021/22,363134.0,Oliver Skipp,Oliver,Skipp,M,n/a,Centre Central Midfielder,n/a,n/a,4.0,23 years 342 days,England,356.0
2021/22,356341.0,Luke Thomas,Luke,Thomas,D,33.0,Left Full Back,Leicester City,LEI,4.0,23 years 74 days,England,356.0
2021/22,51519.0,James Tomkins,James,Tomkins,D,5.0,Defender,n/a,n/a,4.0,35 years 147 days,England,356.0
2021/22,345869.0,Brandon Williams,Brandon,Williams,D,18.0,Left Full Back,n/a,n/a,4.0,23 years 355 days,England,356.0
2021/22,348081.0,Folarin Balogun,Folarin,Balogun,F,9.0,Centre Striker,n/a,n/a,3.0,23 years 51 days,United States,374.0
2021/22,318816.0,Jarrad Branthwaite,Jarrad,Branthwaite,D,22.0,Central Defender,Everton,EVE,3.0,22 years 57 days,England,374.0
2021/22,347715.0,Craig Cathcart,Craig,Cathcart,D,n/a,Centre Central Defender,Watford,WAT,3.0,35 years 199 days,Northern Ireland,374.0
2021/22,27098.0,Nathaniel Clyne,Nathaniel,Clyne,D,17.0,Right Full Back,Crystal Palace,CRY,3.0,33 years 140 days,England,374.0
2021/22,361839.0,Peter Etebo,Peter,Etebo,M,5.0,Midfielder,Watford,WAT,3.0,28 years 288 days,Nigeria,374.0
2021/22,110232.0,Jonny Evans,Jonny,Evans,D,35.0,Centre Central Defender,n/a,n/a,3.0,36 years 233 days,Northern Ireland,374.0
2021/22,320599.0,Kiko Femenía,Kiko,Femenía,D,17.0,Right Wing Back,Watford,WAT,3.0,33 years 203 days,Spain,374.0
2021/22,325335.0,Wesley Fofana,Wesley,Fofana,D,29.0,Centre Central Defender,n/a,n/a,3.0,23 years 250 days,France,374.0
2021/22,44159.0,Victor Lindelöf,Victor,Lindelöf,D,n/a,Centre Central Defender,Manchester United,MUN,3.0,30 years 37 days,Sweden,374.0
2021/22,322089.0,Angelo Ogbonna,Angelo,Ogbonna,D,n/a,Central Defender,n/a,n/a,3.0,36 years 92 days,Italy,374.0
2021/22,299030.0,Jonathan Rowe,Jonathan,Rowe,F,27.0,Left/Right Winger,Norwich City,NOR,3.0,21 years 115 days,England,374.0
2021/22,171575.0,Ken Sema,Ken,Sema,M,12.0,Right Winger,Watford,WAT,3.0,30 years 328 days,Sweden,374.0
2021/22,359872.0,Ozan Tufan,Ozan,Tufan,M,11.0,Centre Defensive Midfielder,n/a,n/a,3.0,29 years 153 days,Turkey,374.0
2021/22,340927.0,Harry Winks,Harry,Winks,M,8.0,Centre Central Midfielder,n/a,n/a,3.0,28 years 203 days,England,374.0
2021/22,342774.0,Daniel Amartey,Daniel,Amartey,D,12.0,Centre Central Defender,Leicester City,LEI,2.0,29 years 246 days,Ghana,388.0
2021/22,325683.0,Mads Bech,Mads,Bech,D,5.0,Central Defender,n/a,n/a,2.0,25 years 229 days,Denmark,388.0
2021/22,325444.0,Willy-Arnaud Boly,Willy-Arnaud,Boly,D,30.0,Centre Central Defender,n/a,n/a,2.0,33 years 202 days,Cote D’Ivoire,388.0
2021/22,343485.0,Aaron Connolly,Aaron,Connolly,F,44.0,Centre Striker,n/a,n/a,2.0,24 years 208 days,Ireland,388.0
2021/22,345118.0,Troy Deeney,Troy,Deeney,F,14.0,Centre Striker,n/a,n/a,2.0,36 years 55 days,England,388.0
2021/22,160457.0,Fabian Delph,Fabian,Delph,M,8.0,Left/Centre Central Midfielder,n/a,n/a,2.0,34 years 276 days,England,388.0
2021/22,322882.0,Issa Diop,Issa,Diop,D,31.0,Centre Central Defender,West Ham United,WHU,2.0,27 years 227 days,France,388.0
2021/22,359443.0,Ashley Fletcher,Ashley,Fletcher,F,11.0,Centre Striker,Watford,WAT,2.0,28 years 326 days,England,388.0
2021/22,357618.0,Dwight Gayle,Dwight,Gayle,F,25.0,Centre Striker,Newcastle United,NEW,2.0,34 years 311 days,England,388.0
2021/22,361643.0,Dimitris Giannoulis,Dimitris,Giannoulis,D,13.0,Left Full Back,Norwich City,NOR,2.0,28 years 311 days,Greece,388.0
2021/22,323587.0,Morgan Gibbs-White,Morgan,Gibbs-White,M,10.0,Centre Central Midfielder,n/a,n/a,2.0,24 years 209 days,England,388.0
2021/22,362487.0,Charlie Goode,Charlie,Goode,D,15.0,Centre Central Defender,n/a,n/a,2.0,29 years 20 days,England,388.0
2021/22,353568.0,Dan Gosling,Dan,Gosling,M,32.0,Midfielder,n/a,n/a,2.0,34 years 204 days,England,388.0
2021/22,323869.0,Kortney Hause,Kortney,Hause,D,30.0,Centre Central Defender,Aston Villa,AVL,2.0,29 years 38 days,England,388.0
2021/22,362873.0,Zanka,Mathias,Jørgensen,D,13.0,Centre Central Defender,n/a,n/a,2.0,34 years 122 days,Denmark,388.0
2021/22,344429.0,Ainsley Maitland-Niles,Ainsley,Maitland-Niles,M,98.0,Centre/Right Wing Back,n/a,n/a,2.0,26 years 360 days,England,388.0
2021/22,4029.0,Mark Noble,Mark,Noble,M,16.0,Centre Central Midfielder,n/a,n/a,2.0,37 years 107 days,England,388.0
2021/22,347496.0,Andrew Omobamidele,Andrew,Omobamidele,D,12.0,Centre Central Defender,n/a,n/a,2.0,22 years 61 days,Ireland,388.0
2021/22,362225.0,Crysencio Summerville,Crysencio,Summerville,F,7.0,Left Winger,Leeds United,LEE,2.0,22 years 298 days,Netherlands,388.0
2021/22,363000.0,Kieran Trippier,Kieran,Trippier,D,n/a,Right Full Back,Newcastle United,NEW,2.0,33 years 339 days,England,388.0
2021/22,347388.0,William Troost-Ekong,William,Troost-Ekong,D,15.0,Centre Central Defender,Watford,WAT,2.0,30 years 357 days,Nigeria,388.0
2021/22,348160.0,Axel Tuanzebe,Axel,Tuanzebe,D,40.0,Centre Central Defender,n/a,n/a,2.0,26 years 283 days,DR Congo,388.0
2021/22,359207.0,Yan Valery,Yan,Valery,D,27.0,Defender,n/a,n/a,2.0,25 years 183 days,Tunisia,388.0
2021/22,341435.0,Christoph Zimmermann,Christoph,Zimmermann,D,4.0,Centre Central Defender,n/a,n/a,2.0,31 years 224 days,Germany,388.0
2021/22,347834.0,Steven Alzate,Steven,Alzate,M,17.0,Left/Centre/Right Central Midfielder,n/a,n/a,1.0,25 years 350 days,Colombia,412.0
2021/22,362951.0,Cameron Archer,Cameron,Archer,F,19.0,Forward,n/a,n/a,1.0,22 years 258 days,England,412.0
2021/22,359459.0,Lewis Bate,Lewis,Bate,M,4.0,Centre Central Midfielder,Leeds United,LEE,1.0,21 years 300 days,England,412.0
2021/22,322764.0,Hamza Choudhury,Hamza,Choudhury,M,4.0,Central Midfielder,Leicester City,LEI,1.0,26 years 327 days,England,412.0
2021/22,361492.0,Charlie Cresswell,Charlie,Cresswell,D,4.0,Centre Central Defender,Leeds United,LEE,1.0,22 years 6 days,England,412.0
2021/22,135989.0,Josh Dasilva,Josh,Dasilva,M,10.0,Left/Right Winger,Brentford,BRE,1.0,25 years 305 days,England,412.0
2021/22,362660.0,Tariqe Fosu-Henry,Tariqe,Fosu-Henry,M,24.0,Left/Right Winger,n/a,n/a,1.0,28 years 292 days,Ghana,412.0
2021/22,361997.0,Bryan Gil,Bryan,Gil,F,20.0,Left Winger,n/a,n/a,1.0,23 years 194 days,Spain,412.0
2021/22,300707.0,Toti Gomes,Tote António,Gomes,D,24.0,Centre Central Defender,Wolverhampton Wanderers,WOL,1.0,25 years 220 days,Portugal,412.0
2021/22,41538.0,Joe Gomez,Joe,Gomez,D,2.0,Left/Centre/Right Central Defender,Liverpool,LIV,1.0,27 years 92 days,England,412.0
2021/22,319028.0,Kaide Gordon,Kaide,Gordon,F,n/a,Right Winger,n/a,n/a,1.0,19 years 323 days,England,412.0
2021/22,315554.0,Trézéguet,Mahmoud Ahmed Ibrahim,Hassan,M,10.0,Left/Right Winger,n/a,n/a,1.0,29 years 327 days,Egypt,412.0
2021/22,346860.0,Jeff Hendrick,Jeff,Hendrick,M,22.0,Centre Central Midfielder,n/a,n/a,1.0,32 years 205 days,Ireland,412.0
2021/22,337366.0,Ki-Jana Hoever,Ki-Jana,Hoever,D,17.0,Right Full Back,n/a,n/a,1.0,22 years 218 days,Netherlands,412.0
2021/22,359184.0,Tim Iroegbunam,Tim,Iroegbunam,M,42.0,Centre Central Midfielder,n/a,n/a,1.0,21 years 54 days,England,412.0
2021/22,357819.0,Jürgen Locadia,Jürgen,Locadia,F,19.0,Centre Striker,n/a,n/a,1.0,30 years 290 days,Curacao,412.0
2021/22,343502.0,Pablo Marí,Pablo,Marí,D,22.0,Centre Central Defender,n/a,n/a,1.0,30 years 358 days,Spain,412.0
2021/22,347499.0,James McAtee,James,McAtee,M,28.0,Central Midfielder,Manchester City,MCI,1.0,21 years 310 days,England,412.0
2021/22,355705.0,Hannibal Mejbri,Hannibal,Mejbri,M,46.0,Centre Attacking Midfielder,Manchester United,MUN,1.0,21 years 215 days,Tunisia,412.0
2021/22,347827.0,Nampalys Mendy,Nampalys,Mendy,M,26.0,Centre Defensive Midfielder,n/a,n/a,1.0,32 years 61 days,Senegal,412.0
2021/22,353831.0,Reiss Nelson,Reiss,Nelson,M,n/a,Left/Centre/Right Winger,Arsenal,ARS,1.0,24 years 257 days,England,412.0
2021/22,325677.0,Kenedy,Robert Kenedy,Nunes do Nascimento,M,24.0,Left/Right Winger,Chelsea,CHE,1.0,28 years 197 days,Brazil,412.0
2021/22,362663.0,Tyler Onyango,Tyler,Onyango,M,24.0,Centre Central Midfielder,n/a,n/a,1.0,21 years 172 days,England,412.0
2021/22,340494.0,Isaac Price,Isaac,Price,M,8.0,Midfielder,n/a,n/a,1.0,20 years 332 days,Northern Ireland,412.0
2021/22,362518.0,Taylor Richards,Taylor,Richards,M,17.0,Centre/Right Attacking Midfielder,n/a,n/a,1.0,23 years 263 days,England,412.0
2021/22,360576.0,Morgan Sanson,Morgan,Sanson,M,11.0,Attacking Midfielder,n/a,n/a,1.0,30 years 5 days,France,412.0
2021/22,361786.0,Malang Sarr,Malang,Sarr,D,20.0,Centre Central Defender,n/a,n/a,1.0,25 years 213 days,France,412.0
2021/22,217457.0,Francisco Sierralta,Francisco,Sierralta,D,3.0,Centre Central Defender,Watford,WAT,1.0,27 years 109 days,Chile,412.0
2021/22,320107.0,Will Smallbone,Will,Smallbone,M,18.0,Centre Central Midfielder,Southampton,SOU,1.0,24 years 184 days,Ireland,412.0
2021/22,325193.0,Hélder Costa,Hélder Wander,Sousa de Azevedo e Costa,F,17.0,Winger,n/a,n/a,1.0,30 years 224 days,Angola,412.0
2021/22,355709.0,Tony Springett,Tony,Springett,F,28.0,Right Winger,n/a,n/a,1.0,21 years 336 days,Ireland,412.0
2021/22,256106.0,Dale Stephens,Dale,Stephens,M,16.0,Centre Central Midfielder,Burnley,BUR,1.0,35 years 72 days,England,412.0
2021/22,355391.0,Dominic Thompson,Dominic,Thompson,D,16.0,Left Full Back,n/a,n/a,1.0,24 years 28 days,England,412.0
2021/22,287385.0,Jannik Vestergaard,Jannik,Vestergaard,D,23.0,Centre Central Defender,Leicester City,LEI,1.0,32 years 20 days,Denmark,412.0
2021/22,46085.0,Jordan Pickford,Jordan,Pickford,G,n/a,Goalkeeper,Everton,EVE,0.0,30 years 169 days,England,446.0
2020/21,344721.0,Harry Kane,Harry,Kane,F,9.0,Striker,n/a,n/a,137.0,31 years 26 days,England,1.0
2020/21,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,126.0,32 years 69 days,Egypt,2.0
2020/21,180060.0,Bruno Fernandes,Bruno Miguel,Borges Fernandes,M,8.0,Left/Centre/Right Attacking Midfielder,Manchester United,MUN,121.0,29 years 350 days,Portugal,3.0
2020/21,297850.0,Patrick Bamford,Patrick,Bamford,F,n/a,Centre Striker,Leeds United,LEE,107.0,30 years 353 days,England,4.0
2020/21,226363.0,Ollie Watkins,Ollie,Watkins,F,11.0,Left/Centre/Right Second Striker,Aston Villa,AVL,97.0,28 years 237 days,England,5.0
2020/21,343482.0,Sadio Mané,Sadio,Mané,F,10.0,Left/Right Second Striker,n/a,n/a,94.0,32 years 135 days,Senegal,6.0
2020/21,19511.0,Roberto Firmino,Roberto Firmino,Barbosa de Oliveira,F,9.0,Left/Centre/Right Striker,n/a,n/a,83.0,32 years 326 days,Brazil,7.0
2020/21,41062.0,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,F,9.0,Centre Striker,Everton,EVE,83.0,27 years 160 days,England,7.0
2020/21,341034.0,Mason Mount,Mason,Mount,M,7.0,Centre Attacking Midfielder,n/a,n/a,82.0,25 years 226 days,England,9.0
2020/21,11259.0,Jamie Vardy,Jamie,Vardy,F,9.0,Centre Striker,Leicester City,LEI,82.0,37 years 225 days,England,9.0
2020/21,314636.0,Richarlison,Richarlison,de Andrade,F,9.0,Left/Centre/Right Second Striker,n/a,n/a,81.0,27 years 105 days,Brazil,11.0
2020/21,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,80.0,33 years 56 days,Belgium,12.0
2020/21,19620.0,Marcus Rashford,Marcus,Rashford,F,10.0,Left/Centre Second Striker,Manchester United,MUN,79.0,26 years 297 days,England,13.0
2020/21,355268.0,Timo Werner,Timo,Werner,F,16.0,Centre Striker,n/a,n/a,79.0,28 years 170 days,Germany,13.0
2020/21,340680.0,James Maddison,James,Maddison,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,75.0,27 years 274 days,England,15.0
2020/21,322315.0,Christian Benteke,Christian,Benteke,F,20.0,Forward,n/a,n/a,71.0,33 years 264 days,Belgium,16.0
2020/21,346844.0,Neal Maupay,Neal,Maupay,F,7.0,Centre Striker,n/a,n/a,71.0,28 years 9 days,France,16.0
2020/21,340871.0,David McGoldrick,David,McGoldrick,F,17.0,Centre Striker,Sheffield United,SHU,71.0,36 years 268 days,Ireland,16.0
2020/21,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,n/a,n/a,70.0,29 years 259 days,England,19.0
2020/21,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,n/a,n/a,70.0,32 years 260 days,New Zealand,19.0
2020/21,343555.0,Ademola Lookman,Ademola,Lookman,F,11.0,Left/Right Winger,Fulham,FUL,69.0,26 years 308 days,Nigeria,21.0
2020/21,20239.0,Son Heung-Min,Heung-Min,Son,F,7.0,Left/Centre/Right Winger,Tottenham Hotspur,TOT,68.0,32 years 46 days,South Korea,22.0
2020/21,354649.0,Rúben Neves,Rúben Diogo,da Silva Neves,M,8.0,Centre Central Midfielder,n/a,n/a,67.0,27 years 163 days,Portugal,23.0
2020/21,317489.0,Raphinha,Raphael,Dias Belloli,F,11.0,Right Winger,n/a,n/a,67.0,27 years 253 days,Brazil,23.0
2020/21,361200.0,Mason Greenwood,Mason,Greenwood,F,n/a,Right Winger,n/a,n/a,67.0,22 years 327 days,England,23.0
2020/21,336614.0,Matheus Pereira,Matheus Fellipe,Costa Pereira,M,15.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,65.0,28 years 110 days,Brazil,26.0
2020/21,362146.0,Anwar El Ghazi,Anwar,El Ghazi,F,20.0,Left/Right Winger,n/a,n/a,64.0,29 years 112 days,Netherlands,27.0
2020/21,259014.0,Tomás Soucek,Tomás,Soucek,M,28.0,Centre Defensive Midfielder,West Ham United,WHU,64.0,29 years 178 days,Czech Republic,27.0
2020/21,360932.0,Bertrand Traoré,Bertrand,Traoré,F,20.0,Left/Right Winger,n/a,n/a,64.0,28 years 352 days,Burkina Faso,27.0
2020/21,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,63.0,34 years 148 days,Jamaica,30.0
2020/21,362697.0,Pedro Neto,Pedro,Lomba Neto,F,7.0,Left/Right Winger,n/a,n/a,61.0,24 years 167 days,Portugal,31.0
2020/21,135654.0,Bukayo Saka,Bukayo,Saka,F,77.0,Left Winger,Arsenal,ARS,61.0,22 years 353 days,England,31.0
2020/21,342776.0,Wilfried Zaha,Wilfried,Zaha,F,14.0,Left/Centre/Right Winger,n/a,n/a,60.0,31 years 287 days,Cote D’Ivoire,33.0
2020/21,362144.0,Kelechi Iheanacho,Kelechi,Iheanacho,F,9.0,Centre Striker,n/a,n/a,59.0,27 years 325 days,Nigeria,34.0
2020/21,354653.0,Aleksandar Mitrovic,Aleksandar,Mitrovic,F,9.0,Forward,n/a,n/a,59.0,29 years 342 days,Serbia,34.0
2020/21,131779.0,Riyad Mahrez,Riyad,Mahrez,F,26.0,Left/Right Winger,n/a,n/a,58.0,33 years 184 days,Algeria,36.0
2020/21,336745.0,Leandro Trossard,Leandro,Trossard,F,19.0,Forward,Brighton & Hove Albion,BHA,58.0,29 years 263 days,Belgium,36.0
2020/21,345706.0,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,F,10.0,Striker,n/a,n/a,57.0,35 years 66 days,Gabon,38.0
2020/21,336747.0,Danny Ings,Danny,Ings,F,n/a,Striker,n/a,n/a,57.0,32 years 31 days,England,38.0
2020/21,342771.0,Harvey Barnes,Harvey,Barnes,M,11.0,Left/Right Winger,n/a,n/a,56.0,26 years 258 days,England,40.0
2020/21,161456.0,Ché Adams,Ché,Adams,F,10.0,Centre Striker,n/a,n/a,55.0,28 years 41 days,Scotland,41.0
2020/21,30533.0,Trent Alexander-Arnold,Trent,Alexander-Arnold,D,n/a,Right Full Back,Liverpool,LIV,55.0,25 years 321 days,England,41.0
2020/21,130310.0,Stuart Armstrong,Stuart,Armstrong,M,17.0,Left Winger,n/a,n/a,55.0,32 years 146 days,Scotland,41.0
2020/21,180212.0,Jarrod Bowen,Jarrod,Bowen,F,20.0,Centre Striker,West Ham United,WHU,55.0,27 years 247 days,England,41.0
2020/21,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,n/a,n/a,55.0,27 years 142 days,Brazil,41.0
2020/21,363187.0,Ilkay Gündogan,Ilkay,Gündogan,M,19.0,Centre Central Midfielder,n/a,n/a,54.0,33 years 304 days,Germany,46.0
2020/21,356767.0,Pablo Fornals,Pablo,Fornals,M,18.0,Attacking Midfielder,n/a,n/a,50.0,28 years 183 days,Spain,47.0
2020/21,285236.0,Jack Grealish,Jack,Grealish,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,50.0,28 years 348 days,England,47.0
2020/21,52240.0,Gylfi Sigurdsson,Gylfi,Sigurdsson,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,49.0,34 years 350 days,Iceland,49.0
2020/21,340565.0,Youri Tielemans,Youri,Tielemans,M,8.0,Centre Central Midfielder,n/a,n/a,49.0,27 years 108 days,Belgium,49.0
2020/21,219427.0,Callum Wilson,Callum,Wilson,F,9.0,Centre Striker,Newcastle United,NEW,49.0,32 years 178 days,England,49.0
2020/21,19433.0,Stuart Dallas,Stuart,Dallas,D,15.0,Right Full Back,n/a,n/a,48.0,33 years 126 days,Northern Ireland,52.0
2020/21,362398.0,Nicolas Pépé,Nicolas,Pépé,F,19.0,Right Winger,n/a,n/a,48.0,29 years 86 days,Cote D’Ivoire,52.0
2020/21,354818.0,Fábio Silva,Fábio Daniel,Soares Silva,F,7.0,Centre Striker,n/a,n/a,48.0,22 years 35 days,Portugal,52.0
2020/21,347329.0,Ivan Cavaleiro,Ivan Ricardo,Neves Abreu Cavaleiro,F,17.0,Left Winger,n/a,n/a,47.0,30 years 310 days,Angola,55.0
2020/21,194758.0,Rodrigo,Rodrigo,Moreno Machado,F,19.0,Centre Striker,n/a,n/a,46.0,33 years 170 days,Spain,56.0
2020/21,255674.0,Diogo Jota,Diogo José,Teixeira da Silva,F,20.0,Left/Centre/Right Striker,Liverpool,LIV,46.0,27 years 263 days,Portugal,56.0
2020/21,260162.0,Phil Foden,Phil,Foden,M,n/a,Centre Central Midfielder,Manchester City,MCI,45.0,24 years 87 days,England,58.0
2020/21,349224.0,Jack Harrison,Jack,Harrison,M,7.0,Midfielder,n/a,n/a,45.0,27 years 277 days,England,58.0
2020/21,112119.0,Alexandre Lacazette,Alexandre,Lacazette,F,10.0,Centre Striker,Arsenal,ARS,45.0,33 years 87 days,France,58.0
2020/21,135200.0,John McGinn,John,McGinn,M,7.0,Centre Central Midfielder,Aston Villa,AVL,45.0,29 years 310 days,Scotland,58.0
2020/21,342564.0,Nathan Redmond,Nathan,Redmond,M,15.0,Left/Right Winger,Southampton,SOU,45.0,30 years 170 days,England,58.0
2020/21,160671.0,Joelinton,Joelinton Cássio,Apolinário de Lira,F,7.0,Centre Striker,Newcastle United,NEW,44.0,28 years 9 days,Brazil,63.0
2020/21,301809.0,Anthony Martial,Anthony,Martial,F,22.0,Left/Centre/Right Striker,n/a,n/a,43.0,28 years 262 days,France,64.0
2020/21,342046.0,Christian Pulisic,Christian,Pulisic,M,11.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,43.0,25 years 340 days,United States,64.0
2020/21,344967.0,Adama Traoré,Adama,Traoré,F,11.0,Winger,n/a,n/a,43.0,28 years 211 days,Spain,64.0
2020/21,345007.0,James Ward-Prowse,James,Ward-Prowse,M,8.0,Central Midfielder,n/a,n/a,43.0,29 years 296 days,England,64.0
2020/21,312817.0,Yves Bissouma,Yves,Bissouma,M,8.0,Centre Central Midfielder,Brighton & Hove Albion,BHA,42.0,27 years 359 days,Mali,68.0
2020/21,319734.0,Jesse Lingard,Jesse,Lingard,M,11.0,Left/Centre/Right Attacking Midfielder,Manchester United,MUN,42.0,31 years 252 days,England,68.0
2020/21,357917.0,Jonjo Shelvey,Jonjo,Shelvey,M,6.0,Central Midfielder,Newcastle United,NEW,42.0,32 years 178 days,England,68.0
2020/21,359465.0,Ross Barkley,Ross,Barkley,M,6.0,Centre Central Midfielder,Chelsea,CHE,39.0,30 years 262 days,England,71.0
2020/21,319918.0,Gareth Bale,Gareth,Bale,F,11.0,Left/Right Winger,n/a,n/a,38.0,35 years 38 days,Wales,72.0
2020/21,340758.0,Ashley Barnes,Ashley,Barnes,F,10.0,Centre Striker,n/a,n/a,38.0,34 years 298 days,England,72.0
2020/21,320724.0,Eberechi Eze,Eberechi,Eze,M,10.0,Centre Attacking Midfielder,Crystal Palace,CRY,37.0,26 years 55 days,England,74.0
2020/21,327469.0,James Rodríguez,James,Rodríguez,M,10.0,Midfielder,n/a,n/a,37.0,33 years 42 days,Colombia,74.0
2020/21,336297.0,Mateusz Klich,Mateusz,Klich,M,43.0,Centre Central Midfielder,n/a,n/a,36.0,34 years 71 days,Poland,76.0
2020/21,161345.0,Harry Maguire,Harry,Maguire,D,5.0,Centre Central Defender,Manchester United,MUN,36.0,31 years 171 days,England,76.0
