Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Shots,Age,Nationality,Rank
2022/23,282042.0,Frank Onyeka,Frank,Onyeka,M,15.0,Centre Central Midfielder,Brentford,BRE,9.0,26 years 235 days,Nigeria,271.0
2022/23,302967.0,Sam Surridge,Sam,Surridge,F,16.0,Centre Striker,n/a,n/a,9.0,26 years 26 days,England,271.0
2022/23,360932.0,Bertrand Traoré,Bertrand,Traoré,F,20.0,Left/Right Winger,n/a,n/a,9.0,28 years 352 days,Burkina Faso,271.0
2022/23,343744.0,Matías Viña,Matías,Viña,D,17.0,Left Full Back,n/a,n/a,9.0,26 years 288 days,Uruguay,271.0
2022/23,335842.0,Max Wöber,Max,Wöber,D,39.0,Central Defender,Leeds United,LEE,9.0,26 years 201 days,Austria,271.0
2022/23,30517.0,Jan Bednarek,Jan,Bednarek,D,35.0,Centre Central Defender,Southampton,SOU,8.0,28 years 133 days,Poland,290.0
2022/23,323026.0,Levi Colwill,Levi,Colwill,D,n/a,Centre Central Defender,Chelsea,CHE,8.0,21 years 179 days,England,290.0
2022/23,300571.0,Lucas Digne,Lucas,Digne,D,12.0,Left Full Back,Aston Villa,AVL,8.0,31 years 34 days,France,290.0
2022/23,325528.0,Samuel Edozie,Samuel,Edozie,M,23.0,Left/Centre/Right Winger,Southampton,SOU,8.0,21 years 208 days,England,290.0
2022/23,325335.0,Wesley Fofana,Wesley,Fofana,D,29.0,Centre Central Defender,Chelsea,CHE,8.0,23 years 250 days,France,290.0
2022/23,362977.0,Remo Freuler,Remo,Freuler,M,8.0,Centre Attacking Midfielder,Nottingham Forest,NFO,8.0,32 years 130 days,Switzerland,290.0
2022/23,347737.0,N'Golo Kanté,N'Golo,Kanté,M,7.0,Centre Central Midfielder,n/a,n/a,8.0,33 years 147 days,France,290.0
2022/23,359784.0,Thilo Kehrer,Thilo,Kehrer,D,5.0,Centre/Right Central Defender,n/a,n/a,8.0,27 years 337 days,Germany,290.0
2022/23,160422.0,Ezri Konsa,Ezri,Konsa,D,4.0,Centre Central Defender,Aston Villa,AVL,8.0,26 years 305 days,England,290.0
2022/23,177697.0,Adam Lallana,Adam,Lallana,M,10.0,Left/Centre Attacking Midfielder,n/a,n/a,8.0,36 years 105 days,England,290.0
2022/23,153012.0,Chris Mepham,Chris,Mepham,D,6.0,Centre Central Defender,Bournemouth,BOU,8.0,26 years 292 days,Wales,290.0
2022/23,343686.0,Yerry Mina,Yerry,Mina,D,26.0,Central Defender,n/a,n/a,8.0,29 years 335 days,Colombia,290.0
2022/23,338755.0,Nathan Patterson,Nathan,Patterson,D,n/a,Right Full Back,Everton,EVE,8.0,22 years 312 days,Scotland,290.0
2022/23,362819.0,Ayoze Pérez,Ayoze,Pérez,F,22.0,Left/Centre/Right Winger,n/a,n/a,8.0,31 years 25 days,Spain,290.0
2022/23,322422.0,Marcos Senesi,Marcos,Senesi,D,25.0,Centre Central Defender,Bournemouth,BOU,8.0,27 years 105 days,Argentina,290.0
2022/23,341534.0,Ellis Simms,Ellis,Simms,F,9.0,Centre Striker,n/a,n/a,8.0,23 years 231 days,England,290.0
2022/23,362467.0,Harry Souttar,Harry,Souttar,D,6.0,Centre Central Defender,n/a,n/a,8.0,25 years 306 days,Australia,290.0
2022/23,287525.0,Raphaël Varane,Raphaël,Varane,D,19.0,Centre Central Defender,n/a,n/a,8.0,31 years 120 days,France,290.0
2022/23,128164.0,Joel Ward,Joel,Ward,D,n/a,Defender,Crystal Palace,CRY,8.0,34 years 299 days,England,290.0
2022/23,211499.0,Matty Cash,Matty,Cash,D,2.0,Right Full Back,Aston Villa,AVL,7.0,27 years 16 days,Poland,309.0
2022/23,94007.0,Séamus Coleman,Séamus,Coleman,D,n/a,Right Full Back,Everton,EVE,7.0,35 years 317 days,Ireland,309.0
2022/23,322024.0,Marc Cucurella,Marc,Cucurella,D,3.0,Left Wing Back,Chelsea,CHE,7.0,26 years 32 days,Spain,309.0
2022/23,337015.0,Jhon Durán,Jhon,Durán,F,9.0,Striker,Aston Villa,AVL,7.0,20 years 254 days,Colombia,309.0
2022/23,360742.0,Sergio Gómez,Sergio,Gómez,D,17.0,Attacking Midfielder,n/a,n/a,7.0,23 years 354 days,Spain,309.0
2022/23,317507.0,Keane Lewis-Potter,Keane,Lewis-Potter,F,23.0,Striker,Brentford,BRE,7.0,23 years 183 days,England,309.0
2022/23,7748.0,Luka Milivojevic,Luka,Milivojevic,M,4.0,Centre Central Midfielder,n/a,n/a,7.0,33 years 138 days,Serbia,309.0
2022/23,340458.0,James Milner,James,Milner,M,6.0,Left/Centre/Right Central Midfielder,n/a,n/a,7.0,38 years 232 days,England,309.0
2022/23,160323.0,Tyrone Mings,Tyrone,Mings,D,5.0,Centre Central Defender,Aston Villa,AVL,7.0,31 years 163 days,England,309.0
2022/23,42220.0,Wilfred Ndidi,Wilfred,Ndidi,M,6.0,Centre Central Midfielder,Leicester City,LEI,7.0,27 years 251 days,Nigeria,309.0
2022/23,346751.0,Lewis O'Brien,Lewis,O'Brien,M,28.0,Midfielder,n/a,n/a,7.0,25 years 314 days,England,309.0
2022/23,345067.0,Alex Oxlade-Chamberlain,Alex,Oxlade-Chamberlain,M,15.0,Central Midfielder,n/a,n/a,7.0,31 years 8 days,England,309.0
2022/23,363134.0,Oliver Skipp,Oliver,Skipp,M,n/a,Centre Central Midfielder,n/a,n/a,7.0,23 years 342 days,England,309.0
2022/23,346152.0,Kieran Tierney,Kieran,Tierney,D,17.0,Left Full Back,Arsenal,ARS,7.0,27 years 79 days,Scotland,309.0
2022/23,187644.0,Kostas Tsimikas,Kostas,Tsimikas,D,21.0,Left Full Back,Liverpool,LIV,7.0,28 years 103 days,Greece,309.0
2022/23,363206.0,Joe Worrall,Joe,Worrall,D,n/a,Centre Central Defender,n/a,n/a,7.0,27 years 226 days,England,309.0
2022/23,342774.0,Daniel Amartey,Daniel,Amartey,D,12.0,Centre Central Defender,n/a,n/a,6.0,29 years 246 days,Ghana,325.0
2022/23,335884.0,Benoît Badiashile,Benoît,Badiashile,D,5.0,Centre Central Defender,Chelsea,CHE,6.0,23 years 150 days,France,325.0
2022/23,322290.0,Stefan Bajcetic,Stefan,Bajcetic,M,43.0,Centre Central Midfielder,Liverpool,LIV,6.0,19 years 306 days,Spain,325.0
2022/23,312817.0,Yves Bissouma,Yves,Bissouma,M,8.0,Centre Central Midfielder,Tottenham Hotspur,TOT,6.0,27 years 359 days,Mali,325.0
2022/23,356740.0,Armando Broja,Armando,Broja,F,9.0,Striker,Southampton,SOU,6.0,22 years 348 days,Albania,325.0
2022/23,294324.0,Lewis Cook,Lewis,Cook,M,n/a,Midfielder,Bournemouth,BOU,6.0,27 years 202 days,England,325.0
2022/23,258090.0,Vladimír Coufal,Vladimír,Coufal,D,5.0,Right Full Back,West Ham United,WHU,6.0,32 years 1 day,Czech Republic,326.0
2022/23,358596.0,Arnaut Danjuma,Arnaut,Danjuma,F,n/a,Forward,n/a,n/a,6.0,27 years 205 days,Netherlands,326.0
2022/23,258686.0,Ibrahima Diallo,Ibrahima,Diallo,M,27.0,Central Midfielder,Southampton,SOU,6.0,25 years 168 days,France,326.0
2022/23,346116.0,Ryan Fraser,Ryan,Fraser,M,26.0,Left/Right Winger,Newcastle United,NEW,6.0,30 years 181 days,Scotland,326.0
2022/23,346990.0,Gustavo Scarpa,Gustavo Henrique,Furtado Scarpa,M,10.0,Attacking Midfielder,n/a,n/a,6.0,30 years 231 days,Brazil,326.0
2022/23,325644.0,Billy Gilmour,Billy,Gilmour,M,11.0,Central Midfielder,Brighton & Hove Albion,BHA,6.0,23 years 73 days,Scotland,326.0
2022/23,359359.0,Ben Godfrey,Ben,Godfrey,D,5.0,Centre Central Defender,n/a,n/a,6.0,26 years 221 days,England,326.0
2022/23,41538.0,Joe Gomez,Joe,Gomez,D,2.0,Left/Centre/Right Central Defender,Liverpool,LIV,6.0,27 years 92 days,England,326.0
2022/23,288559.0,Will Hughes,Will,Hughes,M,19.0,Centre Central Midfielder,Crystal Palace,CRY,6.0,29 years 128 days,England,326.0
2022/23,323012.0,Cheikhou Kouyaté,Cheikhou,Kouyaté,M,8.0,Centre Defensive Midfielder,n/a,n/a,6.0,34 years 246 days,Senegal,326.0
2022/23,360652.0,Diego Llorente,Diego,Llorente,D,3.0,Centre Central Defender,Leeds United,LEE,6.0,31 years 7 days,Spain,326.0
2022/23,169744.0,Tyrick Mitchell,Tyrick,Mitchell,D,39.0,Left Full Back,Crystal Palace,CRY,6.0,24 years 357 days,England,326.0
2022/23,360568.0,Moussa Niakhaté,Moussa,Niakhaté,D,19.0,Central Defender,n/a,n/a,6.0,28 years 168 days,Senegal,326.0
2022/23,362854.0,Kalvin Phillips,Kalvin,Phillips,M,8.0,Centre Defensive Midfielder,n/a,n/a,6.0,28 years 265 days,England,326.0
2022/23,289352.0,William Saliba,William,Saliba,D,2.0,Central Defender,Arsenal,ARS,6.0,23 years 152 days,France,326.0
2022/23,348051.0,Davinson Sánchez,Davinson,Sánchez,D,6.0,Centre Central Defender,n/a,n/a,6.0,28 years 72 days,Colombia,326.0
2022/23,357917.0,Jonjo Shelvey,Jonjo,Shelvey,M,6.0,Central Midfielder,Newcastle United,NEW,6.0,32 years 178 days,England,326.0
2022/23,345041.0,Harry Toffolo,Harry,Toffolo,D,n/a,Defender,Nottingham Forest,NFO,6.0,29 years 4 days,England,326.0
2022/23,355772.0,Hamed Traorè,Hamed,Traorè,M,8.0,Centre Attacking Midfielder,n/a,n/a,6.0,24 years 189 days,Cote D’Ivoire,326.0
2022/23,356534.0,David Brooks,David,Brooks,M,36.0,Left/Centre/Right Attacking Midfielder,Bournemouth,BOU,5.0,27 years 46 days,Wales,350.0
2022/23,360566.0,Duje Caleta-Car,Duje,Caleta-Car,D,55.0,Defender,n/a,n/a,5.0,27 years 341 days,Croatia,350.0
2022/23,321940.0,Carney Chukwuemeka,Carney,Chukwuemeka,M,17.0,Centre Central Midfielder,Chelsea,CHE,5.0,20 years 308 days,England,350.0
2022/23,356422.0,Leander Dendoncker,Leander,Dendoncker,M,32.0,Centre Central Midfielder,Aston Villa,AVL,5.0,29 years 130 days,Belgium,350.0
2022/23,300707.0,Toti Gomes,Tote António,Gomes,D,24.0,Centre Central Defender,Wolverhampton Wanderers,WOL,5.0,25 years 220 days,Portugal,350.0
2022/23,346845.0,Rob Holding,Rob,Holding,D,4.0,Centre Central Defender,n/a,n/a,5.0,28 years 338 days,England,350.0
2022/23,300156.0,James Justin,James,Justin,D,n/a,Defender,Leicester City,LEI,5.0,26 years 182 days,England,350.0
2022/23,362873.0,Zanka,Mathias,Jørgensen,D,13.0,Centre Central Defender,n/a,n/a,5.0,34 years 122 days,Denmark,350.0
2022/23,345135.0,Tariq Lamptey,Tariq,Lamptey,D,n/a,Defender,Brighton & Hove Albion,BHA,5.0,23 years 328 days,Ghana,350.0
2022/23,322362.0,Rico Lewis,Rico,Lewis,D,82.0,Right Full Back,Manchester City,MCI,5.0,19 years 276 days,England,350.0
2022/23,337950.0,Sasa Lukic,Sasa,Lukic,M,20.0,Central Midfielder,Fulham,FUL,5.0,28 years 10 days,Serbia,350.0
2022/23,315575.0,Tyrell Malacia,Tyrell,Malacia,D,12.0,Left Full Back,Manchester United,MUN,5.0,25 years 6 days,Netherlands,350.0
2022/23,43049.0,Joël Matip,Joël,Matip,D,32.0,Centre Central Defender,n/a,n/a,5.0,33 years 15 days,Cameroon,350.0
2022/23,318804.0,Dennis Praet,Dennis,Praet,M,22.0,Centre Central Midfielder,n/a,n/a,5.0,30 years 101 days,Belgium,350.0
2022/23,354991.0,Jeremy Sarmiento,Jeremy,Sarmiento,F,21.0,Forward,Brighton & Hove Albion,BHA,5.0,22 years 68 days,Ecuador,350.0
2022/23,10050.0,Adam Smith,Adam,Smith,D,15.0,Right Full Back,Bournemouth,BOU,5.0,33 years 116 days,England,350.0
2022/23,359616.0,Çaglar Söyüncü,Çaglar,Söyüncü,D,2.0,Central Defender,Leicester City,LEI,5.0,28 years 92 days,Turkey,350.0
2022/23,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,5.0,34 years 87 days,England,350.0
2022/23,345193.0,Tyler Adams,Tyler,Adams,M,18.0,Midfielder,n/a,n/a,4.0,25 years 191 days,United States,368.0
2022/23,353926.0,André Ayew,André,Ayew,F,28.0,Forward,n/a,n/a,4.0,34 years 250 days,Ghana,368.0
2022/23,360330.0,Shandon Baptiste,Shandon,Baptiste,M,26.0,Central Midfielder,n/a,n/a,4.0,26 years 137 days,Grenada,368.0
2022/23,362983.0,Hugo Bueno,Hugo,Bueno,D,16.0,Left Full Back,n/a,n/a,4.0,21 years 340 days,Spain,368.0
2022/23,340930.0,Conor Coady,Conor,Coady,D,4.0,Centre Central Defender,n/a,n/a,4.0,31 years 180 days,England,368.0
2022/23,361163.0,Flynn Downes,Flynn,Downes,M,4.0,Midfielder,n/a,n/a,4.0,25 years 216 days,England,368.0
2022/23,337528.0,João Gomes,João Victor,Gomes da Silva,M,8.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,4.0,23 years 193 days,Brazil,368.0
2022/23,357711.0,Mason Holgate,Mason,Holgate,D,5.0,Defender,n/a,n/a,4.0,27 years 306 days,England,368.0
2022/23,160320.0,Pontus Jansson,Pontus,Jansson,D,18.0,Centre Central Defender,n/a,n/a,4.0,33 years 192 days,Sweden,368.0
2022/23,312584.0,Boubacar Kamara,Boubacar,Kamara,M,44.0,Centre Defensive Midfielder,Aston Villa,AVL,4.0,24 years 274 days,France,368.0
2022/23,336297.0,Mateusz Klich,Mateusz,Klich,M,43.0,Centre Central Midfielder,n/a,n/a,4.0,34 years 71 days,Poland,368.0
2022/23,320542.0,Chris Richards,Chris,Richards,D,26.0,Centre Central Defender,Crystal Palace,CRY,4.0,24 years 148 days,United States,368.0
2022/23,340986.0,Lucas Moura,Lucas,Rodrigues Moura da Silva,F,n/a,Winger,n/a,n/a,4.0,32 years 10 days,Brazil,368.0
2022/23,355591.0,Salomón Rondón,Salomón,Rondón,F,23.0,Forward,n/a,n/a,4.0,34 years 342 days,Venezuela,368.0
2022/23,363094.0,Georginio Rutter,Georginio,Rutter,F,n/a,Centre Striker,n/a,n/a,4.0,22 years 125 days,France,368.0
2022/23,312583.0,Diego Carlos,Diego Carlos,Santos Silva,D,3.0,Centre Central Defender,Aston Villa,AVL,4.0,31 years 161 days,Brazil,368.0
2022/23,362162.0,Emile Smith Rowe,Emile,Smith Rowe,M,32.0,Centre Attacking Midfielder,n/a,n/a,4.0,24 years 26 days,England,368.0
2022/23,160842.0,Jordan Zemura,Jordan,Zemura,D,29.0,Left Full Back,n/a,n/a,4.0,24 years 283 days,Zimbabwe,368.0
2022/23,351454.0,Naouirou Ahamada,Naouirou,Ahamada,M,n/a,Midfielder,Crystal Palace,CRY,3.0,22 years 147 days,France,386.0
2022/23,340957.0,Nathan Collins,Nathan,Collins,D,22.0,Centre Central Defender,n/a,n/a,3.0,23 years 115 days,Ireland,386.0
2022/23,344449.0,Steve Cook,Steve,Cook,D,5.0,Central Defender,n/a,n/a,3.0,33 years 126 days,England,386.0
2022/23,322882.0,Issa Diop,Issa,Diop,D,31.0,Centre Central Defender,Fulham,FUL,3.0,27 years 227 days,France,386.0
2022/23,136802.0,Moussa Djenepo,Moussa,Djenepo,M,19.0,Midfielder,n/a,n/a,3.0,26 years 69 days,Mali,386.0
2022/23,355602.0,David Datro Fofana,David Datro,Fofana,F,23.0,Forward,Chelsea,CHE,3.0,21 years 245 days,Cote D’Ivoire,386.0
2022/23,359178.0,Lloyd Kelly,Lloyd,Kelly,D,25.0,Central Defender,n/a,n/a,3.0,25 years 322 days,England,386.0
2022/23,336788.0,Victor Kristiansen,Victor,Kristiansen,D,16.0,Left Full Back,n/a,n/a,3.0,21 years 251 days,Denmark,386.0
2022/23,348087.0,Manuel Lanzini,Manuel,Lanzini,M,10.0,Attacking Midfielder,n/a,n/a,3.0,31 years 190 days,Argentina,386.0
2022/23,44159.0,Victor Lindelöf,Victor,Lindelöf,D,n/a,Centre Central Defender,Manchester United,MUN,3.0,30 years 37 days,Sweden,386.0
2022/23,161345.0,Harry Maguire,Harry,Maguire,D,5.0,Centre Central Defender,Manchester United,MUN,3.0,31 years 171 days,England,386.0
2022/23,322089.0,Angelo Ogbonna,Angelo,Ogbonna,D,n/a,Central Defender,n/a,n/a,3.0,36 years 92 days,Italy,386.0
2022/23,19300.0,Tim Ream,Tim,Ream,D,13.0,Left/Centre Central Defender,n/a,n/a,3.0,36 years 323 days,United States,386.0
2022/23,190129.0,Antonee Robinson,Antonee,Robinson,D,33.0,Left Full Back,Fulham,FUL,3.0,27 years 15 days,United States,386.0
2022/23,166522.0,Mads Roerslev,Mads,Roerslev,D,30.0,Right Full Back,Brentford,BRE,3.0,25 years 60 days,Denmark,386.0
2022/23,360737.0,Joe Rothwell,Joe,Rothwell,M,8.0,Central Midfielder,n/a,n/a,3.0,29 years 225 days,England,386.0
2022/23,337402.0,Antoine Semenyo,Antoine,Semenyo,F,24.0,Centre Striker,Bournemouth,BOU,3.0,24 years 229 days,Ghana,386.0
2022/23,356341.0,Luke Thomas,Luke,Thomas,D,33.0,Left Full Back,n/a,n/a,3.0,23 years 74 days,England,386.0
2022/23,322292.0,Takehiro Tomiyasu,Takehiro,Tomiyasu,D,n/a,Defender,Arsenal,ARS,3.0,25 years 292 days,Japan,386.0
2022/23,51519.0,James Tomkins,James,Tomkins,D,5.0,Defender,n/a,n/a,3.0,35 years 147 days,England,386.0
2022/23,340569.0,Boubacar Traoré,Boubacar,Traoré,M,6.0,Centre Central Midfielder,n/a,n/a,3.0,23 years 3 days,Mali,386.0
2022/23,337842.0,Marc Albrighton,Marc,Albrighton,M,22.0,Left/Right Winger,n/a,n/a,2.0,34 years 279 days,England,407.0
2022/23,337933.0,Cédric Soares,Cédric Ricardo,Alves Soares,D,12.0,Right Full Back,n/a,n/a,2.0,32 years 358 days,Portugal,407.0
2022/23,362495.0,Ludwig Augustinsson,Ludwig,Augustinsson,D,6.0,Left Full Back,n/a,n/a,2.0,30 years 124 days,Sweden,407.0
2022/23,129749.0,Ricardo Pereira,Ricardo Domingos,Barbosa Pereira,D,21.0,Right Full Back,Leicester City,LEI,2.0,30 years 322 days,Portugal,407.0
2022/23,325444.0,Willy-Arnaud Boly,Willy-Arnaud,Boly,D,30.0,Centre Central Defender,Nottingham Forest,NFO,2.0,33 years 202 days,Cote D’Ivoire,407.0
2022/23,337770.0,Chem Campbell,Chem,Campbell,M,11.0,Centre Attacking Midfielder,n/a,n/a,2.0,21 years 237 days,Wales,407.0
2022/23,360824.0,Calum Chambers,Calum,Chambers,D,12.0,Defender,n/a,n/a,2.0,29 years 216 days,England,407.0
2022/23,342002.0,Siriki Dembélé,Siriki,Dembélé,M,17.0,Left Winger,n/a,n/a,2.0,27 years 351 days,Scotland,407.0
2022/23,278144.0,Junior Firpo,Junior,Firpo,D,3.0,Left Full Back,Leeds United,LEE,2.0,28 years 1 day,Dominican Republic,407.0
2022/23,361997.0,Bryan Gil,Bryan,Gil,F,20.0,Left Winger,n/a,n/a,2.0,23 years 194 days,Spain,407.0
2022/23,356761.0,Joe Hodge,Joe,Hodge,M,16.0,Defensive Midfielder,n/a,n/a,2.0,21 years 344 days,Ireland,407.0
2022/23,361626.0,Ben Johnson,Ben,Johnson,D,18.0,Right Full Back,n/a,n/a,2.0,24 years 212 days,England,407.0
2022/23,31757.0,Jamaal Lascelles,Jamaal,Lascelles,D,6.0,Centre Central Defender,Newcastle United,NEW,2.0,30 years 286 days,England,407.0
2022/23,362576.0,Scott McKenna,Scott,McKenna,D,15.0,Centre Central Defender,n/a,n/a,2.0,27 years 285 days,Scotland,407.0
2022/23,347827.0,Nampalys Mendy,Nampalys,Mendy,M,26.0,Centre Defensive Midfielder,n/a,n/a,2.0,32 years 61 days,Senegal,407.0
2022/23,278143.0,Enock Mwepu,Enock,Mwepu,M,8.0,Left/Centre/Right Attacking Midfielder,Brighton & Hove Albion,BHA,2.0,26 years 235 days,Zambia,407.0
2022/23,341541.0,Ben Pearson,Ben,Pearson,M,4.0,Centre Central Midfielder,n/a,n/a,2.0,29 years 232 days,England,407.0
2022/23,361016.0,Albert Sambi Lokonga,Albert,Sambi Lokonga,M,12.0,Centre Central Midfielder,n/a,n/a,2.0,24 years 306 days,Belgium,407.0
2022/23,314125.0,Pape Sarr,Pape,Sarr,M,29.0,Centre Central Midfielder,Tottenham Hotspur,TOT,2.0,21 years 344 days,Senegal,407.0
2022/23,345868.0,Jay Stansfield,Jay,Stansfield,F,28.0,Centre Striker,Fulham,FUL,2.0,21 years 273 days,England,407.0
2022/23,23381.0,Jack Stephens,Jack,Stephens,D,n/a,Defender,n/a,n/a,2.0,30 years 209 days,England,407.0
2022/23,360741.0,Donny van de Beek,Donny,van de Beek,M,6.0,Centre Central Midfielder,n/a,n/a,2.0,27 years 127 days,Netherlands,407.0
2022/23,328313.0,Jan Paul van Hecke,Jan Paul,van Hecke,D,n/a,Defender,Brighton & Hove Albion,BHA,2.0,24 years 76 days,Netherlands,407.0
2022/23,345084.0,Denis Zakaria,Denis,Zakaria,M,6.0,Centre Defensive Midfielder,n/a,n/a,2.0,27 years 277 days,Switzerland,407.0
2022/23,310499.0,Kristoffer Ajer,Kristoffer,Ajer,D,20.0,Centre Central Defender,Brentford,BRE,1.0,26 years 128 days,Norway,431.0
2022/23,355287.0,Yasin Ayari,Yasin,Ayari,M,n/a,Midfielder,Brighton & Hove Albion,BHA,1.0,20 years 322 days,Sweden,431.0
2022/23,337389.0,James Bree,James,Bree,D,14.0,Right Full Back,Southampton,SOU,1.0,26 years 256 days,England,431.0
2022/23,346834.0,Thomas Cannon,Thomas,Cannon,F,28.0,Centre Striker,n/a,n/a,1.0,21 years 239 days,Ireland,431.0
2022/23,345194.0,Sergi Canós,Sergi,Canós,M,7.0,Winger,n/a,n/a,1.0,27 years 203 days,Spain,431.0
2022/23,360825.0,Nathaniel Chalobah,Nathaniel,Chalobah,D,n/a,Defender,n/a,n/a,1.0,29 years 255 days,England,431.0
2022/23,358010.0,Halil Dervisoglu,Halil,Dervisoglu,F,11.0,Centre Striker,n/a,n/a,1.0,24 years 259 days,Turkey,431.0
2022/23,340756.0,Shane Duffy,Shane,Duffy,D,4.0,Centre Central Defender,n/a,n/a,1.0,32 years 235 days,Ireland,431.0
2022/23,110232.0,Jonny Evans,Jonny,Evans,D,35.0,Centre Central Defender,n/a,n/a,1.0,36 years 233 days,Northern Ireland,431.0
2022/23,355817.0,Adam Forshaw,Adam,Forshaw,M,27.0,Centre Central Midfielder,Leeds United,LEE,1.0,32 years 320 days,England,431.0
2022/23,346146.0,Saman Ghoddos,Saman,Ghoddos,F,14.0,Centre Striker,n/a,n/a,1.0,30 years 352 days,Iran,431.0
2022/23,355337.0,Darko Gyabi,Darko,Gyabi,M,18.0,Centre Central Midfielder,n/a,n/a,1.0,20 years 187 days,England,431.0
2022/23,330725.0,Mateo Joseph,Mateo,Joseph,F,19.0,Centre Striker,Leeds United,LEE,1.0,20 years 309 days,Spain,431.0
2022/23,355256.0,Sasa Kalajdzic,Sasa,Kalajdzic,F,9.0,Centre Striker,Wolverhampton Wanderers,WOL,1.0,27 years 47 days,Austria,431.0
2022/23,337014.0,Jakub Kiwior,Jakub,Kiwior,D,15.0,Centre Central Defender,Arsenal,ARS,1.0,24 years 190 days,Poland,431.0
2022/23,344429.0,Ainsley Maitland-Niles,Ainsley,Maitland-Niles,M,98.0,Centre/Right Wing Back,Southampton,SOU,1.0,26 years 360 days,England,431.0
2022/23,186584.0,Illan Meslier,Illan,Meslier,G,1.0,Goalkeeper,Leeds United,LEE,1.0,24 years 174 days,France,431.0
2022/23,348450.0,Lewis Miley,Lewis,Miley,M,67.0,Midfielder,Newcastle United,NEW,1.0,18 years 114 days,England,431.0
2022/23,347523.0,Cameron Peupion,Cameron,Peupion,M,25.0,Centre Central Midfielder,Brighton & Hove Albion,BHA,1.0,21 years 335 days,Australia,431.0
2022/23,356533.0,Nathaniel Phillips,Nathaniel,Phillips,D,12.0,Centre Central Defender,Liverpool,LIV,1.0,27 years 155 days,England,431.0
2022/23,360351.0,David Raya,David,Raya,G,22.0,Goalkeeper,n/a,n/a,1.0,28 years 343 days,Spain,431.0
2022/23,362847.0,Jairo Riedewald,Jairo,Riedewald,M,4.0,Centre Defensive Midfielder,n/a,n/a,1.0,27 years 349 days,Netherlands,431.0
2022/23,346824.0,Boubakary Soumaré,Boubakary,Soumaré,M,24.0,Centre Central Midfielder,Leicester City,LEI,1.0,25 years 178 days,France,431.0
2022/23,346424.0,Djed Spence,Djed,Spence,D,39.0,Right Full Back,Tottenham Hotspur,TOT,1.0,24 years 14 days,England,431.0
2022/23,340757.0,Jack Stacey,Jack,Stacey,D,3.0,Right Wing Back,n/a,n/a,1.0,28 years 139 days,England,431.0
2022/23,14289.0,Junior Stanislas,Junior,Stanislas,M,19.0,Left/Right Winger,n/a,n/a,1.0,34 years 271 days,England,431.0
2022/23,363001.0,Matt Targett,Matt,Targett,D,n/a,Left Full Back,Newcastle United,NEW,1.0,28 years 340 days,England,431.0
2022/23,281359.0,José Sá,José Pedro,Malheiro de Sá,G,1.0,Goalkeeper,Wolverhampton Wanderers,WOL,0.0,31 years 219 days,Portugal,458.0
2021/22,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,139.0,32 years 69 days,Egypt,1.0
2021/22,344721.0,Harry Kane,Harry,Kane,F,9.0,Striker,n/a,n/a,133.0,31 years 26 days,England,2.0
2021/22,336621.0,Cristiano Ronaldo,Cristiano Ronaldo,dos Santos Aveiro,F,7.0,Centre Striker,n/a,n/a,110.0,39 years 200 days,Portugal,3.0
2021/22,343482.0,Sadio Mané,Sadio,Mané,F,10.0,Left/Right Second Striker,n/a,n/a,98.0,32 years 135 days,Senegal,4.0
