Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Appearances,Age,Nationality,Rank
2019/20,313738.0,Nick Pope,Nick,Pope,G,22.0,Goalkeeper,Burnley,BUR,38.0,32 years 126 days,England,1.0
2019/20,342058.0,Declan Rice,Declan,Rice,M,41.0,Centre Central Midfielder,n/a,n/a,38.0,25 years 222 days,England,1.0
2019/20,361176.0,Mathew Ryan,Mathew,Ryan,G,98.0,Goalkeeper,n/a,n/a,38.0,32 years 137 days,Australia,1.0
2019/20,346451.0,João Moutinho,João Filipe Iria,Santos Moutinho,M,28.0,Midfielder,n/a,n/a,38.0,37 years 350 days,Portugal,1.0
2019/20,361188.0,Kasper Schmeichel,Kasper,Schmeichel,G,1.0,Goalkeeper,n/a,n/a,38.0,37 years 292 days,Denmark,1.0
2019/20,341032.0,Enda Stevens,Enda,Stevens,D,3.0,Left Full Back,n/a,n/a,38.0,34 years 45 days,Ireland,1.0
2019/20,314846.0,James Tarkowski,James,Tarkowski,D,6.0,Centre Central Defender,Burnley,BUR,38.0,31 years 278 days,England,1.0
2019/20,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,38.0,33 years 46 days,Netherlands,1.0
2019/20,345007.0,James Ward-Prowse,James,Ward-Prowse,M,8.0,Central Midfielder,n/a,n/a,38.0,29 years 296 days,England,1.0
2019/20,342776.0,Wilfried Zaha,Wilfried,Zaha,F,14.0,Left/Centre/Right Winger,n/a,n/a,38.0,31 years 287 days,Cote D’Ivoire,1.0
2019/20,160688.0,Jordan Ayew,Jordan,Ayew,F,9.0,Centre Striker,Crystal Palace,CRY,37.0,32 years 347 days,Ghana,30.0
2019/20,337030.0,Todd Cantwell,Todd,Cantwell,M,13.0,Left Winger,n/a,n/a,37.0,26 years 178 days,England,30.0
2019/20,222694.0,Abdoulaye Doucouré,Abdoulaye,Doucouré,M,16.0,Centre Central Midfielder,n/a,n/a,37.0,31 years 235 days,Mali,30.0
2019/20,346844.0,Neal Maupay,Neal,Maupay,F,7.0,Centre Striker,Brighton & Hove Albion,BHA,37.0,28 years 9 days,France,30.0
2019/20,52229.0,James McArthur,James,McArthur,M,n/a,Central Midfielder,n/a,n/a,37.0,36 years 321 days,Scotland,30.0
2019/20,143584.0,Kenny McLean,Kenny,McLean,M,23.0,Centre Central Midfielder,Norwich City,NOR,37.0,32 years 228 days,Scotland,30.0
2019/20,341034.0,Mason Mount,Mason,Mount,M,7.0,Centre Attacking Midfielder,n/a,n/a,37.0,25 years 226 days,England,30.0
2019/20,288169.0,Aaron Ramsdale,Aaron,Ramsdale,G,1.0,Goalkeeper,n/a,n/a,37.0,26 years 101 days,England,30.0
2019/20,340565.0,Youri Tielemans,Youri,Tielemans,M,8.0,Centre Central Midfielder,n/a,n/a,37.0,27 years 108 days,Belgium,30.0
2019/20,344967.0,Adama Traoré,Adama,Traoré,F,11.0,Winger,n/a,n/a,37.0,28 years 211 days,Spain,30.0
2019/20,322321.0,Georginio Wijnaldum,Georginio,Wijnaldum,M,25.0,Centre Attacking Midfielder,n/a,n/a,37.0,33 years 286 days,Netherlands,30.0
2019/20,344622.0,Max Aarons,Max,Aarons,D,37.0,Right Full Back,n/a,n/a,36.0,24 years 232 days,England,41.0
2019/20,154335.0,Miguel Almirón,Miguel,Almirón,M,24.0,Left/Centre/Right Second Striker,Newcastle United,NEW,36.0,30 years 195 days,Paraguay,41.0
2019/20,345706.0,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,F,10.0,Striker,n/a,n/a,36.0,35 years 66 days,Gabon,41.0
2019/20,341459.0,César Azpilicueta,César,Azpilicueta,D,3.0,Right Full Back,n/a,n/a,36.0,34 years 361 days,Spain,41.0
2019/20,342771.0,Harvey Barnes,Harvey,Barnes,M,11.0,Left/Right Winger,n/a,n/a,36.0,26 years 258 days,England,41.0
2019/20,325467.0,Willian,Willian,Borges da Silva,F,20.0,Left/Centre/Right Winger,n/a,n/a,36.0,36 years 14 days,Brazil,41.0
2019/20,276764.0,Emiliano Buendía,Emiliano,Buendía,M,10.0,Left/Right Attacking Midfielder,n/a,n/a,36.0,27 years 242 days,Argentina,41.0
2019/20,41062.0,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,F,9.0,Centre Striker,Everton,EVE,36.0,27 years 160 days,England,41.0
2019/20,314636.0,Richarlison,Richarlison,de Andrade,F,9.0,Left/Centre/Right Second Striker,n/a,n/a,36.0,27 years 105 days,Brazil,41.0
2019/20,294007.0,Matt Doherty,Matt,Doherty,D,2.0,Right Full Back,n/a,n/a,36.0,32 years 220 days,Ireland,41.0
2019/20,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,36.0,32 years 276 days,England,41.0
2019/20,133133.0,John Egan,John,Egan,D,12.0,Centre Central Defender,Sheffield United,SHU,36.0,31 years 308 days,Ireland,41.0
2019/20,356767.0,Pablo Fornals,Pablo,Fornals,M,18.0,Attacking Midfielder,n/a,n/a,36.0,28 years 183 days,Spain,41.0
2019/20,285236.0,Jack Grealish,Jack,Grealish,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,36.0,28 years 348 days,England,41.0
2019/20,346759.0,Dean Henderson,Dean,Henderson,G,1.0,Goalkeeper,n/a,n/a,36.0,27 years 164 days,England,41.0
2019/20,354397.0,Tim Krul,Tim,Krul,G,n/a,Goalkeeper,n/a,n/a,36.0,36 years 142 days,Netherlands,41.0
2019/20,361726.0,Oliver McBurnie,Oliver,McBurnie,F,16.0,Centre Striker,Sheffield United,SHU,36.0,28 years 80 days,Scotland,41.0
2019/20,130627.0,Teemu Pukki,Teemu,Pukki,F,22.0,Centre Striker,Norwich City,NOR,36.0,34 years 147 days,Finland,41.0
2019/20,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,36.0,30 years 165 days,Scotland,41.0
2019/20,95187.0,Jay Rodriguez,Jay,Rodriguez,F,9.0,Left/Centre/Right Second Striker,Burnley,BUR,36.0,35 years 25 days,England,41.0
2019/20,359652.0,Douglas Luiz,Douglas Luiz,Soares de Paulo,M,26.0,Central Midfielder,n/a,n/a,36.0,26 years 106 days,Brazil,41.0
2019/20,356522.0,Jonny,Jonathan,Castro Otto,D,19.0,Defender,n/a,n/a,35.0,30 years 173 days,Spain,62.0
2019/20,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,35.0,33 years 56 days,Belgium,62.0
2019/20,300571.0,Lucas Digne,Lucas,Digne,D,12.0,Left Full Back,n/a,n/a,35.0,31 years 34 days,France,62.0
2019/20,346855.0,Vicente Guaita,Vicente,Guaita,G,13.0,Goalkeeper,n/a,n/a,35.0,37 years 226 days,Spain,62.0
2019/20,160158.0,Rodri,Rodrigo,Hernández Cascante,M,16.0,Centre Central Midfielder,Manchester City,MCI,35.0,28 years 62 days,Spain,62.0
2019/20,323012.0,Cheikhou Kouyaté,Cheikhou,Kouyaté,M,8.0,Centre Defensive Midfielder,n/a,n/a,35.0,34 years 246 days,Senegal,62.0
2019/20,44159.0,Victor Lindelöf,Victor,Lindelöf,D,n/a,Centre Central Defender,Manchester United,MUN,35.0,30 years 37 days,Sweden,62.0
2019/20,343482.0,Sadio Mané,Sadio,Mané,F,10.0,Left/Right Second Striker,n/a,n/a,35.0,32 years 135 days,Senegal,62.0
2019/20,114730.0,Davy Pröpper,Davy,Pröpper,M,14.0,Centre Central Midfielder,n/a,n/a,35.0,32 years 356 days,Netherlands,62.0
2019/20,340986.0,Lucas Moura,Lucas,Rodrigues Moura da Silva,F,n/a,Winger,n/a,n/a,35.0,32 years 10 days,Brazil,62.0
2019/20,44029.0,Ederson,Ederson,Santana de Moraes,G,31.0,Goalkeeper,Manchester City,MCI,35.0,31 years 6 days,Brazil,62.0
2019/20,52240.0,Gylfi Sigurdsson,Gylfi,Sigurdsson,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,35.0,34 years 350 days,Iceland,62.0
2019/20,11259.0,Jamie Vardy,Jamie,Vardy,F,9.0,Centre Striker,Leicester City,LEI,35.0,37 years 225 days,England,62.0
2019/20,362816.0,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,D,29.0,Right Full Back,n/a,n/a,35.0,26 years 271 days,England,62.0
2019/20,336080.0,Ashley Westwood,Ashley,Westwood,M,8.0,Centre Central Midfielder,n/a,n/a,35.0,34 years 144 days,England,62.0
2019/20,219427.0,Callum Wilson,Callum,Wilson,F,9.0,Centre Striker,n/a,n/a,35.0,32 years 178 days,England,62.0
2019/20,289629.0,Tammy Abraham,Tammy,Abraham,F,9.0,Centre Striker,n/a,n/a,34.0,26 years 326 days,England,78.0
2019/20,30517.0,Jan Bednarek,Jan,Bednarek,D,35.0,Centre Central Defender,n/a,n/a,34.0,28 years 133 days,Poland,78.0
2019/20,160732.0,Philip Billing,Philip,Billing,M,29.0,Centre Defensive Midfielder,Bournemouth,BOU,34.0,28 years 73 days,Denmark,78.0
2019/20,302934.0,Dan Burn,Dan,Burn,D,33.0,Centre Central Defender,n/a,n/a,34.0,32 years 106 days,England,78.0
2019/20,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,n/a,n/a,34.0,27 years 142 days,Brazil,78.0
2019/20,362146.0,Anwar El Ghazi,Anwar,El Ghazi,F,20.0,Left/Right Winger,n/a,n/a,34.0,29 years 112 days,Netherlands,78.0
2019/20,315554.0,Trézéguet,Mahmoud Ahmed Ibrahim,Hassan,M,10.0,Left/Right Winger,n/a,n/a,34.0,29 years 327 days,Egypt,78.0
2019/20,359871.0,John Lundstram,John,Lundstram,M,5.0,Centre Central Midfielder,Sheffield United,SHU,34.0,30 years 187 days,England,78.0
2019/20,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,34.0,30 years 13 days,Portugal,78.0
2019/20,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,34.0,32 years 69 days,Egypt,78.0
2019/20,359616.0,Çaglar Söyüncü,Çaglar,Söyüncü,D,2.0,Central Defender,n/a,n/a,34.0,28 years 92 days,Turkey,78.0
2019/20,255674.0,Diogo Jota,Diogo José,Teixeira da Silva,F,20.0,Left/Centre/Right Striker,n/a,n/a,34.0,27 years 263 days,Portugal,78.0
2019/20,319009.0,Toby Alderweireld,Toby,Alderweireld,D,23.0,Defender,n/a,n/a,33.0,35 years 174 days,Belgium,90.0
2019/20,345016.0,Kepa,Kepa,Arrizabalaga Revuelta,G,25.0,Goalkeeper,Chelsea,CHE,33.0,29 years 325 days,Spain,90.0
2019/20,356787.0,Sèrge Aurier,Sèrge,Aurier,D,92.0,Right Full Back,n/a,n/a,33.0,31 years 243 days,Cote D’Ivoire,90.0
2019/20,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,33.0,29 years 18 days,Denmark,90.0
2019/20,325634.0,Daniel James,Daniel,James,M,21.0,Right Winger,n/a,n/a,33.0,26 years 287 days,Wales,90.0
2019/20,340460.0,Jefferson Lerma,Jefferson,Lerma,M,8.0,Centre Central Midfielder,n/a,n/a,33.0,29 years 303 days,Colombia,90.0
2019/20,131779.0,Riyad Mahrez,Riyad,Mahrez,F,26.0,Left/Right Winger,n/a,n/a,33.0,33 years 184 days,Algeria,90.0
2019/20,289231.0,James McCarthy,James,McCarthy,M,16.0,Centre Central Midfielder,n/a,n/a,33.0,33 years 285 days,Ireland,90.0
2019/20,160323.0,Tyrone Mings,Tyrone,Mings,D,5.0,Centre Central Defender,Aston Villa,AVL,33.0,31 years 163 days,England,90.0
2019/20,336374.0,David Luiz,David Luiz,Moreira Marinho,D,23.0,Centre Central Defender,n/a,n/a,33.0,37 years 123 days,Brazil,90.0
2019/20,4029.0,Mark Noble,Mark,Noble,M,16.0,Centre Central Midfielder,n/a,n/a,33.0,37 years 107 days,England,90.0
2019/20,30925.0,Jack O'Connell,Jack,O'Connell,D,5.0,Centre Central Defender,n/a,n/a,33.0,30 years 147 days,England,90.0
2019/20,362819.0,Ayoze Pérez,Ayoze,Pérez,F,22.0,Left/Centre/Right Winger,n/a,n/a,33.0,31 years 25 days,Spain,90.0
2019/20,355414.0,Romain Saïss,Romain,Saïss,D,14.0,Centre Central Defender,n/a,n/a,33.0,34 years 150 days,Morocco,90.0
2019/20,256106.0,Dale Stephens,Dale,Stephens,M,16.0,Centre Central Midfielder,n/a,n/a,33.0,35 years 72 days,England,90.0
2019/20,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,n/a,n/a,33.0,29 years 259 days,England,90.0
2019/20,281358.0,Ryan Bertrand,Ryan,Bertrand,D,5.0,Left Full Back,n/a,n/a,32.0,35 years 18 days,England,106.0
2019/20,322882.0,Issa Diop,Issa,Diop,D,31.0,Centre Central Defender,West Ham United,WHU,32.0,27 years 227 days,France,106.0
2019/20,325640.0,Federico Fernández,Federico,Fernández,D,2.0,Centre Central Defender,Newcastle United,NEW,32.0,35 years 184 days,Argentina,106.0
2019/20,315703.0,Sébastien Haller,Sébastien,Haller,F,9.0,Centre Striker,n/a,n/a,32.0,30 years 62 days,Cote D’Ivoire,106.0
2019/20,301809.0,Anthony Martial,Anthony,Martial,F,22.0,Left/Centre/Right Striker,n/a,n/a,32.0,28 years 262 days,France,106.0
2019/20,319809.0,Ben Mee,Ben,Mee,D,16.0,Centre Central Defender,Burnley,BUR,32.0,34 years 337 days,England,106.0
2019/20,42220.0,Wilfred Ndidi,Wilfred,Ndidi,M,6.0,Centre Central Midfielder,Leicester City,LEI,32.0,27 years 251 days,Nigeria,106.0
2019/20,342564.0,Nathan Redmond,Nathan,Redmond,M,15.0,Left/Right Winger,Southampton,SOU,32.0,30 years 170 days,England,106.0
2019/20,362647.0,Dominic Solanke,Dominic,Solanke,F,19.0,Striker,n/a,n/a,32.0,26 years 344 days,England,106.0
2019/20,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,n/a,n/a,32.0,32 years 260 days,New Zealand,106.0
2019/20,14131.0,Aaron Cresswell,Aaron,Cresswell,D,3.0,Left Full Back,West Ham United,WHU,31.0,34 years 252 days,England,116.0
2019/20,337833.0,Jorginho,Jorge Luiz,Frello Filho,M,20.0,Centre Central Midfielder,n/a,n/a,31.0,32 years 247 days,Italy,116.0
2019/20,361200.0,Mason Greenwood,Mason,Greenwood,F,n/a,Right Winger,n/a,n/a,31.0,22 years 327 days,England,116.0
2019/20,363187.0,Ilkay Gündogan,Ilkay,Gündogan,M,19.0,Centre Central Midfielder,n/a,n/a,31.0,33 years 304 days,Germany,116.0
2019/20,48260.0,Michael Keane,Michael,Keane,D,5.0,Centre Central Defender,Everton,EVE,31.0,31 years 225 days,England,116.0
2019/20,340665.0,Mateo Kovacic,Mateo,Kovacic,M,8.0,Central Midfielder,n/a,n/a,31.0,30 years 109 days,Croatia,116.0
2019/20,340680.0,James Maddison,James,Maddison,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,31.0,27 years 274 days,England,116.0
2019/20,7748.0,Luka Milivojevic,Luka,Milivojevic,M,4.0,Centre Central Midfielder,n/a,n/a,31.0,33 years 138 days,Serbia,116.0
2019/20,320028.0,Aaron Mooy,Aaron,Mooy,M,13.0,Centre Central Midfielder,n/a,n/a,31.0,33 years 343 days,Australia,116.0
2019/20,322089.0,Angelo Ogbonna,Angelo,Ogbonna,D,n/a,Central Defender,n/a,n/a,31.0,36 years 92 days,Italy,116.0
2019/20,362398.0,Nicolas Pépé,Nicolas,Pépé,F,19.0,Right Winger,n/a,n/a,31.0,29 years 86 days,Cote D’Ivoire,116.0
2019/20,19620.0,Marcus Rashford,Marcus,Rashford,F,10.0,Left/Centre Second Striker,Manchester United,MUN,31.0,26 years 297 days,England,116.0
2019/20,336745.0,Leandro Trossard,Leandro,Trossard,F,19.0,Forward,Brighton & Hove Albion,BHA,31.0,29 years 263 days,Belgium,116.0
2019/20,336893.0,Adam Webster,Adam,Webster,D,4.0,Defender,Brighton & Hove Albion,BHA,31.0,29 years 232 days,England,116.0
2019/20,283241.0,Harry Wilson,Harry,Wilson,M,8.0,Left/Right Winger,n/a,n/a,31.0,27 years 154 days,Wales,116.0
2019/20,340927.0,Harry Winks,Harry,Winks,M,8.0,Centre Central Midfielder,n/a,n/a,31.0,28 years 203 days,England,116.0
2019/20,344329.0,Granit Xhaka,Granit,Xhaka,M,34.0,Central Midfielder,n/a,n/a,31.0,31 years 331 days,Switzerland,116.0
2019/20,161456.0,Ché Adams,Ché,Adams,F,10.0,Centre Striker,n/a,n/a,30.0,28 years 41 days,Scotland,133.0
2019/20,130310.0,Stuart Armstrong,Stuart,Armstrong,M,17.0,Left Winger,n/a,n/a,30.0,32 years 146 days,Scotland,133.0
2019/20,266708.0,Étienne Capoue,Étienne,Capoue,M,6.0,Centre Defensive Midfielder,n/a,n/a,30.0,36 years 43 days,France,133.0
2019/20,49709.0,Jack Cork,Jack,Cork,M,4.0,Centre Central Midfielder,Burnley,BUR,30.0,35 years 59 days,England,133.0
2019/20,345098.0,Tom Davies,Tom,Davies,M,22.0,Midfielder,n/a,n/a,30.0,26 years 54 days,England,133.0
2019/20,356762.0,John Fleck,John,Fleck,M,23.0,Centre Central Midfielder,n/a,n/a,30.0,32 years 365 days,Scotland,133.0
2019/20,359359.0,Ben Godfrey,Ben,Godfrey,D,5.0,Centre Central Defender,n/a,n/a,30.0,26 years 221 days,England,133.0
2019/20,355783.0,Jordan Henderson,Jordan,Henderson,M,6.0,Midfielder,n/a,n/a,30.0,34 years 67 days,England,133.0
2019/20,288559.0,Will Hughes,Will,Hughes,M,19.0,Centre Central Midfielder,n/a,n/a,30.0,29 years 128 days,England,133.0
2019/20,112119.0,Alexandre Lacazette,Alexandre,Lacazette,F,10.0,Centre Striker,Arsenal,ARS,30.0,33 years 87 days,France,133.0
2019/20,321656.0,Bernd Leno,Bernd,Leno,G,1.0,Goalkeeper,n/a,n/a,30.0,32 years 172 days,Germany,133.0
2019/20,338506.0,Lys Mousset,Lys,Mousset,F,7.0,Centre Striker,n/a,n/a,30.0,28 years 197 days,France,133.0
2019/20,345067.0,Alex Oxlade-Chamberlain,Alex,Oxlade-Chamberlain,M,15.0,Central Midfielder,n/a,n/a,30.0,31 years 8 days,England,133.0
2019/20,362433.0,Oriol Romeu,Oriol,Romeu,M,14.0,Centre Defensive Midfielder,Southampton,SOU,30.0,32 years 334 days,Spain,133.0
2019/20,6723.0,Fernandinho,Fernando Luiz,Rosa,M,25.0,Centre Defensive Midfielder,n/a,n/a,30.0,39 years 111 days,Brazil,133.0
2019/20,20239.0,Son Heung-Min,Heung-Min,Son,F,7.0,Left/Centre/Right Winger,Tottenham Hotspur,TOT,30.0,32 years 46 days,South Korea,133.0
2019/20,6363.0,Alexander Tettey,Alexander,Tettey,M,27.0,Centre Defensive Midfielder,n/a,n/a,30.0,38 years 141 days,Norway,133.0
2019/20,187388.0,Nathan Aké,Nathan,Aké,D,6.0,Left/Centre Central Defender,n/a,n/a,29.0,29 years 187 days,Netherlands,150.0
2019/20,133131.0,Alisson Becker,Alisson Ramsés,Becker,G,1.0,Goalkeeper,Liverpool,LIV,29.0,31 years 326 days,Brazil,150.0
2019/20,347715.0,Craig Cathcart,Craig,Cathcart,D,n/a,Centre Central Defender,Watford,WAT,29.0,35 years 199 days,Northern Ireland,150.0
2019/20,344449.0,Steve Cook,Steve,Cook,D,5.0,Central Defender,n/a,n/a,29.0,33 years 126 days,England,150.0
2019/20,336892.0,Craig Dawson,Craig,Dawson,D,15.0,Centre Central Defender,n/a,n/a,29.0,34 years 109 days,England,150.0
2019/20,362163.0,Pascal Groß,Pascal,Groß,M,13.0,Centre Central Midfielder,n/a,n/a,29.0,33 years 69 days,Germany,150.0
2019/20,356746.0,Isaac Hayden,Isaac,Hayden,M,14.0,Midfielder,Newcastle United,NEW,29.0,29 years 154 days,England,150.0
2019/20,344721.0,Harry Kane,Harry,Kane,F,9.0,Striker,n/a,n/a,29.0,31 years 26 days,England,150.0
2019/20,182251.0,Moise Kean,Moise,Kean,F,18.0,Centre Striker,n/a,n/a,29.0,24 years 177 days,Italy,150.0
2019/20,362697.0,Pedro Neto,Pedro,Lomba Neto,F,7.0,Left/Right Winger,n/a,n/a,29.0,24 years 167 days,Portugal,150.0
2019/20,343686.0,Yerry Mina,Yerry,Mina,D,26.0,Central Defender,n/a,n/a,29.0,29 years 335 days,Colombia,150.0
2019/20,342475.0,Marvelous Nakamba,Marvelous,Nakamba,M,13.0,Defensive Midfielder,n/a,n/a,29.0,30 years 217 days,Zimbabwe,150.0
2019/20,345071.0,Fred,Frederico,Rodrigues de Paula Santos,M,35.0,Centre Central Midfielder,n/a,n/a,29.0,31 years 171 days,Brazil,150.0
2019/20,348051.0,Davinson Sánchez,Davinson,Sánchez,D,6.0,Centre Central Defender,n/a,n/a,29.0,28 years 72 days,Colombia,150.0
2019/20,288560.0,Moussa Sissoko,Moussa,Sissoko,M,17.0,Centre/Right Central Midfielder,n/a,n/a,29.0,35 years 7 days,France,150.0
2019/20,322737.0,Lucas Torreira,Lucas,Torreira,M,34.0,Centre Defensive Midfielder,n/a,n/a,29.0,28 years 194 days,Uruguay,150.0
2019/20,337920.0,Patrick van Aanholt,Patrick,van Aanholt,D,30.0,Left Full Back,n/a,n/a,29.0,33 years 360 days,Netherlands,150.0
2019/20,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,29.0,34 years 87 days,England,150.0
2019/20,128164.0,Joel Ward,Joel,Ward,D,n/a,Defender,Crystal Palace,CRY,29.0,34 years 299 days,England,150.0
2019/20,287383.0,Joe Willock,Joe,Willock,M,28.0,Centre Attacking Midfielder,n/a,n/a,29.0,25 years 3 days,England,150.0
2019/20,129749.0,Ricardo Pereira,Ricardo Domingos,Barbosa Pereira,D,21.0,Right Full Back,Leicester City,LEI,28.0,30 years 322 days,Portugal,170.0
2019/20,281578.0,Gerard Deulofeu,Gerard,Deulofeu,F,10.0,Left Winger,n/a,n/a,28.0,30 years 163 days,Spain,170.0
2019/20,320599.0,Kiko Femenía,Kiko,Femenía,D,17.0,Right Wing Back,Watford,WAT,28.0,33 years 203 days,Spain,170.0
2019/20,346116.0,Ryan Fraser,Ryan,Fraser,M,26.0,Left/Right Winger,n/a,n/a,28.0,30 years 181 days,Scotland,170.0
2019/20,41538.0,Joe Gomez,Joe,Gomez,D,2.0,Left/Centre/Right Central Defender,Liverpool,LIV,28.0,27 years 92 days,England,170.0
2019/20,343257.0,Jamal Lewis,Jamal,Lewis,D,6.0,Left Full Back,n/a,n/a,28.0,26 years 211 days,Northern Ireland,170.0
2019/20,315209.0,Giovani Lo Celso,Giovani,Lo Celso,M,17.0,Centre Attacking Midfielder,n/a,n/a,28.0,28 years 136 days,Argentina,170.0
2019/20,35190.0,Alex McCarthy,Alex,McCarthy,G,13.0,Goalkeeper,Southampton,SOU,28.0,34 years 264 days,England,170.0
2019/20,135200.0,John McGinn,John,McGinn,M,7.0,Centre Central Midfielder,Aston Villa,AVL,28.0,29 years 310 days,Scotland,170.0
2019/20,340871.0,David McGoldrick,David,McGoldrick,F,17.0,Centre Striker,Sheffield United,SHU,28.0,36 years 268 days,Ireland,170.0
2019/20,346867.0,Divock Origi,Divock,Origi,F,27.0,Centre Striker,n/a,n/a,28.0,29 years 127 days,Belgium,170.0
2019/20,281575.0,Roberto Pereyra,Roberto,Pereyra,M,37.0,Centre Attacking Midfielder,n/a,n/a,28.0,33 years 229 days,Argentina,170.0
2019/20,362159.0,Ismaïla Sarr,Ismaïla,Sarr,F,7.0,Right Winger,n/a,n/a,28.0,26 years 180 days,Senegal,170.0
2019/20,23381.0,Jack Stephens,Jack,Stephens,D,n/a,Defender,n/a,n/a,28.0,30 years 209 days,England,170.0
2019/20,363001.0,Matt Targett,Matt,Targett,D,n/a,Left Full Back,n/a,n/a,28.0,28 years 340 days,England,170.0
2019/20,347736.0,Fabinho,Fábio Henrique,Tavares,M,8.0,Centre Defensive Midfielder,n/a,n/a,28.0,30 years 305 days,Brazil,170.0
2019/20,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,n/a,n/a,28.0,29 years 301 days,France,170.0
2019/20,347003.0,Bernard,Bernard Anício,Caldeira Duarte,M,10.0,Midfielder,n/a,n/a,27.0,31 years 350 days,Brazil,187.0
2019/20,325151.0,Ben Chilwell,Ben,Chilwell,D,21.0,Left Full Back,n/a,n/a,27.0,27 years 246 days,England,187.0
2019/20,94007.0,Séamus Coleman,Séamus,Coleman,D,n/a,Right Full Back,Everton,EVE,27.0,35 years 317 days,Ireland,187.0
2019/20,294324.0,Lewis Cook,Lewis,Cook,M,n/a,Midfielder,Bournemouth,BOU,27.0,27 years 202 days,England,187.0
2019/20,345118.0,Troy Deeney,Troy,Deeney,F,14.0,Centre Striker,n/a,n/a,27.0,36 years 55 days,England,187.0
2019/20,314640.0,Ryan Fredericks,Ryan,Fredericks,D,2.0,Right Wing Back,West Ham United,WHU,27.0,31 years 318 days,England,187.0
2019/20,357711.0,Mason Holgate,Mason,Holgate,D,5.0,Defender,n/a,n/a,27.0,27 years 306 days,England,187.0
2019/20,359214.0,Conor Hourihane,Conor,Hourihane,M,14.0,Centre Central Midfielder,n/a,n/a,27.0,33 years 203 days,Ireland,187.0
2019/20,30562.0,Christian Kabasele,Christian,Kabasele,D,27.0,Centre Central Defender,n/a,n/a,27.0,33 years 181 days,Belgium,187.0
2019/20,43231.0,Scott McTominay,Scott,McTominay,M,39.0,Centre Attacking Midfielder,Manchester United,MUN,27.0,27 years 259 days,Scotland,187.0
2019/20,194439.0,Martín Montoya,Martín,Montoya,D,2.0,Right Full Back,n/a,n/a,27.0,33 years 131 days,Spain,187.0
2019/20,318804.0,Dennis Praet,Dennis,Praet,M,22.0,Centre Central Midfielder,n/a,n/a,27.0,30 years 101 days,Belgium,187.0
2019/20,361032.0,Diego Rico,Diego,Rico,D,16.0,Left Full Back,n/a,n/a,27.0,31 years 182 days,Spain,187.0
2019/20,189086.0,David Silva,David,Silva,M,21.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,27.0,38 years 228 days,Spain,187.0
2019/20,300661.0,Onel Hernández,Onel,Hernández,M,25.0,Left/Right Winger,n/a,n/a,26.0,31 years 204 days,Cuba,201.0
