Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Dispossessed,Age,Nationality,Rank
2022/23,336892.0,Craig Dawson,Craig,Dawson,D,15.0,Centre Central Defender,Wolverhampton Wanderers,WOL,6.0,34 years 109 days,England,293.0
2022/23,361163.0,Flynn Downes,Flynn,Downes,M,4.0,Midfielder,n/a,n/a,6.0,25 years 216 days,England,293.0
2022/23,325335.0,Wesley Fofana,Wesley,Fofana,D,29.0,Centre Central Defender,Chelsea,CHE,6.0,23 years 250 days,France,293.0
2022/23,300156.0,James Justin,James,Justin,D,n/a,Defender,Leicester City,LEI,6.0,26 years 182 days,England,293.0
2022/23,359784.0,Thilo Kehrer,Thilo,Kehrer,D,5.0,Centre/Right Central Defender,n/a,n/a,6.0,27 years 337 days,Germany,293.0
2022/23,7748.0,Luka Milivojevic,Luka,Milivojevic,M,4.0,Centre Central Midfielder,n/a,n/a,6.0,33 years 138 days,Serbia,293.0
2022/23,289352.0,William Saliba,William,Saliba,D,2.0,Central Defender,Arsenal,ARS,6.0,23 years 152 days,France,293.0
2022/23,337402.0,Antoine Semenyo,Antoine,Semenyo,F,24.0,Centre Striker,Bournemouth,BOU,6.0,24 years 229 days,Ghana,293.0
2022/23,363001.0,Matt Targett,Matt,Targett,D,n/a,Left Full Back,Newcastle United,NEW,6.0,28 years 340 days,England,293.0
2022/23,345041.0,Harry Toffolo,Harry,Toffolo,D,n/a,Defender,Nottingham Forest,NFO,6.0,29 years 4 days,England,293.0
2022/23,343744.0,Matías Viña,Matías,Viña,D,17.0,Left Full Back,n/a,n/a,6.0,26 years 288 days,Uruguay,293.0
2022/23,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,6.0,34 years 87 days,England,293.0
2022/23,341459.0,César Azpilicueta,César,Azpilicueta,D,3.0,Right Full Back,n/a,n/a,5.0,34 years 361 days,Spain,311.0
2022/23,337770.0,Chem Campbell,Chem,Campbell,M,11.0,Centre Attacking Midfielder,n/a,n/a,5.0,21 years 237 days,Wales,311.0
2022/23,325150.0,Trevoh Chalobah,Trevoh,Chalobah,D,14.0,Centre Central Defender,Chelsea,CHE,5.0,25 years 49 days,England,311.0
2022/23,322418.0,Maxwel Cornet,Maxwel,Cornet,F,22.0,Winger,West Ham United,WHU,5.0,27 years 331 days,Cote D’Ivoire,311.0
2022/23,258769.0,Diogo Dalot,José Diogo,Dalot Teixeira,D,5.0,Right Full Back,Manchester United,MUN,5.0,25 years 158 days,Portugal,311.0
2022/23,14111.0,Ben Davies,Ben,Davies,D,33.0,Left Full Back,Tottenham Hotspur,TOT,5.0,31 years 121 days,Wales,311.0
2022/23,342002.0,Siriki Dembélé,Siriki,Dembélé,M,17.0,Left Winger,n/a,n/a,5.0,27 years 351 days,Scotland,311.0
2022/23,356422.0,Leander Dendoncker,Leander,Dendoncker,M,32.0,Centre Central Midfielder,Aston Villa,AVL,5.0,29 years 130 days,Belgium,311.0
2022/23,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,5.0,32 years 276 days,England,311.0
2022/23,325441.0,Wout Faes,Wout,Faes,D,3.0,Central Defender,Leicester City,LEI,5.0,26 years 142 days,Belgium,311.0
2022/23,325644.0,Billy Gilmour,Billy,Gilmour,M,11.0,Central Midfielder,Brighton & Hove Albion,BHA,5.0,23 years 73 days,Scotland,311.0
2022/23,337528.0,João Gomes,João Victor,Gomes da Silva,M,8.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,5.0,23 years 193 days,Brazil,311.0
2022/23,41538.0,Joe Gomez,Joe,Gomez,D,2.0,Left/Centre/Right Central Defender,Liverpool,LIV,5.0,27 years 92 days,England,311.0
2022/23,347737.0,N'Golo Kanté,N'Golo,Kanté,M,7.0,Centre Central Midfielder,n/a,n/a,5.0,33 years 147 days,France,311.0
2022/23,160422.0,Ezri Konsa,Ezri,Konsa,D,4.0,Centre Central Defender,Aston Villa,AVL,5.0,26 years 305 days,England,311.0
2022/23,361462.0,Rasmus Kristensen,Rasmus,Kristensen,D,13.0,Right Full Back,Leeds United,LEE,5.0,27 years 43 days,Denmark,311.0
2022/23,278143.0,Enock Mwepu,Enock,Mwepu,M,8.0,Left/Centre/Right Attacking Midfielder,Brighton & Hove Albion,BHA,5.0,26 years 235 days,Zambia,311.0
2022/23,19300.0,Tim Ream,Tim,Ream,D,13.0,Left/Centre Central Defender,n/a,n/a,5.0,36 years 323 days,United States,311.0
2022/23,340986.0,Lucas Moura,Lucas,Rodrigues Moura da Silva,F,n/a,Winger,n/a,n/a,5.0,32 years 10 days,Brazil,311.0
2022/23,342994.0,Marcel Sabitzer,Marcel,Sabitzer,M,20.0,Central Midfielder,n/a,n/a,5.0,30 years 159 days,Austria,311.0
2022/23,314846.0,James Tarkowski,James,Tarkowski,D,6.0,Centre Central Defender,Everton,EVE,5.0,31 years 278 days,England,311.0
2022/23,336893.0,Adam Webster,Adam,Webster,D,4.0,Defender,Brighton & Hove Albion,BHA,5.0,29 years 232 days,England,311.0
2022/23,341954.0,Ashley Young,Ashley,Young,D,18.0,Defender,n/a,n/a,5.0,39 years 45 days,England,311.0
2022/23,359177.0,Tosin Adarabioyo,Tosin,Adarabioyo,D,4.0,Centre Central Defender,n/a,n/a,4.0,26 years 334 days,England,334.0
2022/23,342774.0,Daniel Amartey,Daniel,Amartey,D,12.0,Centre Central Defender,n/a,n/a,4.0,29 years 246 days,Ghana,334.0
2022/23,345706.0,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,F,10.0,Striker,n/a,n/a,4.0,35 years 66 days,Gabon,334.0
2022/23,353926.0,André Ayew,André,Ayew,F,28.0,Forward,n/a,n/a,4.0,34 years 250 days,Ghana,334.0
2022/23,356534.0,David Brooks,David,Brooks,M,36.0,Left/Centre/Right Attacking Midfielder,Bournemouth,BOU,4.0,27 years 46 days,Wales,334.0
2022/23,323026.0,Levi Colwill,Levi,Colwill,D,n/a,Centre Central Defender,Chelsea,CHE,4.0,21 years 179 days,England,334.0
2022/23,345098.0,Tom Davies,Tom,Davies,M,22.0,Midfielder,n/a,n/a,4.0,26 years 54 days,England,334.0
2022/23,360753.0,Felipe,Felipe Augusto,de Almeida Monteiro,D,n/a,Centre Central Defender,n/a,n/a,4.0,35 years 99 days,Brazil,334.0
2022/23,257590.0,Rúben Dias,Rúben,dos Santos Gato Alves Dias,D,3.0,Centre Central Defender,Manchester City,MCI,4.0,27 years 101 days,Portugal,334.0
2022/23,202648.0,Gabriel Magalhães,Gabriel,dos Santos Magalhães,D,6.0,Centre Central Defender,Arsenal,ARS,4.0,26 years 248 days,Brazil,334.0
2022/23,359178.0,Lloyd Kelly,Lloyd,Kelly,D,25.0,Central Defender,n/a,n/a,4.0,25 years 322 days,England,334.0
2022/23,279619.0,Ibrahima Konaté,Ibrahima,Konaté,D,5.0,Centre Central Defender,Liverpool,LIV,4.0,25 years 90 days,France,334.0
2022/23,360737.0,Joe Rothwell,Joe,Rothwell,M,8.0,Central Midfielder,n/a,n/a,4.0,29 years 225 days,England,334.0
2022/23,322422.0,Marcos Senesi,Marcos,Senesi,D,25.0,Centre Central Defender,Bournemouth,BOU,4.0,27 years 105 days,Argentina,334.0
2022/23,357917.0,Jonjo Shelvey,Jonjo,Shelvey,M,6.0,Central Midfielder,Newcastle United,NEW,4.0,32 years 178 days,England,334.0
2022/23,349711.0,Lyanco,Lyanco Evangelista,Silveira Neves Vojnovic,D,n/a,Centre Central Defender,n/a,n/a,4.0,27 years 204 days,Brazil,334.0
2022/23,10050.0,Adam Smith,Adam,Smith,D,15.0,Right Full Back,Bournemouth,BOU,4.0,33 years 116 days,England,334.0
2022/23,362162.0,Emile Smith Rowe,Emile,Smith Rowe,M,32.0,Centre Attacking Midfielder,n/a,n/a,4.0,24 years 26 days,England,334.0
2022/23,340757.0,Jack Stacey,Jack,Stacey,D,3.0,Right Wing Back,n/a,n/a,4.0,28 years 139 days,England,334.0
2022/23,31291.0,John Stones,John,Stones,D,5.0,Centre Central Defender,Manchester City,MCI,4.0,30 years 87 days,England,334.0
2022/23,302967.0,Sam Surridge,Sam,Surridge,F,16.0,Centre Striker,n/a,n/a,4.0,26 years 26 days,England,334.0
2022/23,322292.0,Takehiro Tomiyasu,Takehiro,Tomiyasu,D,n/a,Defender,Arsenal,ARS,4.0,25 years 292 days,Japan,334.0
2022/23,363206.0,Joe Worrall,Joe,Worrall,D,n/a,Centre Central Defender,n/a,n/a,4.0,27 years 226 days,England,334.0
2022/23,325430.0,Manuel Akanji,Manuel,Akanji,D,25.0,Centre Central Defender,Manchester City,MCI,3.0,29 years 35 days,Switzerland,357.0
2022/23,363213.0,Joachim Andersen,Joachim,Andersen,D,5.0,Centre Central Defender,n/a,n/a,3.0,28 years 84 days,Denmark,357.0
2022/23,362951.0,Cameron Archer,Cameron,Archer,F,19.0,Forward,n/a,n/a,3.0,22 years 258 days,England,357.0
2022/23,335884.0,Benoît Badiashile,Benoît,Badiashile,D,5.0,Centre Central Defender,Chelsea,CHE,3.0,23 years 150 days,France,357.0
2022/23,129749.0,Ricardo Pereira,Ricardo Domingos,Barbosa Pereira,D,21.0,Right Full Back,Leicester City,LEI,3.0,30 years 322 days,Portugal,357.0
2022/23,321940.0,Carney Chukwuemeka,Carney,Chukwuemeka,M,17.0,Centre Central Midfielder,Chelsea,CHE,3.0,20 years 308 days,England,357.0
2022/23,27098.0,Nathaniel Clyne,Nathaniel,Clyne,D,17.0,Right Full Back,Crystal Palace,CRY,3.0,33 years 140 days,England,357.0
2022/23,358596.0,Arnaut Danjuma,Arnaut,Danjuma,F,n/a,Forward,n/a,n/a,3.0,27 years 205 days,Netherlands,357.0
2022/23,359602.0,Eric Dier,Eric,Dier,D,15.0,Centre Central Defender,n/a,n/a,3.0,30 years 221 days,England,357.0
2022/23,294007.0,Matt Doherty,Matt,Doherty,D,2.0,Right Full Back,n/a,n/a,3.0,32 years 220 days,Ireland,357.0
2022/23,336621.0,Cristiano Ronaldo,Cristiano Ronaldo,dos Santos Aveiro,F,7.0,Centre Striker,n/a,n/a,3.0,39 years 200 days,Portugal,357.0
2022/23,337015.0,Jhon Durán,Jhon,Durán,F,9.0,Striker,Aston Villa,AVL,3.0,20 years 254 days,Colombia,357.0
2022/23,355602.0,David Datro Fofana,David Datro,Fofana,F,23.0,Forward,Chelsea,CHE,3.0,21 years 245 days,Cote D’Ivoire,357.0
2022/23,314640.0,Ryan Fredericks,Ryan,Fredericks,D,2.0,Right Wing Back,West Ham United,WHU,3.0,31 years 318 days,England,357.0
2022/23,338756.0,James Garner,James,Garner,M,n/a,Centre Central Midfielder,Everton,EVE,3.0,23 years 163 days,England,357.0
2022/23,361997.0,Bryan Gil,Bryan,Gil,F,20.0,Left Winger,n/a,n/a,3.0,23 years 194 days,Spain,357.0
2022/23,359359.0,Ben Godfrey,Ben,Godfrey,D,5.0,Centre Central Defender,n/a,n/a,3.0,26 years 221 days,England,357.0
2022/23,300707.0,Toti Gomes,Tote António,Gomes,D,24.0,Centre Central Defender,Wolverhampton Wanderers,WOL,3.0,25 years 220 days,Portugal,357.0
2022/23,360742.0,Sergio Gómez,Sergio,Gómez,D,17.0,Attacking Midfielder,n/a,n/a,3.0,23 years 354 days,Spain,357.0
2022/23,330725.0,Mateo Joseph,Mateo,Joseph,F,19.0,Centre Striker,Leeds United,LEE,3.0,20 years 309 days,Spain,357.0
2022/23,348087.0,Manuel Lanzini,Manuel,Lanzini,M,10.0,Attacking Midfielder,n/a,n/a,3.0,31 years 190 days,Argentina,357.0
2022/23,52229.0,James McArthur,James,McArthur,M,n/a,Central Midfielder,n/a,n/a,3.0,36 years 321 days,Scotland,357.0
2022/23,153012.0,Chris Mepham,Chris,Mepham,D,6.0,Centre Central Defender,Bournemouth,BOU,3.0,26 years 292 days,Wales,357.0
2022/23,322089.0,Angelo Ogbonna,Angelo,Ogbonna,D,n/a,Central Defender,n/a,n/a,3.0,36 years 92 days,Italy,357.0
2022/23,340569.0,Boubacar Traoré,Boubacar,Traoré,M,6.0,Centre Central Midfielder,n/a,n/a,3.0,23 years 3 days,Mali,357.0
2022/23,359207.0,Yan Valery,Yan,Valery,D,27.0,Defender,n/a,n/a,3.0,25 years 183 days,Tunisia,357.0
2022/23,337842.0,Marc Albrighton,Marc,Albrighton,M,22.0,Left/Right Winger,n/a,n/a,2.0,34 years 279 days,England,383.0
2022/23,337933.0,Cédric Soares,Cédric Ricardo,Alves Soares,D,12.0,Right Full Back,n/a,n/a,2.0,32 years 358 days,Portugal,383.0
2022/23,313931.0,Sven Botman,Sven,Botman,D,4.0,Central Defender,Newcastle United,NEW,2.0,24 years 224 days,Netherlands,383.0
2022/23,337389.0,James Bree,James,Bree,D,14.0,Right Full Back,Southampton,SOU,2.0,26 years 256 days,England,383.0
2022/23,362646.0,Facundo Buonanotte,Facundo,Buonanotte,M,40.0,Centre Attacking Midfielder,n/a,n/a,2.0,19 years 244 days,Argentina,383.0
2022/23,360566.0,Duje Caleta-Car,Duje,Caleta-Car,D,55.0,Defender,n/a,n/a,2.0,27 years 341 days,Croatia,383.0
2022/23,340930.0,Conor Coady,Conor,Coady,D,4.0,Centre Central Defender,n/a,n/a,2.0,31 years 180 days,England,383.0
2022/23,344449.0,Steve Cook,Steve,Cook,D,5.0,Central Defender,n/a,n/a,2.0,33 years 126 days,England,383.0
2022/23,356761.0,Joe Hodge,Joe,Hodge,M,16.0,Defensive Midfielder,n/a,n/a,2.0,21 years 344 days,Ireland,383.0
2022/23,48260.0,Michael Keane,Michael,Keane,D,5.0,Centre Central Defender,Everton,EVE,2.0,31 years 225 days,England,383.0
2022/23,354647.0,Kalidou Koulibaly,Kalidou,Koulibaly,D,3.0,Centre Central Defender,n/a,n/a,2.0,33 years 64 days,Senegal,383.0
2022/23,345135.0,Tariq Lamptey,Tariq,Lamptey,D,n/a,Defender,Brighton & Hove Albion,BHA,2.0,23 years 328 days,Ghana,383.0
2022/23,325661.0,Juan Larios,Juan,Larios,D,28.0,Left Full Back,Southampton,SOU,2.0,20 years 224 days,Spain,383.0
2022/23,44159.0,Victor Lindelöf,Victor,Lindelöf,D,n/a,Centre Central Defender,Manchester United,MUN,2.0,30 years 37 days,Sweden,383.0
2022/23,348065.0,Kevin Mbabu,Kevin,Mbabu,D,43.0,Left Full Back,n/a,n/a,2.0,29 years 126 days,Switzerland,383.0
2022/23,362576.0,Scott McKenna,Scott,McKenna,D,15.0,Centre Central Defender,n/a,n/a,2.0,27 years 285 days,Scotland,383.0
2022/23,319809.0,Ben Mee,Ben,Mee,D,16.0,Centre Central Defender,Brentford,BRE,2.0,34 years 337 days,England,383.0
2022/23,360614.0,Divin Mubama,Divin,Mubama,F,45.0,Centre Striker,n/a,n/a,2.0,19 years 303 days,England,383.0
2022/23,320542.0,Chris Richards,Chris,Richards,D,26.0,Centre Central Defender,Crystal Palace,CRY,2.0,24 years 148 days,United States,383.0
2022/23,348051.0,Davinson Sánchez,Davinson,Sánchez,D,6.0,Centre Central Defender,n/a,n/a,2.0,28 years 72 days,Colombia,383.0
2022/23,314125.0,Pape Sarr,Pape,Sarr,M,29.0,Centre Central Midfielder,Tottenham Hotspur,TOT,2.0,21 years 344 days,Senegal,383.0
2022/23,341534.0,Ellis Simms,Ellis,Simms,F,9.0,Centre Striker,n/a,n/a,2.0,23 years 231 days,England,383.0
2022/23,346424.0,Djed Spence,Djed,Spence,D,39.0,Right Full Back,Tottenham Hotspur,TOT,2.0,24 years 14 days,England,383.0
2022/23,345868.0,Jay Stansfield,Jay,Stansfield,F,28.0,Centre Striker,Fulham,FUL,2.0,21 years 273 days,England,383.0
2022/23,23381.0,Jack Stephens,Jack,Stephens,D,n/a,Defender,n/a,n/a,2.0,30 years 209 days,England,383.0
2022/23,360741.0,Donny van de Beek,Donny,van de Beek,M,6.0,Centre Central Midfielder,n/a,n/a,2.0,27 years 127 days,Netherlands,383.0
2022/23,335842.0,Max Wöber,Max,Wöber,D,39.0,Central Defender,Leeds United,LEE,2.0,26 years 201 days,Austria,383.0
2022/23,337834.0,Illia Zabarnyi,Illia,Zabarnyi,D,27.0,Central Defender,Bournemouth,BOU,2.0,21 years 357 days,Ukraine,383.0
2022/23,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,West Ham United,WHU,2.0,29 years 301 days,France,383.0
2022/23,351454.0,Naouirou Ahamada,Naouirou,Ahamada,M,n/a,Midfielder,Crystal Palace,CRY,1.0,22 years 147 days,France,412.0
2022/23,327670.0,Dele Alli,Dele,Alli,M,11.0,Centre Attacking Midfielder,n/a,n/a,1.0,28 years 134 days,England,412.0
2022/23,362916.0,Dom Ballard,Dom,Ballard,F,19.0,Striker,n/a,n/a,1.0,19 years 144 days,England,412.0
2022/23,30517.0,Jan Bednarek,Jan,Bednarek,D,35.0,Centre Central Defender,Southampton,SOU,1.0,28 years 133 days,Poland,412.0
2022/23,360825.0,Nathaniel Chalobah,Nathaniel,Chalobah,D,n/a,Defender,n/a,n/a,1.0,29 years 255 days,England,412.0
2022/23,360824.0,Calum Chambers,Calum,Chambers,D,12.0,Defender,n/a,n/a,1.0,29 years 216 days,England,412.0
2022/23,341955.0,Shea Charles,Shea,Charles,M,24.0,Centre Defensive Midfielder,n/a,n/a,1.0,20 years 292 days,Northern Ireland,412.0
2022/23,343406.0,Jack Colback,Jack,Colback,M,4.0,Centre Central Midfielder,n/a,n/a,1.0,34 years 304 days,England,412.0
2022/23,14742.0,Liam Cooper,Liam,Cooper,D,6.0,Centre Central Defender,Leeds United,LEE,1.0,32 years 359 days,Scotland,412.0
2022/23,358010.0,Halil Dervisoglu,Halil,Dervisoglu,F,11.0,Centre Striker,n/a,n/a,1.0,24 years 259 days,Turkey,412.0
2022/23,322882.0,Issa Diop,Issa,Diop,D,31.0,Centre Central Defender,Fulham,FUL,1.0,27 years 227 days,France,412.0
2022/23,362971.0,Kamari Doyle,Kamari,Doyle,M,20.0,Midfielder,n/a,n/a,1.0,19 years 22 days,England,412.0
2022/23,361507.0,Cody Drameh,Cody,Drameh,D,23.0,Right Full Back,Leeds United,LEE,1.0,22 years 259 days,England,412.0
2022/23,196369.0,Thiago Silva,Thiago,Emiliano da Silva,D,6.0,Centre Central Defender,n/a,n/a,1.0,39 years 336 days,Brazil,412.0
2022/23,346116.0,Ryan Fraser,Ryan,Fraser,M,26.0,Left/Right Winger,Newcastle United,NEW,1.0,30 years 181 days,Scotland,412.0
2022/23,346146.0,Saman Ghoddos,Saman,Ghoddos,F,14.0,Centre Striker,n/a,n/a,1.0,30 years 352 days,Iran,412.0
2022/23,362474.0,Luke Harris,Luke,Harris,M,26.0,Centre Attacking Midfielder,n/a,n/a,1.0,19 years 172 days,Wales,412.0
2022/23,359410.0,Omari Hutchinson,Omari,Hutchinson,F,20.0,Right Winger,n/a,n/a,1.0,20 years 298 days,Jamaica,412.0
2022/23,160320.0,Pontus Jansson,Pontus,Jansson,D,18.0,Centre Central Defender,n/a,n/a,1.0,33 years 192 days,Sweden,412.0
2022/23,362873.0,Zanka,Mathias,Jørgensen,D,13.0,Centre Central Defender,n/a,n/a,1.0,34 years 122 days,Denmark,412.0
2022/23,336297.0,Mateusz Klich,Mateusz,Klich,M,43.0,Centre Central Midfielder,n/a,n/a,1.0,34 years 71 days,Poland,412.0
2022/23,360556.0,Robin Koch,Robin,Koch,D,4.0,Central Defender,Leeds United,LEE,1.0,28 years 37 days,Germany,412.0
2022/23,325466.0,Layvin Kurzawa,Layvin,Kurzawa,D,3.0,Left Full Back,n/a,n/a,1.0,31 years 354 days,France,412.0
2022/23,360652.0,Diego Llorente,Diego,Llorente,D,3.0,Centre Central Defender,Leeds United,LEE,1.0,31 years 7 days,Spain,412.0
2022/23,337950.0,Sasa Lukic,Sasa,Lukic,M,20.0,Central Midfielder,Fulham,FUL,1.0,28 years 10 days,Serbia,412.0
2022/23,43049.0,Joël Matip,Joël,Matip,D,32.0,Centre Central Defender,n/a,n/a,1.0,33 years 15 days,Cameroon,412.0
2022/23,347827.0,Nampalys Mendy,Nampalys,Mendy,M,26.0,Centre Defensive Midfielder,n/a,n/a,1.0,32 years 61 days,Senegal,412.0
2022/23,186584.0,Illan Meslier,Illan,Meslier,G,1.0,Goalkeeper,Leeds United,LEE,1.0,24 years 174 days,France,412.0
2022/23,360568.0,Moussa Niakhaté,Moussa,Niakhaté,D,19.0,Central Defender,n/a,n/a,1.0,28 years 168 days,Senegal,412.0
2022/23,337813.0,Josh Onomah,Josh,Onomah,M,17.0,Centre Central Midfielder,n/a,n/a,1.0,27 years 118 days,England,412.0
2022/23,356579.0,Facundo Pellistri,Facundo,Pellistri,M,19.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,22 years 247 days,Uruguay,412.0
2022/23,362854.0,Kalvin Phillips,Kalvin,Phillips,M,8.0,Centre Defensive Midfielder,n/a,n/a,1.0,28 years 265 days,England,412.0
2022/23,46085.0,Jordan Pickford,Jordan,Pickford,G,n/a,Goalkeeper,Everton,EVE,1.0,30 years 169 days,England,412.0
2022/23,355591.0,Salomón Rondón,Salomón,Rondón,F,23.0,Forward,n/a,n/a,1.0,34 years 342 days,Venezuela,412.0
2022/23,342494.0,Rúben Vinagre,Rúben Gonçalo,Silva Nascimento Vinagre,D,3.0,Left Full Back,n/a,n/a,1.0,25 years 136 days,Portugal,412.0
2022/23,14289.0,Junior Stanislas,Junior,Stanislas,M,19.0,Left/Right Winger,n/a,n/a,1.0,34 years 271 days,England,412.0
2022/23,360721.0,Japhet Tanganga,Japhet,Tanganga,D,6.0,Defender,n/a,n/a,1.0,25 years 145 days,England,412.0
2022/23,51519.0,James Tomkins,James,Tomkins,D,5.0,Defender,n/a,n/a,1.0,35 years 147 days,England,412.0
2022/23,287525.0,Raphaël Varane,Raphaël,Varane,D,19.0,Centre Central Defender,n/a,n/a,1.0,31 years 120 days,France,412.0
2022/23,312832.0,Gavin Bazunu,Gavin,Bazunu,G,31.0,Goalkeeper,Southampton,SOU,0.0,22 years 185 days,Ireland,451.0
2022/23,328319.0,Ben Doak,Ben,Doak,F,50.0,Right Winger,Liverpool,LIV,0.0,18 years 286 days,Scotland,451.0
2022/23,346990.0,Gustavo Scarpa,Gustavo Henrique,Furtado Scarpa,M,10.0,Attacking Midfielder,n/a,n/a,0.0,30 years 231 days,Brazil,451.0
2022/23,345855.0,Aymeric Laporte,Aymeric,Laporte,D,27.0,Centre Central Defender,n/a,n/a,0.0,30 years 88 days,Spain,451.0
2022/23,161345.0,Harry Maguire,Harry,Maguire,D,5.0,Centre Central Defender,Manchester United,MUN,0.0,31 years 171 days,England,451.0
2022/23,281359.0,José Sá,José Pedro,Malheiro de Sá,G,1.0,Goalkeeper,Wolverhampton Wanderers,WOL,0.0,31 years 219 days,Portugal,451.0
2022/23,252275.0,Emiliano Martínez,Emiliano,Martínez,G,23.0,Goalkeeper,Aston Villa,AVL,0.0,31 years 356 days,Argentina,451.0
2022/23,322361.0,Neto,Norberto,Murara Neto,G,1.0,Goalkeeper,Bournemouth,BOU,0.0,35 years 35 days,Brazil,451.0
2022/23,313738.0,Nick Pope,Nick,Pope,G,22.0,Goalkeeper,Newcastle United,NEW,0.0,32 years 126 days,England,451.0
2022/23,362467.0,Harry Souttar,Harry,Souttar,D,6.0,Centre Central Defender,n/a,n/a,0.0,25 years 306 days,Australia,451.0
2021/22,342776.0,Wilfried Zaha,Wilfried,Zaha,F,14.0,Left/Centre/Right Winger,n/a,n/a,110.0,31 years 287 days,Cote D’Ivoire,1.0
2021/22,361056.0,Allan Saint-Maximin,Allan,Saint-Maximin,F,97.0,Left Winger,n/a,n/a,90.0,27 years 164 days,France,2.0
2021/22,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,81.0,32 years 69 days,Egypt,3.0
2021/22,160688.0,Jordan Ayew,Jordan,Ayew,F,9.0,Centre Striker,Crystal Palace,CRY,77.0,32 years 347 days,Ghana,4.0
2021/22,336745.0,Leandro Trossard,Leandro,Trossard,F,19.0,Forward,Brighton & Hove Albion,BHA,73.0,29 years 263 days,Belgium,5.0
2021/22,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,72.0,34 years 148 days,Jamaica,6.0
2021/22,349224.0,Jack Harrison,Jack,Harrison,M,7.0,Midfielder,Leeds United,LEE,66.0,27 years 277 days,England,7.0
2021/22,356259.0,Emmanuel Dennis,Emmanuel,Dennis,F,25.0,Centre Striker,Watford,WAT,63.0,26 years 282 days,Nigeria,8.0
2021/22,344721.0,Harry Kane,Harry,Kane,F,9.0,Striker,n/a,n/a,61.0,31 years 26 days,England,9.0
2021/22,160671.0,Joelinton,Joelinton Cássio,Apolinário de Lira,F,7.0,Centre Striker,Newcastle United,NEW,60.0,28 years 9 days,Brazil,10.0
2021/22,343482.0,Sadio Mané,Sadio,Mané,F,10.0,Left/Right Second Striker,n/a,n/a,59.0,32 years 135 days,Senegal,11.0
2021/22,340425.0,João Pedro,João Pedro,Junqueira de Jesus,F,9.0,Centre Striker,Watford,WAT,58.0,22 years 332 days,Brazil,12.0
2021/22,343093.0,Raúl Jiménez,Raúl,Jiménez,F,7.0,Striker,n/a,n/a,57.0,33 years 110 days,Mexico,13.0
2021/22,161347.0,Bryan Mbeumo,Bryan,Mbeumo,M,19.0,Left Winger,Brentford,BRE,57.0,25 years 16 days,Cameroon,13.0
2021/22,314636.0,Richarlison,Richarlison,de Andrade,F,9.0,Left/Centre/Right Second Striker,n/a,n/a,54.0,27 years 105 days,Brazil,15.0
2021/22,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,n/a,n/a,54.0,29 years 259 days,England,15.0
2021/22,288560.0,Moussa Sissoko,Moussa,Sissoko,M,17.0,Centre/Right Central Midfielder,Watford,WAT,53.0,35 years 7 days,France,17.0
