Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Dispossessed,Age,Nationality,Rank
2022/23,359151.0,Luis Sinisterra,Luis,Sinisterra,F,17.0,Right Winger,n/a,n/a,23.0,25 years 67 days,Colombia,108.0
2022/23,259569.0,Danny Welbeck,Danny,Welbeck,F,18.0,Centre Striker,Brighton & Hove Albion,BHA,23.0,33 years 271 days,England,108.0
2022/23,255615.0,Thiago Alcântara,Thiago,Alcântara,M,6.0,Centre Central Midfielder,n/a,n/a,22.0,33 years 134 days,Spain,116.0
2022/23,316201.0,Joe Aribo,Joe,Aribo,M,7.0,Central Midfielder,Southampton,SOU,22.0,28 years 33 days,Nigeria,116.0
2022/23,286397.0,Adam Armstrong,Adam,Armstrong,F,9.0,Centre Striker,Southampton,SOU,22.0,27 years 195 days,England,116.0
2022/23,346824.0,Boubakary Soumaré,Boubakary,Soumaré,M,24.0,Centre Central Midfielder,Leicester City,LEI,22.0,25 years 178 days,France,116.0
2022/23,345007.0,James Ward-Prowse,James,Ward-Prowse,M,8.0,Central Midfielder,n/a,n/a,22.0,29 years 296 days,England,116.0
2022/23,30533.0,Trent Alexander-Arnold,Trent,Alexander-Arnold,D,n/a,Right Full Back,Liverpool,LIV,21.0,25 years 321 days,England,121.0
2022/23,297850.0,Patrick Bamford,Patrick,Bamford,F,n/a,Centre Striker,Leeds United,LEE,21.0,30 years 353 days,England,121.0
2022/23,19302.0,Tom Cairney,Tom,Cairney,M,10.0,Left/Centre/Right Attacking Midfielder,Fulham,FUL,21.0,33 years 216 days,Scotland,121.0
2022/23,258090.0,Vladimír Coufal,Vladimír,Coufal,D,5.0,Right Full Back,West Ham United,WHU,21.0,32 years 1 day,Czech Republic,121.0
2022/23,316524.0,Cheick Doucouré,Cheick,Doucouré,M,28.0,Centre Defensive Midfielder,Crystal Palace,CRY,20.0,24 years 228 days,Mali,125.0
2022/23,312805.0,Julio Enciso,Julio,Enciso,M,10.0,Left/Centre Attacking Midfielder,Brighton & Hove Albion,BHA,20.0,20 years 213 days,Paraguay,125.0
2022/23,323333.0,Evan Ferguson,Evan,Ferguson,F,28.0,Centre Striker,Brighton & Hove Albion,BHA,20.0,19 years 309 days,Ireland,125.0
2022/23,312590.0,Hwang Hee-Chan,Hee-Chan,Hwang,F,11.0,Centre Striker,Wolverhampton Wanderers,WOL,20.0,28 years 210 days,South Korea,125.0
2022/23,301809.0,Anthony Martial,Anthony,Martial,F,22.0,Left/Centre/Right Striker,n/a,n/a,20.0,28 years 262 days,France,125.0
2022/23,161996.0,Eddie Nketiah,Eddie,Nketiah,F,14.0,Centre Striker,Arsenal,ARS,20.0,25 years 85 days,England,125.0
2022/23,190129.0,Antonee Robinson,Antonee,Robinson,D,33.0,Left Full Back,Fulham,FUL,20.0,27 years 15 days,United States,125.0
2022/23,355322.0,Jadon Sancho,Jadon,Sancho,F,10.0,Left/Right Winger,Manchester United,MUN,20.0,24 years 151 days,England,125.0
2022/23,363190.0,Nélson Semedo,Nélson,Cabral Semedo,D,2.0,Right Full Back,Wolverhampton Wanderers,WOL,19.0,30 years 281 days,Portugal,133.0
2022/23,277554.0,Patson Daka,Patson,Daka,F,20.0,Centre Striker,Leicester City,LEI,19.0,25 years 319 days,Zambia,133.0
2022/23,318378.0,Christian Eriksen,Christian,Eriksen,M,14.0,Centre Attacking Midfielder,Manchester United,MUN,19.0,32 years 191 days,Denmark,133.0
2022/23,325635.0,Wilfried Gnonto,Wilfried,Gnonto,F,29.0,Attacking Midfielder,Leeds United,LEE,19.0,20 years 292 days,Italy,133.0
2022/23,160158.0,Rodri,Rodrigo,Hernández Cascante,M,16.0,Centre Central Midfielder,Manchester City,MCI,19.0,28 years 62 days,Spain,133.0
2022/23,362760.0,Emerson Royal,Emerson Aparecido,Leite de Souza Júnior,D,22.0,Right Full Back,n/a,n/a,19.0,25 years 222 days,Brazil,133.0
2022/23,43231.0,Scott McTominay,Scott,McTominay,M,39.0,Centre Attacking Midfielder,Manchester United,MUN,19.0,27 years 259 days,Scotland,133.0
2022/23,258869.0,Thomas Partey,Thomas,Partey,M,5.0,Centre Defensive Midfielder,Arsenal,ARS,19.0,31 years 71 days,Ghana,133.0
2022/23,344312.0,Gianluca Scamacca,Gianluca,Scamacca,F,9.0,Centre Striker,n/a,n/a,19.0,25 years 235 days,Italy,133.0
2022/23,255674.0,Diogo Jota,Diogo José,Teixeira da Silva,F,20.0,Left/Centre/Right Striker,Liverpool,LIV,19.0,27 years 263 days,Portugal,133.0
2022/23,345193.0,Tyler Adams,Tyler,Adams,M,18.0,Midfielder,n/a,n/a,18.0,25 years 191 days,United States,143.0
2022/23,356787.0,Sèrge Aurier,Sèrge,Aurier,D,92.0,Right Full Back,n/a,n/a,18.0,31 years 243 days,Cote D’Ivoire,143.0
2022/23,325151.0,Ben Chilwell,Ben,Chilwell,D,21.0,Left Full Back,Chelsea,CHE,18.0,27 years 246 days,England,143.0
2022/23,314636.0,Richarlison,Richarlison,de Andrade,F,9.0,Left/Centre/Right Second Striker,Tottenham Hotspur,TOT,18.0,27 years 105 days,Brazil,143.0
2022/23,362163.0,Pascal Groß,Pascal,Groß,M,13.0,Centre Central Midfielder,n/a,n/a,18.0,33 years 69 days,Germany,143.0
2022/23,263465.0,Idrissa Gueye,Idrissa,Gueye,M,27.0,Centre Defensive Midfielder,Everton,EVE,18.0,34 years 332 days,Senegal,143.0
2022/23,320183.0,Sékou Mara,Sékou,Mara,F,18.0,Centre Striker,n/a,n/a,18.0,22 years 24 days,France,143.0
2022/23,302911.0,Jean-Philippe Mateta,Jean-Philippe,Mateta,F,14.0,Centre Striker,Crystal Palace,CRY,18.0,27 years 56 days,France,143.0
2022/23,259014.0,Tomás Soucek,Tomás,Soucek,M,28.0,Centre Defensive Midfielder,West Ham United,WHU,18.0,29 years 178 days,Czech Republic,143.0
2022/23,302775.0,Rodrigo Bentancur,Rodrigo,Bentancur,M,30.0,Centre Central Midfielder,Tottenham Hotspur,TOT,17.0,27 years 59 days,Uruguay,152.0
2022/23,346392.0,Timothy Castagne,Timothy,Castagne,D,21.0,Right Full Back,n/a,n/a,17.0,28 years 262 days,Belgium,152.0
2022/23,312585.0,Philippe Coutinho,Philippe,Coutinho Correia,M,23.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,17.0,32 years 72 days,Brazil,152.0
2022/23,337833.0,Jorginho,Jorge Luiz,Frello Filho,M,20.0,Centre Central Midfielder,Arsenal,ARS,17.0,32 years 247 days,Italy,152.0
2022/23,340460.0,Jefferson Lerma,Jefferson,Lerma,M,8.0,Centre Central Midfielder,n/a,n/a,17.0,29 years 303 days,Colombia,152.0
2022/23,169744.0,Tyrick Mitchell,Tyrick,Mitchell,D,39.0,Left Full Back,Crystal Palace,CRY,17.0,24 years 357 days,England,152.0
2022/23,361427.0,Amadou Onana,Amadou,Onana,M,24.0,Centre Defensive Midfielder,n/a,n/a,17.0,23 years 7 days,Belgium,152.0
2022/23,337934.0,Kamaldeen Sulemana,Kamaldeen,Sulemana,M,20.0,Left Winger,Southampton,SOU,17.0,22 years 190 days,Ghana,152.0
2022/23,316560.0,Neco Williams,Neco,Williams,D,7.0,Right Full Back,Nottingham Forest,NFO,17.0,23 years 132 days,Wales,152.0
2022/23,294324.0,Lewis Cook,Lewis,Cook,M,n/a,Midfielder,Bournemouth,BOU,16.0,27 years 202 days,England,161.0
2022/23,346844.0,Neal Maupay,Neal,Maupay,F,7.0,Centre Striker,Everton,EVE,16.0,28 years 9 days,France,161.0
2022/23,345071.0,Fred,Frederico,Rodrigues de Paula Santos,M,35.0,Centre Central Midfielder,n/a,n/a,16.0,31 years 171 days,Brazil,161.0
2022/23,363134.0,Oliver Skipp,Oliver,Skipp,M,n/a,Centre Central Midfielder,n/a,n/a,16.0,23 years 342 days,England,161.0
2022/23,11259.0,Jamie Vardy,Jamie,Vardy,F,9.0,Centre Striker,Leicester City,LEI,16.0,37 years 225 days,England,161.0
2022/23,160842.0,Jordan Zemura,Jordan,Zemura,D,29.0,Left Full Back,n/a,n/a,16.0,24 years 283 days,Zimbabwe,161.0
2022/23,356767.0,Pablo Fornals,Pablo,Fornals,M,18.0,Attacking Midfielder,n/a,n/a,15.0,28 years 183 days,Spain,167.0
2022/23,362739.0,Fábio Carvalho,Fábio Leandro,Freitas Gouveia de Carvalho,M,14.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,15.0,21 years 359 days,Portugal,167.0
2022/23,363133.0,Álex Moreno,Álex,Moreno,D,19.0,Left Full Back,n/a,n/a,15.0,31 years 76 days,Spain,167.0
2022/23,340565.0,Youri Tielemans,Youri,Tielemans,M,8.0,Centre Central Midfielder,n/a,n/a,15.0,27 years 108 days,Belgium,167.0
2022/23,283241.0,Harry Wilson,Harry,Wilson,M,8.0,Left/Right Winger,Fulham,FUL,15.0,27 years 154 days,Wales,167.0
2022/23,134233.0,Ryan Yates,Ryan,Yates,M,22.0,Left/Centre/Right Attacking Midfielder,Nottingham Forest,NFO,15.0,26 years 276 days,England,167.0
2022/23,319999.0,Oleksandr Zinchenko,Oleksandr,Zinchenko,D,17.0,Left Full Back,Arsenal,ARS,15.0,27 years 252 days,Ukraine,167.0
2022/23,323846.0,Casemiro,Carlos Henrique,Casimiro,M,18.0,Centre Central Midfielder,Manchester United,MUN,14.0,32 years 182 days,Brazil,174.0
2022/23,346821.0,João Cancelo,João Pedro,Cavaco Cancelo,D,2.0,Right Full Back,Manchester City,MCI,14.0,30 years 88 days,Portugal,174.0
2022/23,309995.0,Alejandro Garnacho,Alejandro,Garnacho,F,17.0,Left/Right Winger,Manchester United,MUN,14.0,20 years 53 days,Argentina,174.0
2022/23,325634.0,Daniel James,Daniel,James,M,21.0,Right Winger,n/a,n/a,14.0,26 years 287 days,Wales,174.0
2022/23,52087.0,Reece James,Reece,James,D,24.0,Right Full Back,Chelsea,CHE,14.0,24 years 259 days,England,174.0
2022/23,343093.0,Raúl Jiménez,Raúl,Jiménez,F,7.0,Striker,n/a,n/a,14.0,33 years 110 days,Mexico,174.0
2022/23,312584.0,Boubacar Kamara,Boubacar,Kamara,M,44.0,Centre Defensive Midfielder,Aston Villa,AVL,14.0,24 years 274 days,France,174.0
2022/23,340458.0,James Milner,James,Milner,M,6.0,Left/Centre/Right Central Midfielder,n/a,n/a,14.0,38 years 232 days,England,174.0
2022/23,336736.0,Dango Ouattara,Dango,Ouattara,F,11.0,Forward,Bournemouth,BOU,14.0,22 years 194 days,Burkina Faso,174.0
2022/23,356049.0,Ivan Perisic,Ivan,Perisic,F,4.0,Forward,n/a,n/a,14.0,35 years 203 days,Croatia,174.0
2022/23,359382.0,Romain Perraud,Romain,Perraud,D,15.0,Left Full Back,n/a,n/a,14.0,26 years 336 days,France,174.0
2022/23,363094.0,Georginio Rutter,Georginio,Rutter,F,n/a,Centre Striker,n/a,n/a,14.0,22 years 125 days,France,174.0
2022/23,336549.0,Pablo Sarabia,Pablo,Sarabia,M,21.0,Left/Centre/Right Attacking Midfielder,Wolverhampton Wanderers,WOL,14.0,32 years 104 days,Spain,174.0
2022/23,344611.0,Tetê,Mateus,Cardoso Lemos Martins,F,20.0,Right Winger,n/a,n/a,13.0,24 years 190 days,Brazil,187.0
2022/23,344342.0,Matheus Cunha,Matheus Santos,Carneiro da Cunha,F,12.0,Striker,n/a,n/a,13.0,25 years 88 days,Brazil,187.0
2022/23,356522.0,Jonny,Jonathan,Castro Otto,D,19.0,Defender,n/a,n/a,13.0,30 years 173 days,Spain,187.0
2022/23,354649.0,Rúben Neves,Rúben Diogo,da Silva Neves,M,8.0,Centre Central Midfielder,n/a,n/a,13.0,27 years 163 days,Portugal,187.0
2022/23,222694.0,Abdoulaye Doucouré,Abdoulaye,Doucouré,M,16.0,Centre Central Midfielder,Everton,EVE,13.0,31 years 235 days,Mali,187.0
2022/23,337917.0,Enzo Fernández,Enzo,Fernández,M,8.0,Midfielder,Chelsea,CHE,13.0,23 years 219 days,Argentina,187.0
2022/23,336323.0,Aaron Hickey,Aaron,Hickey,D,n/a,Left Full Back,Brentford,BRE,13.0,22 years 74 days,Scotland,187.0
2022/23,322362.0,Rico Lewis,Rico,Lewis,D,82.0,Right Full Back,Manchester City,MCI,13.0,19 years 276 days,England,187.0
2022/23,355739.0,Renan Lodi,Renan Augusto,Lodi dos Santos,D,6.0,Defender,n/a,n/a,13.0,26 years 137 days,Brazil,187.0
2022/23,362697.0,Pedro Neto,Pedro,Lomba Neto,F,7.0,Left/Right Winger,n/a,n/a,13.0,24 years 167 days,Portugal,187.0
2022/23,336789.0,Noni Madueke,Noni,Madueke,F,n/a,Winger,Chelsea,CHE,13.0,22 years 166 days,England,187.0
2022/23,344429.0,Ainsley Maitland-Niles,Ainsley,Maitland-Niles,M,98.0,Centre/Right Wing Back,Southampton,SOU,13.0,26 years 360 days,England,187.0
2022/23,342046.0,Christian Pulisic,Christian,Pulisic,M,11.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,13.0,25 years 340 days,United States,187.0
2022/23,355772.0,Hamed Traorè,Hamed,Traorè,M,8.0,Centre Attacking Midfielder,n/a,n/a,13.0,24 years 189 days,Cote D’Ivoire,187.0
2022/23,359638.0,Hakim Ziyech,Hakim,Ziyech,M,22.0,Centre Attacking Midfielder,n/a,n/a,13.0,31 years 157 days,Morocco,187.0
2022/23,279691.0,Rayan Aït-Nouri,Rayan,Aït-Nouri,D,3.0,Left Full Back,Wolverhampton Wanderers,WOL,12.0,23 years 78 days,Algeria,202.0
2022/23,359145.0,Luke Ayling,Luke,Ayling,D,12.0,Right Full Back,n/a,n/a,12.0,32 years 364 days,England,202.0
2022/23,41062.0,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,F,9.0,Centre Striker,Everton,EVE,12.0,27 years 160 days,England,202.0
2022/23,300571.0,Lucas Digne,Lucas,Digne,D,12.0,Left Full Back,Aston Villa,AVL,12.0,31 years 34 days,France,202.0
2022/23,325419.0,Antony,Antony Matheus,dos Santos,F,21.0,Left/Right Winger,Manchester United,MUN,12.0,24 years 181 days,Brazil,202.0
2022/23,325528.0,Samuel Edozie,Samuel,Edozie,M,23.0,Left/Centre/Right Winger,Southampton,SOU,12.0,21 years 208 days,England,202.0
2022/23,268675.0,Neeskens Kebano,Neeskens,Kebano,M,21.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,12.0,32 years 166 days,DR Congo,202.0
2022/23,258788.0,Pascal Struijk,Pascal,Struijk,D,21.0,Centre Central Defender,Leeds United,LEE,12.0,25 years 12 days,Netherlands,202.0
2022/23,347736.0,Fabinho,Fábio Henrique,Tavares,M,8.0,Centre Defensive Midfielder,n/a,n/a,12.0,30 years 305 days,Brazil,202.0
2022/23,277556.0,Theo Walcott,Theo,Walcott,F,32.0,Right Winger,Southampton,SOU,12.0,35 years 160 days,England,202.0
2022/23,336341.0,Wout Weghorst,Wout,Weghorst,F,27.0,Striker,n/a,n/a,12.0,32 years 16 days,Netherlands,202.0
2022/23,362983.0,Hugo Bueno,Hugo,Bueno,D,16.0,Left Full Back,n/a,n/a,11.0,21 years 340 days,Spain,213.0
2022/23,258703.0,Vitaly Janelt,Vitaly,Janelt,M,27.0,Centre Defensive Midfielder,Brentford,BRE,11.0,26 years 105 days,Germany,213.0
2022/23,177697.0,Adam Lallana,Adam,Lallana,M,10.0,Left/Centre Attacking Midfielder,n/a,n/a,11.0,36 years 105 days,England,213.0
2022/23,336483.0,Mykhailo Mudryk,Mykhailo,Mudryk,M,10.0,Left Winger,Chelsea,CHE,11.0,23 years 231 days,Ukraine,213.0
2022/23,324030.0,Emerson,Emerson,Palmieri dos Santos,D,33.0,Left Full Back,West Ham United,WHU,11.0,30 years 20 days,Italy,213.0
2022/23,362819.0,Ayoze Pérez,Ayoze,Pérez,F,22.0,Left/Centre/Right Winger,n/a,n/a,11.0,31 years 25 days,Spain,213.0
2022/23,341838.0,Manor Solomon,Manor,Solomon,F,27.0,Left Winger,n/a,n/a,11.0,25 years 30 days,Israel,213.0
2022/23,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,n/a,n/a,11.0,32 years 260 days,New Zealand,213.0
2022/23,359414.0,Elliot Anderson,Elliot,Anderson,M,8.0,Centre Central Midfielder,n/a,n/a,10.0,21 years 291 days,Scotland,221.0
2022/23,288559.0,Will Hughes,Will,Hughes,M,19.0,Centre Central Midfielder,Crystal Palace,CRY,10.0,29 years 128 days,England,221.0
2022/23,336788.0,Victor Kristiansen,Victor,Kristiansen,D,16.0,Left Full Back,n/a,n/a,10.0,21 years 251 days,Denmark,221.0
2022/23,319734.0,Jesse Lingard,Jesse,Lingard,M,11.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,10.0,31 years 252 days,England,221.0
2022/23,42220.0,Wilfred Ndidi,Wilfred,Ndidi,M,6.0,Centre Central Midfielder,Leicester City,LEI,10.0,27 years 251 days,Nigeria,221.0
2022/23,160057.0,Christian Nørgaard,Christian,Nørgaard,M,6.0,Centre Central Midfielder,Brentford,BRE,10.0,30 years 166 days,Denmark,221.0
2022/23,282042.0,Frank Onyeka,Frank,Onyeka,M,15.0,Centre Central Midfielder,Brentford,BRE,10.0,26 years 235 days,Nigeria,221.0
2022/23,345067.0,Alex Oxlade-Chamberlain,Alex,Oxlade-Chamberlain,M,15.0,Central Midfielder,n/a,n/a,10.0,31 years 8 days,England,221.0
2022/23,318804.0,Dennis Praet,Dennis,Praet,M,22.0,Centre Central Midfielder,n/a,n/a,10.0,30 years 101 days,Belgium,221.0
2022/23,285389.0,Cristian Romero,Cristian,Romero,D,17.0,Centre Central Defender,Tottenham Hotspur,TOT,10.0,26 years 118 days,Argentina,221.0
2022/23,361805.0,Ryan Sessegnon,Ryan,Sessegnon,M,30.0,Left/Right Winger,n/a,n/a,10.0,24 years 97 days,England,221.0
2022/23,186988.0,Joël Veltman,Joël,Veltman,D,34.0,Centre/Right Full Back,Brighton & Hove Albion,BHA,10.0,32 years 221 days,Netherlands,221.0
2022/23,362816.0,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,D,29.0,Right Full Back,n/a,n/a,10.0,26 years 271 days,England,221.0
2022/23,128164.0,Joel Ward,Joel,Ward,D,n/a,Defender,Crystal Palace,CRY,10.0,34 years 299 days,England,221.0
2022/23,356740.0,Armando Broja,Armando,Broja,F,9.0,Striker,Southampton,SOU,9.0,22 years 348 days,Albania,235.0
2022/23,302934.0,Dan Burn,Dan,Burn,D,33.0,Centre Central Defender,Newcastle United,NEW,9.0,32 years 106 days,England,235.0
2022/23,258686.0,Ibrahima Diallo,Ibrahima,Diallo,M,27.0,Central Midfielder,Southampton,SOU,9.0,25 years 168 days,France,235.0
2022/23,278144.0,Junior Firpo,Junior,Firpo,D,3.0,Left Full Back,Leeds United,LEE,9.0,28 years 1 day,Dominican Republic,235.0
2022/23,355783.0,Jordan Henderson,Jordan,Henderson,M,6.0,Midfielder,n/a,n/a,9.0,34 years 67 days,England,235.0
2022/23,360341.0,Maximilian Kilman,Maximilian,Kilman,D,26.0,Left/Centre Central Defender,n/a,n/a,9.0,27 years 92 days,England,235.0
2022/23,323012.0,Cheikhou Kouyaté,Cheikhou,Kouyaté,M,8.0,Centre Defensive Midfielder,n/a,n/a,9.0,34 years 246 days,Senegal,235.0
2022/23,360569.0,Orel Mangala,Orel,Mangala,M,25.0,Central Midfielder,n/a,n/a,9.0,26 years 158 days,Belgium,235.0
2022/23,318813.0,Lisandro Martínez,Lisandro,Martínez,D,6.0,Central Defender,Manchester United,MUN,9.0,26 years 218 days,Argentina,235.0
2022/23,353831.0,Reiss Nelson,Reiss,Nelson,M,n/a,Left/Centre/Right Winger,Arsenal,ARS,9.0,24 years 257 days,England,235.0
2022/23,349912.0,Paul Onuachu,Paul,Onuachu,F,30.0,Forward,Southampton,SOU,9.0,30 years 87 days,Nigeria,235.0
2022/23,338755.0,Nathan Patterson,Nathan,Patterson,D,n/a,Right Full Back,Everton,EVE,9.0,22 years 312 days,Scotland,235.0
2022/23,166522.0,Mads Roerslev,Mads,Roerslev,D,30.0,Right Full Back,Brentford,BRE,9.0,25 years 60 days,Denmark,235.0
2022/23,343487.0,Mohammed Salisu,Mohammed,Salisu,D,22.0,Central Defender,Southampton,SOU,9.0,25 years 128 days,Ghana,235.0
2022/23,340456.0,Kevin Schade,Kevin,Schade,M,7.0,Left/Right Winger,n/a,n/a,9.0,22 years 270 days,Germany,235.0
2022/23,363000.0,Kieran Trippier,Kieran,Trippier,D,n/a,Right Full Back,Newcastle United,NEW,9.0,33 years 339 days,England,235.0
2022/23,345084.0,Denis Zakaria,Denis,Zakaria,M,6.0,Centre Defensive Midfielder,n/a,n/a,9.0,27 years 277 days,Switzerland,235.0
2022/23,310499.0,Kristoffer Ajer,Kristoffer,Ajer,D,20.0,Centre Central Defender,Brentford,BRE,8.0,26 years 128 days,Norway,252.0
2022/23,360330.0,Shandon Baptiste,Shandon,Baptiste,M,26.0,Central Midfielder,n/a,n/a,8.0,26 years 137 days,Grenada,252.0
2022/23,312817.0,Yves Bissouma,Yves,Bissouma,M,8.0,Centre Central Midfielder,Tottenham Hotspur,TOT,8.0,27 years 359 days,Mali,252.0
2022/23,340957.0,Nathan Collins,Nathan,Collins,D,22.0,Centre Central Defender,n/a,n/a,8.0,23 years 115 days,Ireland,252.0
2022/23,336542.0,Danilo,Danilo,dos Santos de Oliveira,M,28.0,Midfielder,Nottingham Forest,NFO,8.0,23 years 116 days,Brazil,252.0
2022/23,363120.0,João Félix,João,Félix Sequeira,F,14.0,Left/Centre/Right Second Striker,n/a,n/a,8.0,24 years 287 days,Portugal,252.0
2022/23,313032.0,Fábio Vieira,Fábio Daniel,Ferreira Vieira,M,21.0,Centre Attacking Midfielder,Arsenal,ARS,8.0,24 years 85 days,Portugal,252.0
2022/23,355817.0,Adam Forshaw,Adam,Forshaw,M,27.0,Centre Central Midfielder,Leeds United,LEE,8.0,32 years 320 days,England,252.0
2022/23,336342.0,Mario Lemina,Mario,Lemina,M,5.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,8.0,30 years 357 days,Gabon,252.0
2022/23,346785.0,Clément Lenglet,Clément,Lenglet,D,17.0,Left/Centre Central Defender,n/a,n/a,8.0,29 years 67 days,France,252.0
2022/23,317507.0,Keane Lewis-Potter,Keane,Lewis-Potter,F,23.0,Striker,Brentford,BRE,8.0,23 years 183 days,England,252.0
2022/23,315575.0,Tyrell Malacia,Tyrell,Malacia,D,12.0,Left Full Back,Manchester United,MUN,8.0,25 years 6 days,Netherlands,252.0
2022/23,299539.0,Vitalii Mykolenko,Vitalii,Mykolenko,D,19.0,Left Full Back,Everton,EVE,8.0,25 years 86 days,Ukraine,252.0
2022/23,346777.0,Cole Palmer,Cole,Palmer,M,20.0,Attacking Midfielder,n/a,n/a,8.0,22 years 109 days,England,252.0
2022/23,14011.0,Luke Shaw,Luke,Shaw,D,23.0,Left Full Back,Manchester United,MUN,8.0,29 years 42 days,England,252.0
2022/23,356341.0,Luke Thomas,Luke,Thomas,D,33.0,Left Full Back,n/a,n/a,8.0,23 years 74 days,England,252.0
2022/23,362988.0,Deniz Undav,Deniz,Undav,F,26.0,Centre Striker,n/a,n/a,8.0,28 years 35 days,Germany,252.0
2022/23,312977.0,Nayef Aguerd,Nayef,Aguerd,D,27.0,Centre Central Defender,West Ham United,WHU,7.0,28 years 146 days,Morocco,269.0
2022/23,211499.0,Matty Cash,Matty,Cash,D,2.0,Right Full Back,Aston Villa,AVL,7.0,27 years 16 days,Poland,269.0
2022/23,136802.0,Moussa Djenepo,Moussa,Djenepo,M,19.0,Midfielder,n/a,n/a,7.0,26 years 69 days,Mali,269.0
2022/23,342996.0,Anthony Elanga,Anthony,Elanga,F,21.0,Left Winger,n/a,n/a,7.0,22 years 118 days,Sweden,269.0
2022/23,362977.0,Remo Freuler,Remo,Freuler,M,8.0,Centre Attacking Midfielder,Nottingham Forest,NFO,7.0,32 years 130 days,Switzerland,269.0
2022/23,355804.0,Gonçalo Guedes,Gonçalo Manuel,Ganchinho Guedes,F,9.0,Left Winger,Wolverhampton Wanderers,WOL,7.0,27 years 268 days,Portugal,269.0
2022/23,337369.0,Joe Gelhardt,Joe,Gelhardt,F,28.0,Centre Striker,Leeds United,LEE,7.0,22 years 111 days,England,269.0
2022/23,360266.0,Sam Greenwood,Sam,Greenwood,M,20.0,Attacking Midfielder,n/a,n/a,7.0,22 years 210 days,England,269.0
2022/23,282013.0,Marc Guéhi,Marc,Guéhi,D,6.0,Centre Central Defender,Crystal Palace,CRY,7.0,24 years 41 days,England,269.0
2022/23,359413.0,Lewis Hall,Lewis,Hall,D,20.0,Left Full Back,n/a,n/a,7.0,19 years 350 days,England,269.0
2022/23,361626.0,Ben Johnson,Ben,Johnson,D,18.0,Right Full Back,n/a,n/a,7.0,24 years 212 days,England,269.0
2022/23,129760.0,Naby Keïta,Naby,Keïta,M,8.0,Centre Central Midfielder,n/a,n/a,7.0,29 years 195 days,Guinea,269.0
2022/23,160323.0,Tyrone Mings,Tyrone,Mings,D,5.0,Centre Central Defender,Aston Villa,AVL,7.0,31 years 163 days,England,269.0
2022/23,346751.0,Lewis O'Brien,Lewis,O'Brien,M,28.0,Midfielder,n/a,n/a,7.0,25 years 314 days,England,269.0
2022/23,339963.0,Ethan Pinnock,Ethan,Pinnock,D,n/a,Left/Centre Central Defender,Brentford,BRE,7.0,31 years 86 days,Jamaica,269.0
2022/23,340461.0,Pedro Porro,Pedro,Porro,D,23.0,Right Full Back,n/a,n/a,7.0,24 years 345 days,Spain,269.0
2022/23,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,7.0,30 years 165 days,Scotland,269.0
2022/23,361016.0,Albert Sambi Lokonga,Albert,Sambi Lokonga,M,12.0,Centre Central Midfielder,n/a,n/a,7.0,24 years 306 days,Belgium,269.0
2022/23,346451.0,João Moutinho,João Filipe Iria,Santos Moutinho,M,28.0,Midfielder,n/a,n/a,7.0,37 years 350 days,Portugal,269.0
2022/23,354991.0,Jeremy Sarmiento,Jeremy,Sarmiento,F,21.0,Forward,Brighton & Hove Albion,BHA,7.0,22 years 68 days,Ecuador,269.0
2022/23,275377.0,Fabian Schär,Fabian,Schär,D,n/a,Defender,Newcastle United,NEW,7.0,32 years 247 days,Switzerland,269.0
2022/23,360932.0,Bertrand Traoré,Bertrand,Traoré,F,20.0,Left/Right Winger,n/a,n/a,7.0,28 years 352 days,Burkina Faso,269.0
2022/23,187644.0,Kostas Tsimikas,Kostas,Tsimikas,D,21.0,Left Full Back,Liverpool,LIV,7.0,28 years 103 days,Greece,269.0
2022/23,284417.0,Ben White,Ben,White,D,4.0,Centre/Right Central Defender,Arsenal,ARS,7.0,26 years 320 days,England,269.0
2022/23,322290.0,Stefan Bajcetic,Stefan,Bajcetic,M,43.0,Centre Central Midfielder,Liverpool,LIV,6.0,19 years 306 days,Spain,293.0
2022/23,346885.0,Armel Bella-Kotchap,Armel,Bella-Kotchap,D,6.0,Centre Central Defender,Southampton,SOU,6.0,22 years 256 days,Germany,293.0
2022/23,94007.0,Séamus Coleman,Séamus,Coleman,D,n/a,Right Full Back,Everton,EVE,6.0,35 years 317 days,Ireland,293.0
2022/23,14131.0,Aaron Cresswell,Aaron,Cresswell,D,3.0,Left Full Back,West Ham United,WHU,6.0,34 years 252 days,England,293.0
2022/23,322024.0,Marc Cucurella,Marc,Cucurella,D,3.0,Left Wing Back,Chelsea,CHE,6.0,26 years 32 days,Spain,293.0
2022/23,322881.0,Mikkel Damsgaard,Mikkel,Damsgaard,M,24.0,Left/Centre Attacking Midfielder,Brentford,BRE,6.0,24 years 51 days,Denmark,293.0
