Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,HitWoodwork,Age,Nationality,Rank
2021/22,340758.0,Ashley Barnes,Ashley,Barnes,F,10.0,Centre Striker,n/a,n/a,2.0,34 years 298 days,England,25.0
2021/22,360571.0,Saïd Benrahma,Saïd,Benrahma,F,17.0,Left Winger,n/a,n/a,2.0,29 years 13 days,Algeria,25.0
2021/22,356740.0,Armando Broja,Armando,Broja,F,9.0,Striker,Southampton,SOU,2.0,22 years 348 days,Albania,25.0
2021/22,41062.0,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,F,9.0,Centre Striker,Everton,EVE,2.0,27 years 160 days,England,25.0
2021/22,346821.0,João Cancelo,João Pedro,Cavaco Cancelo,D,2.0,Right Full Back,Manchester City,MCI,2.0,30 years 88 days,Portugal,25.0
2021/22,19433.0,Stuart Dallas,Stuart,Dallas,D,15.0,Right Full Back,n/a,n/a,2.0,33 years 126 days,Northern Ireland,25.0
2021/22,258769.0,Diogo Dalot,José Diogo,Dalot Teixeira,D,5.0,Right Full Back,Manchester United,MUN,2.0,25 years 158 days,Portugal,25.0
2021/22,314636.0,Richarlison,Richarlison,de Andrade,F,9.0,Left/Centre/Right Second Striker,n/a,n/a,2.0,27 years 105 days,Brazil,25.0
2021/22,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,n/a,n/a,2.0,27 years 142 days,Brazil,25.0
2021/22,359602.0,Eric Dier,Eric,Dier,D,15.0,Centre Central Defender,n/a,n/a,2.0,30 years 221 days,England,25.0
2021/22,336621.0,Cristiano Ronaldo,Cristiano Ronaldo,dos Santos Aveiro,F,7.0,Centre Striker,n/a,n/a,2.0,39 years 200 days,Portugal,25.0
2021/22,30985.0,Jóhann Gudmundsson,Jóhann,Gudmundsson,F,7.0,Left Winger,Burnley,BUR,2.0,33 years 301 days,Iceland,25.0
2021/22,353409.0,Grant Hanley,Grant,Hanley,D,n/a,Defender,Norwich City,NOR,2.0,32 years 277 days,Scotland,25.0
2021/22,340669.0,Kai Havertz,Kai,Havertz,M,29.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,2.0,25 years 73 days,Germany,25.0
2021/22,325634.0,Daniel James,Daniel,James,M,21.0,Right Winger,n/a,n/a,2.0,26 years 287 days,Wales,25.0
2021/22,360341.0,Maximilian Kilman,Maximilian,Kilman,D,26.0,Left/Centre Central Defender,n/a,n/a,2.0,27 years 92 days,England,25.0
2021/22,317864.0,Joshua King,Joshua,King,F,15.0,Left/Centre/Right Striker,Watford,WAT,2.0,32 years 221 days,Norway,25.0
2021/22,344361.0,Tino Livramento,Tino,Livramento,D,21.0,Right Full Back,n/a,n/a,2.0,21 years 285 days,England,25.0
2021/22,347054.0,Romelu Lukaku,Romelu,Lukaku,F,90.0,Centre Striker,Chelsea,CHE,2.0,31 years 102 days,Belgium,25.0
2021/22,344339.0,Trincão,Francisco António,Machado Mota de Castro Trincão,F,17.0,Right Winger,n/a,n/a,2.0,24 years 238 days,Portugal,25.0
2021/22,161345.0,Harry Maguire,Harry,Maguire,D,5.0,Centre Central Defender,Manchester United,MUN,2.0,31 years 171 days,England,25.0
2021/22,43049.0,Joël Matip,Joël,Matip,D,32.0,Centre Central Defender,n/a,n/a,2.0,33 years 15 days,Cameroon,25.0
2021/22,194758.0,Rodrigo,Rodrigo,Moreno Machado,F,19.0,Centre Striker,n/a,n/a,2.0,33 years 170 days,Spain,25.0
2021/22,342773.0,Alex Telles,Alex,Nicolao Telles,D,15.0,Left Full Back,n/a,n/a,2.0,31 years 252 days,Brazil,25.0
2021/22,258869.0,Thomas Partey,Thomas,Partey,M,5.0,Centre Defensive Midfielder,Arsenal,ARS,2.0,31 years 71 days,Ghana,25.0
2021/22,362398.0,Nicolas Pépé,Nicolas,Pépé,F,19.0,Right Winger,n/a,n/a,2.0,29 years 86 days,Cote D’Ivoire,25.0
2021/22,359382.0,Romain Perraud,Romain,Perraud,D,15.0,Left Full Back,n/a,n/a,2.0,26 years 336 days,France,25.0
2021/22,340596.0,Tyler Roberts,Tyler,Roberts,F,8.0,Centre Second Striker,Leeds United,LEE,2.0,25 years 224 days,Wales,25.0
2021/22,356760.0,Connor Roberts,Connor,Roberts,D,33.0,Right Full Back,Burnley,BUR,2.0,28 years 335 days,Wales,25.0
2021/22,95187.0,Jay Rodriguez,Jay,Rodriguez,F,9.0,Left/Centre/Right Second Striker,Burnley,BUR,2.0,35 years 25 days,England,25.0
2021/22,355414.0,Romain Saïss,Romain,Saïss,D,14.0,Centre Central Defender,n/a,n/a,2.0,34 years 150 days,Morocco,25.0
2021/22,362159.0,Ismaïla Sarr,Ismaïla,Sarr,F,7.0,Right Winger,n/a,n/a,2.0,26 years 180 days,Senegal,25.0
2021/22,20239.0,Son Heung-Min,Heung-Min,Son,F,7.0,Left/Centre/Right Winger,Tottenham Hotspur,TOT,2.0,32 years 46 days,South Korea,25.0
2021/22,346152.0,Kieran Tierney,Kieran,Tierney,D,17.0,Left Full Back,Arsenal,ARS,2.0,27 years 79 days,Scotland,25.0
2021/22,202655.0,Ivan Toney,Ivan,Toney,F,17.0,Centre Striker,Brentford,BRE,2.0,28 years 160 days,England,25.0
2021/22,344967.0,Adama Traoré,Adama,Traoré,F,11.0,Winger,n/a,n/a,2.0,28 years 211 days,Spain,25.0
2021/22,336745.0,Leandro Trossard,Leandro,Trossard,F,19.0,Forward,Brighton & Hove Albion,BHA,2.0,29 years 263 days,Belgium,25.0
2021/22,226363.0,Ollie Watkins,Ollie,Watkins,F,11.0,Left/Centre/Right Second Striker,Aston Villa,AVL,2.0,28 years 237 days,England,25.0
2021/22,336341.0,Wout Weghorst,Wout,Weghorst,F,27.0,Striker,Burnley,BUR,2.0,32 years 16 days,Netherlands,25.0
2021/22,288147.0,Martin Ødegaard,Martin,Ødegaard,M,8.0,Left/Centre/Right Attacking Midfielder,Arsenal,ARS,2.0,25 years 250 days,Norway,25.0
2021/22,161456.0,Ché Adams,Ché,Adams,F,10.0,Centre Striker,n/a,n/a,1.0,28 years 41 days,Scotland,67.0
2021/22,187388.0,Nathan Aké,Nathan,Aké,D,6.0,Left/Centre Central Defender,Manchester City,MCI,1.0,29 years 187 days,Netherlands,67.0
2021/22,154335.0,Miguel Almirón,Miguel,Almirón,M,24.0,Left/Centre/Right Second Striker,Newcastle United,NEW,1.0,30 years 195 days,Paraguay,67.0
2021/22,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,1.0,34 years 148 days,Jamaica,67.0
2021/22,160671.0,Joelinton,Joelinton Cássio,Apolinário de Lira,F,7.0,Centre Striker,Newcastle United,NEW,1.0,28 years 9 days,Brazil,67.0
2021/22,359145.0,Luke Ayling,Luke,Ayling,D,12.0,Right Full Back,n/a,n/a,1.0,32 years 364 days,England,67.0
2021/22,284910.0,Leon Bailey,Leon,Bailey,M,31.0,Left Winger,Aston Villa,AVL,1.0,27 years 14 days,Jamaica,67.0
2021/22,129749.0,Ricardo Pereira,Ricardo Domingos,Barbosa Pereira,D,21.0,Right Full Back,Leicester City,LEI,1.0,30 years 322 days,Portugal,67.0
2021/22,342771.0,Harvey Barnes,Harvey,Barnes,M,11.0,Left/Right Winger,Leicester City,LEI,1.0,26 years 258 days,England,67.0
2021/22,312817.0,Yves Bissouma,Yves,Bissouma,M,8.0,Centre Central Midfielder,Brighton & Hove Albion,BHA,1.0,27 years 359 days,Mali,67.0
2021/22,343761.0,Sam Byram,Sam,Byram,D,25.0,Right Full Back,Norwich City,NOR,1.0,30 years 342 days,England,67.0
2021/22,263914.0,Daniel Podence,Daniel,Castelo Podence,M,56.0,Left Winger,Wolverhampton Wanderers,WOL,1.0,28 years 307 days,Portugal,67.0
2021/22,355446.0,Edinson Cavani,Edinson,Cavani,F,10.0,Centre Striker,n/a,n/a,1.0,37 years 191 days,Uruguay,67.0
2021/22,325151.0,Ben Chilwell,Ben,Chilwell,D,21.0,Left Full Back,Chelsea,CHE,1.0,27 years 246 days,England,67.0
2021/22,277554.0,Patson Daka,Patson,Daka,F,20.0,Centre Striker,Leicester City,LEI,1.0,25 years 319 days,Zambia,67.0
2021/22,336892.0,Craig Dawson,Craig,Dawson,D,15.0,Centre Central Defender,West Ham United,WHU,1.0,34 years 109 days,England,67.0
2021/22,356259.0,Emmanuel Dennis,Emmanuel,Dennis,F,25.0,Centre Striker,Watford,WAT,1.0,26 years 282 days,Nigeria,67.0
2021/22,258686.0,Ibrahima Diallo,Ibrahima,Diallo,M,27.0,Central Midfielder,Southampton,SOU,1.0,25 years 168 days,France,67.0
2021/22,222694.0,Abdoulaye Doucouré,Abdoulaye,Doucouré,M,16.0,Centre Central Midfielder,Everton,EVE,1.0,31 years 235 days,Mali,67.0
2021/22,346437.0,Mohamed Elyounoussi,Mohamed,Elyounoussi,M,10.0,Midfielder,Southampton,SOU,1.0,30 years 19 days,Norway,67.0
2021/22,196369.0,Thiago Silva,Thiago,Emiliano da Silva,D,6.0,Centre Central Defender,n/a,n/a,1.0,39 years 336 days,Brazil,67.0
2021/22,110232.0,Jonny Evans,Jonny,Evans,D,35.0,Centre Central Defender,n/a,n/a,1.0,36 years 233 days,Northern Ireland,67.0
2021/22,320599.0,Kiko Femenía,Kiko,Femenía,D,17.0,Right Wing Back,Watford,WAT,1.0,33 years 203 days,Spain,67.0
2021/22,356767.0,Pablo Fornals,Pablo,Fornals,M,18.0,Attacking Midfielder,n/a,n/a,1.0,28 years 183 days,Spain,67.0
2021/22,363122.0,Conor Gallagher,Conor,Gallagher,M,4.0,Centre Central Midfielder,n/a,n/a,1.0,24 years 199 days,England,67.0
2021/22,282268.0,Demarai Gray,Demarai,Gray,F,11.0,Left/Right Winger,n/a,n/a,1.0,28 years 56 days,Jamaica,67.0
2021/22,285236.0,Jack Grealish,Jack,Grealish,M,10.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,1.0,28 years 348 days,England,67.0
2021/22,160158.0,Rodri,Rodrigo,Hernández Cascante,M,16.0,Centre Central Midfielder,Manchester City,MCI,1.0,28 years 62 days,Spain,67.0
2021/22,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,1.0,29 years 18 days,Denmark,67.0
2021/22,362982.0,Adam Idah,Adam,Idah,F,9.0,Striker,n/a,n/a,1.0,23 years 194 days,Ireland,67.0
2021/22,362144.0,Kelechi Iheanacho,Kelechi,Iheanacho,F,9.0,Centre Striker,n/a,n/a,1.0,27 years 325 days,Nigeria,67.0
2021/22,52087.0,Reece James,Reece,James,D,24.0,Right Full Back,Chelsea,CHE,1.0,24 years 259 days,England,67.0
2021/22,160320.0,Pontus Jansson,Pontus,Jansson,D,18.0,Centre Central Defender,n/a,n/a,1.0,33 years 192 days,Sweden,67.0
2021/22,343093.0,Raúl Jiménez,Raúl,Jiménez,F,7.0,Striker,n/a,n/a,1.0,33 years 110 days,Mexico,67.0
2021/22,138634.0,Curtis Jones,Curtis,Jones,M,17.0,Centre Central Midfielder,Liverpool,LIV,1.0,23 years 206 days,England,67.0
2021/22,129760.0,Naby Keïta,Naby,Keïta,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,29 years 195 days,Guinea,67.0
2021/22,268846.0,Jonjoe Kenny,Jonjoe,Kenny,D,16.0,Right Full Back,n/a,n/a,1.0,27 years 161 days,England,67.0
2021/22,360556.0,Robin Koch,Robin,Koch,D,4.0,Central Defender,Leeds United,LEE,1.0,28 years 37 days,Germany,67.0
2021/22,324926.0,Juraj Kucka,Juraj,Kucka,M,33.0,Midfielder,Watford,WAT,1.0,37 years 179 days,Slovakia,67.0
2021/22,345855.0,Aymeric Laporte,Aymeric,Laporte,D,27.0,Centre Central Defender,n/a,n/a,1.0,30 years 88 days,Spain,67.0
2021/22,31757.0,Jamaal Lascelles,Jamaal,Lascelles,D,6.0,Centre Central Defender,Newcastle United,NEW,1.0,30 years 286 days,England,67.0
2021/22,360652.0,Diego Llorente,Diego,Llorente,D,3.0,Centre Central Defender,Leeds United,LEE,1.0,31 years 7 days,Spain,67.0
2021/22,315209.0,Giovani Lo Celso,Giovani,Lo Celso,M,17.0,Centre Attacking Midfielder,Tottenham Hotspur,TOT,1.0,28 years 136 days,Argentina,67.0
2021/22,362697.0,Pedro Neto,Pedro,Lomba Neto,F,7.0,Left/Right Winger,n/a,n/a,1.0,24 years 167 days,Portugal,67.0
2021/22,331822.0,Marçal,Fernando,Marçal de Oliveira,D,21.0,Left Full Back,n/a,n/a,1.0,35 years 186 days,Brazil,67.0
2021/22,32140.0,Solly March,Solly,March,M,7.0,Left/Centre/Right Attacking Midfielder,Brighton & Hove Albion,BHA,1.0,30 years 34 days,England,67.0
2021/22,319067.0,Adam Masina,Adam,Masina,D,3.0,Left Full Back,Watford,WAT,1.0,30 years 234 days,Morocco,67.0
2021/22,43231.0,Scott McTominay,Scott,McTominay,M,39.0,Centre Attacking Midfielder,Manchester United,MUN,1.0,27 years 259 days,Scotland,67.0
2021/22,319809.0,Ben Mee,Ben,Mee,D,16.0,Centre Central Defender,Burnley,BUR,1.0,34 years 337 days,England,67.0
2021/22,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,1.0,30 years 13 days,Portugal,67.0
2021/22,288592.0,Mathias Normann,Mathias,Normann,M,16.0,Centre Central Midfielder,Norwich City,NOR,1.0,28 years 87 days,Norway,67.0
2021/22,160057.0,Christian Nørgaard,Christian,Nørgaard,M,6.0,Centre Central Midfielder,Brentford,BRE,1.0,30 years 166 days,Denmark,67.0
2021/22,282042.0,Frank Onyeka,Frank,Onyeka,M,15.0,Centre Central Midfielder,Brentford,BRE,1.0,26 years 235 days,Nigeria,67.0
2021/22,130627.0,Teemu Pukki,Teemu,Pukki,F,22.0,Centre Striker,Norwich City,NOR,1.0,34 years 147 days,Finland,67.0
2021/22,345774.0,Milot Rashica,Milot,Rashica,M,7.0,Left/Right Winger,n/a,n/a,1.0,28 years 56 days,Kosovo,67.0
2021/22,342058.0,Declan Rice,Declan,Rice,M,41.0,Centre Central Midfielder,n/a,n/a,1.0,25 years 222 days,England,67.0
2021/22,6723.0,Fernandinho,Fernando Luiz,Rosa,M,25.0,Centre Defensive Midfielder,n/a,n/a,1.0,39 years 111 days,Brazil,67.0
2021/22,299030.0,Jonathan Rowe,Jonathan,Rowe,F,27.0,Left/Right Winger,Norwich City,NOR,1.0,21 years 115 days,England,67.0
2021/22,315688.0,Antonio Rüdiger,Antonio,Rüdiger,D,22.0,Centre Central Defender,n/a,n/a,1.0,31 years 173 days,Germany,67.0
2021/22,135654.0,Bukayo Saka,Bukayo,Saka,F,77.0,Left Winger,Arsenal,ARS,1.0,22 years 353 days,England,67.0
2021/22,42727.0,Jeffrey Schlupp,Jeffrey,Schlupp,M,15.0,Left Winger,Crystal Palace,CRY,1.0,31 years 244 days,Ghana,67.0
2021/22,357917.0,Jonjo Shelvey,Jonjo,Shelvey,M,6.0,Central Midfielder,Newcastle United,NEW,1.0,32 years 178 days,England,67.0
2021/22,314846.0,James Tarkowski,James,Tarkowski,D,6.0,Centre Central Defender,Burnley,BUR,1.0,31 years 278 days,England,67.0
2021/22,255674.0,Diogo Jota,Diogo José,Teixeira da Silva,F,20.0,Left/Centre/Right Striker,Liverpool,LIV,1.0,27 years 263 days,Portugal,67.0
2021/22,340565.0,Youri Tielemans,Youri,Tielemans,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,27 years 108 days,Belgium,67.0
2021/22,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,1.0,33 years 46 days,Netherlands,67.0
2021/22,337217.0,Matej Vydra,Matej,Vydra,F,11.0,Forward,Burnley,BUR,1.0,32 years 114 days,Czech Republic,67.0
2021/22,187645.0,Kyle Walker-Peters,Kyle,Walker-Peters,D,2.0,Right Full Back,Southampton,SOU,1.0,27 years 132 days,England,67.0
2021/22,336080.0,Ashley Westwood,Ashley,Westwood,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,34 years 144 days,England,67.0
2021/22,340927.0,Harry Winks,Harry,Winks,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,28 years 203 days,England,67.0
2021/22,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,n/a,n/a,1.0,32 years 260 days,New Zealand,67.0
2021/22,359638.0,Hakim Ziyech,Hakim,Ziyech,M,22.0,Centre Attacking Midfielder,n/a,n/a,1.0,31 years 157 days,Morocco,67.0
2021/22,297850.0,Patrick Bamford,Patrick,Bamford,F,n/a,Centre Striker,Leeds United,LEE,0.0,30 years 353 days,England,139.0
2021/22,302775.0,Rodrigo Bentancur,Rodrigo,Bentancur,M,30.0,Centre Central Midfielder,Tottenham Hotspur,TOT,0.0,27 years 59 days,Uruguay,139.0
2021/22,302934.0,Dan Burn,Dan,Burn,D,33.0,Centre Central Defender,Newcastle United,NEW,0.0,32 years 106 days,England,139.0
2021/22,354649.0,Rúben Neves,Rúben Diogo,da Silva Neves,M,8.0,Centre Central Midfielder,n/a,n/a,0.0,27 years 163 days,Portugal,139.0
2021/22,165275.0,Harvey Elliott,Harvey,Elliott,M,n/a,Left/Centre/Right Attacking Midfielder,Liverpool,LIV,0.0,21 years 141 days,England,139.0
2021/22,325644.0,Billy Gilmour,Billy,Gilmour,M,11.0,Central Midfielder,Norwich City,NOR,0.0,23 years 73 days,Scotland,139.0
2021/22,360721.0,Japhet Tanganga,Japhet,Tanganga,D,6.0,Defender,n/a,n/a,0.0,25 years 145 days,England,139.0
2021/22,354251.0,André Gomes,André Filipe,Tavares Gomes,M,n/a,Midfielder,n/a,n/a,0.0,31 years 24 days,Portugal,139.0
2021/22,341954.0,Ashley Young,Ashley,Young,D,18.0,Defender,n/a,n/a,0.0,39 years 45 days,England,139.0
2020/21,344721.0,Harry Kane,Harry,Kane,F,9.0,Striker,n/a,n/a,9.0,31 years 26 days,England,1.0
2020/21,226363.0,Ollie Watkins,Ollie,Watkins,F,11.0,Left/Centre/Right Second Striker,Aston Villa,AVL,7.0,28 years 237 days,England,2.0
2020/21,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,6.0,34 years 148 days,Jamaica,3.0
2020/21,20239.0,Son Heung-Min,Heung-Min,Son,F,7.0,Left/Centre/Right Winger,Tottenham Hotspur,TOT,5.0,32 years 46 days,South Korea,4.0
2020/21,336745.0,Leandro Trossard,Leandro,Trossard,F,19.0,Forward,Brighton & Hove Albion,BHA,5.0,29 years 263 days,Belgium,4.0
2020/21,355268.0,Timo Werner,Timo,Werner,F,16.0,Centre Striker,n/a,n/a,5.0,28 years 170 days,Germany,4.0
2020/21,297850.0,Patrick Bamford,Patrick,Bamford,F,n/a,Centre Striker,Leeds United,LEE,4.0,30 years 353 days,England,7.0
2020/21,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,4.0,33 years 56 days,Belgium,7.0
2020/21,300571.0,Lucas Digne,Lucas,Digne,D,12.0,Left Full Back,n/a,n/a,4.0,31 years 34 days,France,7.0
2020/21,356767.0,Pablo Fornals,Pablo,Fornals,M,18.0,Attacking Midfielder,n/a,n/a,4.0,28 years 183 days,Spain,7.0
2020/21,194758.0,Rodrigo,Rodrigo,Moreno Machado,F,19.0,Centre Striker,n/a,n/a,4.0,33 years 170 days,Spain,7.0
2020/21,11259.0,Jamie Vardy,Jamie,Vardy,F,9.0,Centre Striker,Leicester City,LEI,4.0,37 years 225 days,England,7.0
2020/21,19511.0,Roberto Firmino,Roberto Firmino,Barbosa de Oliveira,F,9.0,Left/Centre/Right Striker,n/a,n/a,3.0,32 years 326 days,Brazil,13.0
2020/21,322315.0,Christian Benteke,Christian,Benteke,F,20.0,Forward,n/a,n/a,3.0,33 years 264 days,Belgium,13.0
2020/21,180060.0,Bruno Fernandes,Bruno Miguel,Borges Fernandes,M,8.0,Left/Centre/Right Attacking Midfielder,Manchester United,MUN,3.0,29 years 350 days,Portugal,13.0
2020/21,336614.0,Matheus Pereira,Matheus Fellipe,Costa Pereira,M,15.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,3.0,28 years 110 days,Brazil,13.0
2020/21,356422.0,Leander Dendoncker,Leander,Dendoncker,M,32.0,Centre Central Midfielder,n/a,n/a,3.0,29 years 130 days,Belgium,13.0
2020/21,317489.0,Raphinha,Raphael,Dias Belloli,F,11.0,Right Winger,n/a,n/a,3.0,27 years 253 days,Brazil,13.0
2020/21,362146.0,Anwar El Ghazi,Anwar,El Ghazi,F,20.0,Left/Right Winger,n/a,n/a,3.0,29 years 112 days,Netherlands,13.0
2020/21,361200.0,Mason Greenwood,Mason,Greenwood,F,n/a,Right Winger,n/a,n/a,3.0,22 years 327 days,England,13.0
2020/21,283441.0,Érik Lamela,Érik,Lamela,M,17.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,3.0,32 years 172 days,Argentina,13.0
2020/21,343555.0,Ademola Lookman,Ademola,Lookman,F,11.0,Left/Right Winger,Fulham,FUL,3.0,26 years 308 days,Nigeria,13.0
2020/21,131779.0,Riyad Mahrez,Riyad,Mahrez,F,26.0,Left/Right Winger,n/a,n/a,3.0,33 years 184 days,Algeria,13.0
2020/21,343482.0,Sadio Mané,Sadio,Mané,F,10.0,Left/Right Second Striker,n/a,n/a,3.0,32 years 135 days,Senegal,13.0
2020/21,341034.0,Mason Mount,Mason,Mount,M,7.0,Centre Attacking Midfielder,n/a,n/a,3.0,25 years 226 days,England,13.0
2020/21,362398.0,Nicolas Pépé,Nicolas,Pépé,F,19.0,Right Winger,n/a,n/a,3.0,29 years 86 days,Cote D’Ivoire,13.0
2020/21,342058.0,Declan Rice,Declan,Rice,M,41.0,Centre Central Midfielder,n/a,n/a,3.0,25 years 222 days,England,13.0
2020/21,135654.0,Bukayo Saka,Bukayo,Saka,F,77.0,Left Winger,Arsenal,ARS,3.0,22 years 353 days,England,13.0
2020/21,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,n/a,n/a,3.0,29 years 259 days,England,13.0
2020/21,345007.0,James Ward-Prowse,James,Ward-Prowse,M,8.0,Central Midfielder,n/a,n/a,3.0,29 years 296 days,England,13.0
2020/21,336893.0,Adam Webster,Adam,Webster,D,4.0,Defender,Brighton & Hove Albion,BHA,3.0,29 years 232 days,England,13.0
2020/21,219427.0,Callum Wilson,Callum,Wilson,F,9.0,Centre Striker,Newcastle United,NEW,3.0,32 years 178 days,England,13.0
2020/21,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,n/a,n/a,3.0,32 years 260 days,New Zealand,13.0
2020/21,30533.0,Trent Alexander-Arnold,Trent,Alexander-Arnold,D,n/a,Right Full Back,Liverpool,LIV,2.0,25 years 321 days,England,34.0
2020/21,154335.0,Miguel Almirón,Miguel,Almirón,M,24.0,Left/Centre/Right Second Striker,Newcastle United,NEW,2.0,30 years 195 days,Paraguay,34.0
2020/21,325869.0,Marcos Alonso,Marcos,Alonso,D,17.0,Left Full Back,n/a,n/a,2.0,33 years 239 days,Spain,34.0
2020/21,345706.0,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,F,10.0,Striker,n/a,n/a,2.0,35 years 66 days,Gabon,34.0
2020/21,319918.0,Gareth Bale,Gareth,Bale,F,11.0,Left/Right Winger,n/a,n/a,2.0,35 years 38 days,Wales,34.0
2020/21,359465.0,Ross Barkley,Ross,Barkley,M,6.0,Centre Central Midfielder,Chelsea,CHE,2.0,30 years 262 days,England,34.0
2020/21,325467.0,Willian,Willian,Borges da Silva,F,20.0,Left/Centre/Right Winger,n/a,n/a,2.0,36 years 14 days,Brazil,34.0
2020/21,346821.0,João Cancelo,João Pedro,Cavaco Cancelo,D,2.0,Right Full Back,Manchester City,MCI,2.0,30 years 88 days,Portugal,34.0
2020/21,258090.0,Vladimír Coufal,Vladimír,Coufal,D,5.0,Right Full Back,West Ham United,WHU,2.0,32 years 1 day,Czech Republic,34.0
2020/21,14131.0,Aaron Cresswell,Aaron,Cresswell,D,3.0,Left Full Back,West Ham United,WHU,2.0,34 years 252 days,England,34.0
2020/21,360340.0,Bobby De Cordova-Reid,Bobby,De Cordova-Reid,F,14.0,Forward,n/a,n/a,2.0,31 years 203 days,Jamaica,34.0
2020/21,320724.0,Eberechi Eze,Eberechi,Eze,M,10.0,Centre Attacking Midfielder,Crystal Palace,CRY,2.0,26 years 55 days,England,34.0
2020/21,260162.0,Phil Foden,Phil,Foden,M,n/a,Centre Central Midfielder,Manchester City,MCI,2.0,24 years 87 days,England,34.0
2020/21,363122.0,Conor Gallagher,Conor,Gallagher,M,4.0,Centre Central Midfielder,West Bromwich Albion,WBA,2.0,24 years 199 days,England,34.0
2020/21,362163.0,Pascal Groß,Pascal,Groß,M,13.0,Centre Central Midfielder,n/a,n/a,2.0,33 years 69 days,Germany,34.0
2020/21,30985.0,Jóhann Gudmundsson,Jóhann,Gudmundsson,F,7.0,Left Winger,Burnley,BUR,2.0,33 years 301 days,Iceland,34.0
2020/21,349224.0,Jack Harrison,Jack,Harrison,M,7.0,Midfielder,n/a,n/a,2.0,27 years 277 days,England,34.0
2020/21,160158.0,Rodri,Rodrigo,Hernández Cascante,M,16.0,Centre Central Midfielder,Manchester City,MCI,2.0,28 years 62 days,Spain,34.0
2020/21,343093.0,Raúl Jiménez,Raúl,Jiménez,F,7.0,Striker,n/a,n/a,2.0,33 years 110 days,Mexico,34.0
2020/21,340680.0,James Maddison,James,Maddison,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,2.0,27 years 274 days,England,34.0
2020/21,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,2.0,30 years 13 days,Portugal,34.0
2020/21,322089.0,Angelo Ogbonna,Angelo,Ogbonna,D,n/a,Central Defender,n/a,n/a,2.0,36 years 92 days,Italy,34.0
2020/21,362819.0,Ayoze Pérez,Ayoze,Pérez,F,22.0,Left/Centre/Right Winger,n/a,n/a,2.0,31 years 25 days,Spain,34.0
2020/21,362188.0,Matt Phillips,Matt,Phillips,M,10.0,Left/Right Winger,West Bromwich Albion,WBA,2.0,33 years 163 days,Scotland,34.0
2020/21,202622.0,Harrison Reed,Harrison,Reed,M,6.0,Centre Central Midfielder,Fulham,FUL,2.0,29 years 209 days,England,34.0
2020/21,325547.0,Callum Robinson,Callum,Robinson,F,47.0,Left/Centre Striker,n/a,n/a,2.0,29 years 203 days,Ireland,34.0
2020/21,355414.0,Romain Saïss,Romain,Saïss,D,14.0,Centre Central Defender,n/a,n/a,2.0,34 years 150 days,Morocco,34.0
2020/21,52240.0,Gylfi Sigurdsson,Gylfi,Sigurdsson,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,2.0,34 years 350 days,Iceland,34.0
2020/21,354818.0,Fábio Silva,Fábio Daniel,Soares Silva,F,7.0,Centre Striker,n/a,n/a,2.0,22 years 35 days,Portugal,34.0
2020/21,340565.0,Youri Tielemans,Youri,Tielemans,M,8.0,Centre Central Midfielder,n/a,n/a,2.0,27 years 108 days,Belgium,34.0
2020/21,344967.0,Adama Traoré,Adama,Traoré,F,11.0,Winger,n/a,n/a,2.0,28 years 211 days,Spain,34.0
2020/21,360932.0,Bertrand Traoré,Bertrand,Traoré,F,20.0,Left/Right Winger,n/a,n/a,2.0,28 years 352 days,Burkina Faso,34.0
2020/21,259569.0,Danny Welbeck,Danny,Welbeck,F,18.0,Centre Striker,Brighton & Hove Albion,BHA,2.0,33 years 271 days,England,34.0
