Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,HitWoodwork,Age,Nationality,Rank
2019/20,30985.0,Jóhann Gudmundsson,Jóhann,Gudmundsson,F,7.0,Left Winger,Burnley,BUR,1.0,33 years 301 days,Iceland,49.0
2019/20,363097.0,Mattéo Guendouzi,Mattéo,Guendouzi,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,25 years 131 days,France,49.0
2019/20,363187.0,Ilkay Gündogan,Ilkay,Gündogan,M,19.0,Centre Central Midfielder,n/a,n/a,1.0,33 years 304 days,Germany,49.0
2019/20,300661.0,Onel Hernández,Onel,Hernández,M,25.0,Left/Right Winger,n/a,n/a,1.0,31 years 204 days,Cuba,49.0
2019/20,359214.0,Conor Hourihane,Conor,Hourihane,M,14.0,Centre Central Midfielder,n/a,n/a,1.0,33 years 203 days,Ireland,49.0
2019/20,347498.0,Callum Hudson-Odoi,Callum,Hudson-Odoi,F,14.0,Left Winger,n/a,n/a,1.0,23 years 290 days,England,49.0
2019/20,362982.0,Adam Idah,Adam,Idah,F,9.0,Striker,n/a,n/a,1.0,23 years 194 days,Ireland,49.0
2019/20,336686.0,Odion Ighalo,Odion,Ighalo,F,n/a,Centre Striker,n/a,n/a,1.0,35 years 68 days,Nigeria,49.0
2019/20,52087.0,Reece James,Reece,James,D,24.0,Right Full Back,Chelsea,CHE,1.0,24 years 259 days,England,49.0
2019/20,300156.0,James Justin,James,Justin,D,n/a,Defender,Leicester City,LEI,1.0,26 years 182 days,England,49.0
2019/20,344721.0,Harry Kane,Harry,Kane,F,9.0,Striker,n/a,n/a,1.0,31 years 26 days,England,49.0
2019/20,48260.0,Michael Keane,Michael,Keane,D,5.0,Centre Central Defender,Everton,EVE,1.0,31 years 225 days,England,49.0
2019/20,112119.0,Alexandre Lacazette,Alexandre,Lacazette,F,10.0,Centre Striker,Arsenal,ARS,1.0,33 years 87 days,France,49.0
2019/20,177697.0,Adam Lallana,Adam,Lallana,M,10.0,Left/Centre Attacking Midfielder,n/a,n/a,1.0,36 years 105 days,England,49.0
2019/20,321832.0,Valentino Lazaro,Valentino,Lazaro,D,19.0,Right Full Back,n/a,n/a,1.0,28 years 152 days,Austria,49.0
2019/20,340460.0,Jefferson Lerma,Jefferson,Lerma,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,29 years 303 days,Colombia,49.0
2019/20,357819.0,Jürgen Locadia,Jürgen,Locadia,F,19.0,Centre Striker,n/a,n/a,1.0,30 years 290 days,Curacao,49.0
2019/20,325478.0,Matty Longstaff,Matthew,Longstaff,M,25.0,Centre Defensive Midfielder,n/a,n/a,1.0,24 years 155 days,England,49.0
2019/20,359871.0,John Lundstram,John,Lundstram,M,5.0,Centre Central Midfielder,Sheffield United,SHU,1.0,30 years 187 days,England,49.0
2019/20,340680.0,James Maddison,James,Maddison,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,27 years 274 days,England,49.0
2019/20,131779.0,Riyad Mahrez,Riyad,Mahrez,F,26.0,Left/Right Winger,n/a,n/a,1.0,33 years 184 days,Algeria,49.0
2019/20,356468.0,Nemanja Matic,Nemanja,Matic,M,31.0,Centre Defensive Midfielder,n/a,n/a,1.0,36 years 22 days,Serbia,49.0
2019/20,346844.0,Neal Maupay,Neal,Maupay,F,7.0,Centre Striker,Brighton & Hove Albion,BHA,1.0,28 years 9 days,France,49.0
2019/20,319809.0,Ben Mee,Ben,Mee,D,16.0,Centre Central Defender,Burnley,BUR,1.0,34 years 337 days,England,49.0
2019/20,343697.0,Benjamin Mendy,Benjamin,Mendy,D,5.0,Left Full Back,n/a,n/a,1.0,30 years 37 days,France,49.0
2019/20,357649.0,Wesley,Wesley,Moraes Ferreira da Silva,F,n/a,Striker,n/a,n/a,1.0,27 years 273 days,Brazil,49.0
2019/20,338506.0,Lys Mousset,Lys,Mousset,F,7.0,Centre Striker,n/a,n/a,1.0,28 years 197 days,France,49.0
2019/20,42220.0,Wilfred Ndidi,Wilfred,Ndidi,M,6.0,Centre Central Midfielder,Leicester City,LEI,1.0,27 years 251 days,Nigeria,49.0
2019/20,345067.0,Alex Oxlade-Chamberlain,Alex,Oxlade-Chamberlain,M,15.0,Central Midfielder,n/a,n/a,1.0,31 years 8 days,England,49.0
2019/20,324030.0,Emerson,Emerson,Palmieri dos Santos,D,33.0,Left Full Back,n/a,n/a,1.0,30 years 20 days,Italy,49.0
2019/20,351610.0,Sokratis Papastathopoulos,Sokratis,Papastathopoulos,D,19.0,Centre Central Defender,n/a,n/a,1.0,36 years 75 days,Greece,49.0
2019/20,134889.0,Felipe Anderson,Felipe Anderson,Pereira Gomes,M,7.0,Left Winger,n/a,n/a,1.0,31 years 130 days,Brazil,49.0
2019/20,362819.0,Ayoze Pérez,Ayoze,Pérez,F,22.0,Left/Centre/Right Winger,n/a,n/a,1.0,31 years 25 days,Spain,49.0
2019/20,318804.0,Dennis Praet,Dennis,Praet,M,22.0,Centre Central Midfielder,n/a,n/a,1.0,30 years 101 days,Belgium,49.0
2019/20,130627.0,Teemu Pukki,Teemu,Pukki,F,22.0,Centre Striker,Norwich City,NOR,1.0,34 years 147 days,Finland,49.0
2019/20,342046.0,Christian Pulisic,Christian,Pulisic,M,11.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,25 years 340 days,United States,49.0
2019/20,361032.0,Diego Rico,Diego,Rico,D,16.0,Left Full Back,n/a,n/a,1.0,31 years 182 days,Spain,49.0
2019/20,96853.0,Matt Ritchie,Matt,Ritchie,M,30.0,Left/Right Wing Back,n/a,n/a,1.0,34 years 348 days,Scotland,49.0
2019/20,345071.0,Fred,Frederico,Rodrigues de Paula Santos,M,35.0,Centre Central Midfielder,n/a,n/a,1.0,31 years 171 days,Brazil,49.0
2019/20,6723.0,Fernandinho,Fernando Luiz,Rosa,M,25.0,Centre Defensive Midfielder,n/a,n/a,1.0,39 years 111 days,Brazil,49.0
2019/20,135654.0,Bukayo Saka,Bukayo,Saka,F,77.0,Left Winger,n/a,n/a,1.0,22 years 353 days,England,49.0
2019/20,30301.0,Billy Sharp,Billy,Sharp,F,14.0,Striker,n/a,n/a,1.0,38 years 200 days,England,49.0
2019/20,52240.0,Gylfi Sigurdsson,Gylfi,Sigurdsson,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,34 years 350 days,Iceland,49.0
2019/20,189086.0,David Silva,David,Silva,M,21.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,38 years 228 days,Spain,49.0
2019/20,288560.0,Moussa Sissoko,Moussa,Sissoko,M,17.0,Centre/Right Central Midfielder,n/a,n/a,1.0,35 years 7 days,France,49.0
2019/20,320107.0,Will Smallbone,Will,Smallbone,M,18.0,Centre Central Midfielder,Southampton,SOU,1.0,24 years 184 days,Ireland,49.0
2019/20,326932.0,Robert Snodgrass,Robert,Snodgrass,M,77.0,Left/Right Attacking Midfielder,n/a,n/a,1.0,36 years 351 days,Scotland,49.0
2019/20,14289.0,Junior Stanislas,Junior,Stanislas,M,19.0,Left/Right Winger,n/a,n/a,1.0,34 years 271 days,England,49.0
2019/20,23381.0,Jack Stephens,Jack,Stephens,D,n/a,Defender,n/a,n/a,1.0,30 years 209 days,England,49.0
2019/20,289635.0,Marco Stiepermann,Marco,Stiepermann,F,22.0,Centre Striker,n/a,n/a,1.0,33 years 196 days,Germany,49.0
2019/20,255674.0,Diogo Jota,Diogo José,Teixeira da Silva,F,20.0,Left/Centre/Right Striker,n/a,n/a,1.0,27 years 263 days,Portugal,49.0
2019/20,340565.0,Youri Tielemans,Youri,Tielemans,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,27 years 108 days,Belgium,49.0
2019/20,337920.0,Patrick van Aanholt,Patrick,van Aanholt,D,30.0,Left Full Back,n/a,n/a,1.0,33 years 360 days,Netherlands,49.0
2019/20,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,1.0,33 years 46 days,Netherlands,49.0
2019/20,287385.0,Jannik Vestergaard,Jannik,Vestergaard,D,23.0,Centre Central Defender,n/a,n/a,1.0,32 years 20 days,Denmark,49.0
2019/20,337217.0,Matej Vydra,Matej,Vydra,F,11.0,Forward,Burnley,BUR,1.0,32 years 114 days,Czech Republic,49.0
2019/20,277556.0,Theo Walcott,Theo,Walcott,F,32.0,Right Winger,n/a,n/a,1.0,35 years 160 days,England,49.0
2019/20,128164.0,Joel Ward,Joel,Ward,D,n/a,Defender,Crystal Palace,CRY,1.0,34 years 299 days,England,49.0
2019/20,345007.0,James Ward-Prowse,James,Ward-Prowse,M,8.0,Central Midfielder,n/a,n/a,1.0,29 years 296 days,England,49.0
2019/20,283241.0,Harry Wilson,Harry,Wilson,M,8.0,Left/Right Winger,n/a,n/a,1.0,27 years 154 days,Wales,49.0
2019/20,265104.0,Andrii Yarmolenko,Andrii,Yarmolenko,F,n/a,Winger,West Ham United,WHU,1.0,34 years 305 days,Ukraine,49.0
2019/20,342776.0,Wilfried Zaha,Wilfried,Zaha,F,14.0,Left/Centre/Right Winger,n/a,n/a,1.0,31 years 287 days,Cote D’Ivoire,49.0
2019/20,346821.0,João Cancelo,João Pedro,Cavaco Cancelo,D,2.0,Right Full Back,Manchester City,MCI,0.0,30 years 88 days,Portugal,145.0
2019/20,44032.0,Tom Cleverley,Tom,Cleverley,M,8.0,Centre Central Midfielder,Watford,WAT,0.0,35 years 11 days,England,145.0
2019/20,260162.0,Phil Foden,Phil,Foden,M,n/a,Centre Central Midfielder,Manchester City,MCI,0.0,24 years 87 days,England,145.0
2019/20,41538.0,Joe Gomez,Joe,Gomez,D,2.0,Left/Centre/Right Central Defender,Liverpool,LIV,0.0,27 years 92 days,England,145.0
2019/20,353409.0,Grant Hanley,Grant,Hanley,D,n/a,Defender,Norwich City,NOR,0.0,32 years 277 days,Scotland,145.0
2019/20,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,0.0,29 years 18 days,Denmark,145.0
2019/20,341051.0,Arthur Masuaku,Arthur,Masuaku,D,26.0,Left Full Back,n/a,n/a,0.0,30 years 290 days,DR Congo,145.0
2019/20,259569.0,Danny Welbeck,Danny,Welbeck,F,18.0,Centre Striker,n/a,n/a,0.0,33 years 271 days,England,145.0
2019/20,341435.0,Christoph Zimmermann,Christoph,Zimmermann,D,4.0,Centre Central Defender,n/a,n/a,0.0,31 years 224 days,Germany,145.0
2018/19,277441.0,Sergio Agüero,Sergio,Agüero,F,19.0,Centre Striker,n/a,n/a,8.0,36 years 82 days,Argentina,1.0
2018/19,325869.0,Marcos Alonso,Marcos,Alonso,D,17.0,Left Full Back,n/a,n/a,6.0,33 years 239 days,Spain,2.0
2018/19,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,6.0,34 years 148 days,Jamaica,2.0
2018/19,355591.0,Salomón Rondón,Salomón,Rondón,F,23.0,Forward,n/a,n/a,6.0,34 years 342 days,Venezuela,2.0
2018/19,325467.0,Willian,Willian,Borges da Silva,F,20.0,Left/Centre/Right Winger,n/a,n/a,5.0,36 years 14 days,Brazil,5.0
2018/19,343482.0,Sadio Mané,Sadio,Mané,F,10.0,Left/Right Second Striker,n/a,n/a,5.0,32 years 135 days,Senegal,5.0
2018/19,354653.0,Aleksandar Mitrovic,Aleksandar,Mitrovic,F,9.0,Forward,n/a,n/a,5.0,29 years 342 days,Serbia,5.0
2018/19,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,n/a,n/a,5.0,32 years 260 days,New Zealand,5.0
2018/19,345706.0,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,F,10.0,Striker,n/a,n/a,4.0,35 years 66 days,Gabon,9.0
2018/19,7748.0,Luka Milivojevic,Luka,Milivojevic,M,4.0,Centre Central Midfielder,n/a,n/a,4.0,33 years 138 days,Serbia,9.0
2018/19,281575.0,Roberto Pereyra,Roberto,Pereyra,M,37.0,Centre Attacking Midfielder,n/a,n/a,4.0,33 years 229 days,Argentina,9.0
2018/19,342564.0,Nathan Redmond,Nathan,Redmond,M,15.0,Left/Right Winger,Southampton,SOU,4.0,30 years 170 days,England,9.0
2018/19,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,4.0,33 years 46 days,Netherlands,9.0
2018/19,30533.0,Trent Alexander-Arnold,Trent,Alexander-Arnold,D,n/a,Right Full Back,Liverpool,LIV,3.0,25 years 321 days,England,14.0
2018/19,348195.0,Harry Arter,Harry,Arter,M,n/a,Midfielder,Cardiff City,CAR,3.0,34 years 239 days,Ireland,14.0
2018/19,160732.0,Philip Billing,Philip,Billing,M,29.0,Centre Defensive Midfielder,n/a,n/a,3.0,28 years 73 days,Denmark,14.0
2018/19,300571.0,Lucas Digne,Lucas,Digne,D,12.0,Left Full Back,n/a,n/a,3.0,31 years 34 days,France,14.0
2018/19,318378.0,Christian Eriksen,Christian,Eriksen,M,14.0,Centre Attacking Midfielder,n/a,n/a,3.0,32 years 191 days,Denmark,14.0
2018/19,159895.0,Eden Hazard,Eden,Hazard,F,7.0,Left/Centre/Right Second Striker,n/a,n/a,3.0,33 years 229 days,Belgium,14.0
2018/19,343093.0,Raúl Jiménez,Raúl,Jiménez,F,7.0,Striker,n/a,n/a,3.0,33 years 110 days,Mexico,14.0
2018/19,172304.0,Paul Pogba,Paul,Pogba,M,10.0,Centre Central Midfielder,n/a,n/a,3.0,31 years 161 days,France,14.0
2018/19,184687.0,Leroy Sané,Leroy,Sané,F,10.0,Left/Centre/Right Winger,n/a,n/a,3.0,28 years 225 days,Germany,14.0
2018/19,52240.0,Gylfi Sigurdsson,Gylfi,Sigurdsson,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,3.0,34 years 350 days,Iceland,14.0
2018/19,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,n/a,n/a,3.0,29 years 259 days,England,14.0
2018/19,255674.0,Diogo Jota,Diogo José,Teixeira da Silva,F,20.0,Left/Centre/Right Striker,n/a,n/a,3.0,27 years 263 days,Portugal,14.0
2018/19,349917.0,Andros Townsend,Andros,Townsend,M,30.0,Midfielder,n/a,n/a,3.0,33 years 38 days,England,14.0
2018/19,11259.0,Jamie Vardy,Jamie,Vardy,F,9.0,Centre Striker,Leicester City,LEI,3.0,37 years 225 days,England,14.0
2018/19,339060.0,Ryan Babel,Ryan,Babel,F,10.0,Left/Right Winger,Fulham,FUL,2.0,37 years 248 days,Netherlands,28.0
2018/19,291496.0,Sol Bamba,Sol,Bamba,D,n/a,Defender,Cardiff City,CAR,2.0,39 years 223 days,Cote D’Ivoire,28.0
2018/19,340758.0,Ashley Barnes,Ashley,Barnes,F,10.0,Centre Striker,n/a,n/a,2.0,34 years 298 days,England,28.0
2018/19,322315.0,Christian Benteke,Christian,Benteke,F,20.0,Forward,n/a,n/a,2.0,33 years 264 days,Belgium,28.0
2018/19,356534.0,David Brooks,David,Brooks,M,36.0,Left/Centre/Right Attacking Midfielder,Bournemouth,BOU,2.0,27 years 46 days,Wales,28.0
2018/19,19302.0,Tom Cairney,Tom,Cairney,M,10.0,Left/Centre/Right Attacking Midfielder,Fulham,FUL,2.0,33 years 216 days,Scotland,28.0
2018/19,361192.0,Víctor Camarasa,Víctor,Camarasa,M,n/a,Centre Central Midfielder,Cardiff City,CAR,2.0,30 years 87 days,Spain,28.0
2018/19,314636.0,Richarlison,Richarlison,de Andrade,F,9.0,Left/Centre/Right Second Striker,n/a,n/a,2.0,27 years 105 days,Brazil,28.0
2018/19,356422.0,Leander Dendoncker,Leander,Dendoncker,M,32.0,Centre Central Midfielder,n/a,n/a,2.0,29 years 130 days,Belgium,28.0
2018/19,346437.0,Mohamed Elyounoussi,Mohamed,Elyounoussi,M,10.0,Midfielder,n/a,n/a,2.0,30 years 19 days,Norway,28.0
2018/19,30985.0,Jóhann Gudmundsson,Jóhann,Gudmundsson,F,7.0,Left Winger,Burnley,BUR,2.0,33 years 301 days,Iceland,28.0
2018/19,312116.0,Gonzalo Higuaín,Gonzalo,Higuaín,F,10.0,Centre Striker,n/a,n/a,2.0,36 years 257 days,Argentina,28.0
2018/19,282098.0,Alireza Jahanbakhsh,Alireza,Jahanbakhsh,F,7.0,Forward,n/a,n/a,2.0,31 years 12 days,Iran,28.0
2018/19,344721.0,Harry Kane,Harry,Kane,F,9.0,Striker,n/a,n/a,2.0,31 years 26 days,England,28.0
2018/19,347054.0,Romelu Lukaku,Romelu,Lukaku,F,90.0,Centre Striker,n/a,n/a,2.0,31 years 102 days,Belgium,28.0
2018/19,131779.0,Riyad Mahrez,Riyad,Mahrez,F,26.0,Left/Right Winger,n/a,n/a,2.0,33 years 184 days,Algeria,28.0
2018/19,52229.0,James McArthur,James,McArthur,M,n/a,Central Midfielder,n/a,n/a,2.0,36 years 321 days,Scotland,28.0
2018/19,360870.0,Steve Mounié,Steve,Mounié,F,15.0,Centre Striker,n/a,n/a,2.0,29 years 329 days,Benin,28.0
2018/19,359206.0,Josh Murphy,Josh,Murphy,M,23.0,Left Winger,n/a,n/a,2.0,29 years 181 days,England,28.0
2018/19,42220.0,Wilfred Ndidi,Wilfred,Ndidi,M,6.0,Centre Central Midfielder,Leicester City,LEI,2.0,27 years 251 days,Nigeria,28.0
2018/19,347329.0,Ivan Cavaleiro,Ivan Ricardo,Neves Abreu Cavaleiro,F,17.0,Left Winger,n/a,n/a,2.0,30 years 310 days,Angola,28.0
2018/19,325677.0,Kenedy,Robert Kenedy,Nunes do Nascimento,M,24.0,Left/Right Winger,n/a,n/a,2.0,28 years 197 days,Brazil,28.0
2018/19,134889.0,Felipe Anderson,Felipe Anderson,Pereira Gomes,M,7.0,Left Winger,n/a,n/a,2.0,31 years 130 days,Brazil,28.0
2018/19,345071.0,Fred,Frederico,Rodrigues de Paula Santos,M,35.0,Centre Central Midfielder,n/a,n/a,2.0,31 years 171 days,Brazil,28.0
2018/19,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,2.0,32 years 69 days,Egypt,28.0
2018/19,219427.0,Callum Wilson,Callum,Wilson,F,9.0,Centre Striker,n/a,n/a,2.0,32 years 178 days,England,28.0
2018/19,342776.0,Wilfried Zaha,Wilfried,Zaha,F,14.0,Left/Centre/Right Winger,n/a,n/a,2.0,31 years 287 days,Cote D’Ivoire,28.0
2018/19,187388.0,Nathan Aké,Nathan,Aké,D,6.0,Left/Centre Central Defender,n/a,n/a,1.0,29 years 187 days,Netherlands,55.0
2018/19,319009.0,Toby Alderweireld,Toby,Alderweireld,D,23.0,Defender,n/a,n/a,1.0,35 years 174 days,Belgium,55.0
2018/19,154335.0,Miguel Almirón,Miguel,Almirón,M,24.0,Left/Centre/Right Second Striker,Newcastle United,NEW,1.0,30 years 195 days,Paraguay,55.0
2018/19,362030.0,Marko Arnautovic,Marko,Arnautovic,F,8.0,Centre Striker,n/a,n/a,1.0,35 years 126 days,Austria,55.0
2018/19,302328.0,Juninho Bacuna,Juninho,Bacuna,M,7.0,Centre Central Midfielder,n/a,n/a,1.0,27 years 16 days,Curacao,55.0
2018/19,277691.0,Fabián Balbuena,Fabián,Balbuena,D,n/a,Centre Central Defender,n/a,n/a,1.0,33 years,Paraguay,55.0
2018/19,19511.0,Roberto Firmino,Roberto Firmino,Barbosa de Oliveira,F,9.0,Left/Centre/Right Striker,n/a,n/a,1.0,32 years 326 days,Brazil,55.0
2018/19,129749.0,Ricardo Pereira,Ricardo Domingos,Barbosa Pereira,D,21.0,Right Full Back,Leicester City,LEI,1.0,30 years 322 days,Portugal,55.0
2018/19,359465.0,Ross Barkley,Ross,Barkley,M,6.0,Centre Central Midfielder,Chelsea,CHE,1.0,30 years 262 days,England,55.0
2018/19,281358.0,Ryan Bertrand,Ryan,Bertrand,D,5.0,Left Full Back,n/a,n/a,1.0,35 years 18 days,England,55.0
2018/19,347003.0,Bernard,Bernard Anício,Caldeira Duarte,M,10.0,Midfielder,n/a,n/a,1.0,31 years 350 days,Brazil,55.0
2018/19,41062.0,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,F,9.0,Centre Striker,Everton,EVE,1.0,27 years 160 days,England,55.0
2018/19,327316.0,Andy Carroll,Andy,Carroll,F,9.0,Centre Striker,n/a,n/a,1.0,35 years 230 days,England,55.0
2018/19,356522.0,Jonny,Jonathan,Castro Otto,D,19.0,Defender,n/a,n/a,1.0,30 years 173 days,Spain,55.0
2018/19,360824.0,Calum Chambers,Calum,Chambers,D,12.0,Defender,n/a,n/a,1.0,29 years 216 days,England,55.0
2018/19,44032.0,Tom Cleverley,Tom,Cleverley,M,8.0,Centre Central Midfielder,Watford,WAT,1.0,35 years 11 days,England,55.0
2018/19,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,n/a,n/a,1.0,27 years 142 days,Brazil,55.0
2018/19,345118.0,Troy Deeney,Troy,Deeney,F,14.0,Centre Striker,n/a,n/a,1.0,36 years 55 days,England,55.0
2018/19,25727.0,Laurent Depoitre,Laurent,Depoitre,F,29.0,Centre Striker,Huddersfield Town,HUD,1.0,35 years 260 days,Belgium,55.0
2018/19,281578.0,Gerard Deulofeu,Gerard,Deulofeu,F,10.0,Left Winger,n/a,n/a,1.0,30 years 163 days,Spain,55.0
2018/19,309578.0,Mohamed Diamé,Mohamed,Diamé,M,21.0,Centre Defensive Midfielder,n/a,n/a,1.0,37 years 70 days,Senegal,55.0
2018/19,294007.0,Matt Doherty,Matt,Doherty,D,2.0,Right Full Back,n/a,n/a,1.0,32 years 220 days,Ireland,55.0
2018/19,340756.0,Shane Duffy,Shane,Duffy,D,4.0,Centre Central Defender,Brighton & Hove Albion,BHA,1.0,32 years 235 days,Ireland,55.0
2018/19,163303.0,Erik Durm,Erik,Durm,D,37.0,Left/Right Full Back,Huddersfield Town,HUD,1.0,32 years 103 days,Germany,55.0
2018/19,260162.0,Phil Foden,Phil,Foden,M,n/a,Centre Central Midfielder,Manchester City,MCI,1.0,24 years 87 days,England,55.0
2018/19,346116.0,Ryan Fraser,Ryan,Fraser,M,26.0,Left/Right Winger,n/a,n/a,1.0,30 years 181 days,Scotland,55.0
2018/19,289007.0,Rachid Ghezzal,Rachid,Ghezzal,M,18.0,Left/Right Winger,n/a,n/a,1.0,32 years 106 days,Algeria,55.0
2018/19,323587.0,Morgan Gibbs-White,Morgan,Gibbs-White,M,10.0,Centre Central Midfielder,n/a,n/a,1.0,24 years 209 days,England,55.0
2018/19,281624.0,Olivier Giroud,Olivier,Giroud,F,9.0,Centre Striker,n/a,n/a,1.0,37 years 328 days,France,55.0
2018/19,353568.0,Dan Gosling,Dan,Gosling,M,32.0,Midfielder,n/a,n/a,1.0,34 years 204 days,England,55.0
2018/19,282268.0,Demarai Gray,Demarai,Gray,F,11.0,Left/Right Winger,n/a,n/a,1.0,28 years 56 days,Jamaica,55.0
2018/19,361200.0,Mason Greenwood,Mason,Greenwood,F,n/a,Right Winger,n/a,n/a,1.0,22 years 327 days,England,55.0
2018/19,263465.0,Idrissa Gueye,Idrissa,Gueye,M,27.0,Centre Defensive Midfielder,n/a,n/a,1.0,34 years 332 days,Senegal,55.0
2018/19,363187.0,Ilkay Gündogan,Ilkay,Gündogan,M,19.0,Centre Central Midfielder,n/a,n/a,1.0,33 years 304 days,Germany,55.0
2018/19,309849.0,Kadeem Harris,Kadeem,Harris,M,93.0,Midfielder,Cardiff City,CAR,1.0,31 years 76 days,England,55.0
2018/19,11119.0,Jonathan Hogg,Jonathan,Hogg,M,6.0,Centre Central Midfielder,Huddersfield Town,HUD,1.0,35 years 261 days,England,55.0
2018/19,357550.0,Junior Hoilett,Junior,Hoilett,F,30.0,Left/Right Winger,Cardiff City,CAR,1.0,34 years 79 days,Canada,55.0
2018/19,269592.0,José Holebas,José,Holebas,D,25.0,Defender,n/a,n/a,1.0,40 years 57 days,Greece,55.0
2018/19,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,1.0,29 years 18 days,Denmark,55.0
2018/19,280778.0,Jordon Ibe,Jordon,Ibe,F,n/a,Left/Right Wing Back,n/a,n/a,1.0,28 years 259 days,England,55.0
2018/19,336747.0,Danny Ings,Danny,Ings,F,n/a,Striker,n/a,n/a,1.0,32 years 31 days,England,55.0
2018/19,48260.0,Michael Keane,Michael,Keane,D,5.0,Centre Central Defender,Everton,EVE,1.0,31 years 225 days,England,55.0
2018/19,129760.0,Naby Keïta,Naby,Keïta,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,29 years 195 days,Guinea,55.0
2018/19,268846.0,Jonjoe Kenny,Jonjoe,Kenny,D,16.0,Right Full Back,n/a,n/a,1.0,27 years 161 days,England,55.0
2018/19,180889.0,Ki Sung-Yeung,Sung-Yeung,Ki,M,10.0,Centre Central Midfielder,n/a,n/a,1.0,35 years 212 days,South Korea,55.0
2018/19,317864.0,Joshua King,Joshua,King,F,15.0,Left/Centre/Right Striker,n/a,n/a,1.0,32 years 221 days,Norway,55.0
2018/19,323012.0,Cheikhou Kouyaté,Cheikhou,Kouyaté,M,8.0,Centre Defensive Midfielder,n/a,n/a,1.0,34 years 246 days,Senegal,55.0
2018/19,340665.0,Mateo Kovacic,Mateo,Kovacic,M,8.0,Central Midfielder,n/a,n/a,1.0,30 years 109 days,Croatia,55.0
2018/19,112119.0,Alexandre Lacazette,Alexandre,Lacazette,F,10.0,Centre Striker,Arsenal,ARS,1.0,33 years 87 days,France,55.0
2018/19,283441.0,Érik Lamela,Érik,Lamela,M,17.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,32 years 172 days,Argentina,55.0
2018/19,336342.0,Mario Lemina,Mario,Lemina,M,5.0,Centre Central Midfielder,n/a,n/a,1.0,30 years 357 days,Gabon,55.0
2018/19,340460.0,Jefferson Lerma,Jefferson,Lerma,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,29 years 303 days,Colombia,55.0
2018/19,296173.0,Fernando Llorente,Fernando,Llorente,F,12.0,Centre Striker,n/a,n/a,1.0,39 years 179 days,Spain,55.0
2018/19,96938.0,Shane Long,Shane,Long,F,7.0,Centre Striker,Southampton,SOU,1.0,37 years 214 days,Ireland,55.0
2018/19,135591.0,Sean Longstaff,Sean,Longstaff,M,36.0,Centre Central Midfielder,Newcastle United,NEW,1.0,26 years 298 days,England,55.0
2018/19,343555.0,Ademola Lookman,Ademola,Lookman,F,11.0,Left/Right Winger,n/a,n/a,1.0,26 years 308 days,Nigeria,55.0
2018/19,171328.0,Chris Löwe,Chris,Löwe,D,15.0,Left Full Back,Huddersfield Town,HUD,1.0,35 years 129 days,Germany,55.0
2018/19,340680.0,James Maddison,James,Maddison,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,27 years 274 days,England,55.0
2018/19,161345.0,Harry Maguire,Harry,Maguire,D,5.0,Centre Central Defender,n/a,n/a,1.0,31 years 171 days,England,55.0
2018/19,319067.0,Adam Masina,Adam,Masina,D,3.0,Left Full Back,Watford,WAT,1.0,30 years 234 days,Morocco,55.0
2018/19,101226.0,Joselu,José Luis,Mato Sanmartín,F,29.0,Centre Striker,n/a,n/a,1.0,34 years 149 days,Spain,55.0
2018/19,334376.0,Pedro Obiang,Pedro,Mba Obiang Avomo,M,14.0,Centre Central Midfielder,n/a,n/a,1.0,32 years 149 days,Equatorial Guinea,55.0
2018/19,320612.0,Dwight McNeil,Dwight,McNeil,F,7.0,Left Winger,n/a,n/a,1.0,24 years 275 days,England,55.0
