Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Fouls,Age,Nationality,Rank
2020/21,259014.0,Tomás Soucek,Tomás,Soucek,M,28.0,Centre Defensive Midfielder,West Ham United,WHU,69.0,29 years 178 days,Czech Republic,1.0
2020/21,359652.0,Douglas Luiz,Douglas Luiz,Soares de Paulo,M,26.0,Central Midfielder,n/a,n/a,59.0,26 years 106 days,Brazil,3.0
2020/21,312817.0,Yves Bissouma,Yves,Bissouma,M,8.0,Centre Central Midfielder,Brighton & Hove Albion,BHA,55.0,27 years 359 days,Mali,4.0
2020/21,42220.0,Wilfred Ndidi,Wilfred,Ndidi,M,6.0,Centre Central Midfielder,Leicester City,LEI,54.0,27 years 251 days,Nigeria,5.0
2020/21,343482.0,Sadio Mané,Sadio,Mané,F,10.0,Left/Right Second Striker,n/a,n/a,53.0,32 years 135 days,Senegal,6.0
2020/21,341034.0,Mason Mount,Mason,Mount,M,7.0,Centre Attacking Midfielder,n/a,n/a,50.0,25 years 226 days,England,7.0
2020/21,255615.0,Thiago Alcântara,Thiago,Alcântara,M,6.0,Centre Central Midfielder,n/a,n/a,48.0,33 years 134 days,Spain,8.0
2020/21,43231.0,Scott McTominay,Scott,McTominay,M,39.0,Centre Attacking Midfielder,Manchester United,MUN,47.0,27 years 259 days,Scotland,9.0
2020/21,344967.0,Adama Traoré,Adama,Traoré,F,11.0,Winger,n/a,n/a,47.0,28 years 211 days,Spain,9.0
2020/21,226363.0,Ollie Watkins,Ollie,Watkins,F,11.0,Left/Centre/Right Second Striker,Aston Villa,AVL,47.0,28 years 237 days,England,9.0
2020/21,53174.0,George Baldock,George,Baldock,D,2.0,Right Full Back,Sheffield United,SHU,46.0,31 years 167 days,Greece,12.0
2020/21,340758.0,Ashley Barnes,Ashley,Barnes,F,10.0,Centre Striker,n/a,n/a,46.0,34 years 298 days,England,12.0
2020/21,354649.0,Rúben Neves,Rúben Diogo,da Silva Neves,M,8.0,Centre Central Midfielder,n/a,n/a,46.0,27 years 163 days,Portugal,12.0
2020/21,336297.0,Mateusz Klich,Mateusz,Klich,M,43.0,Centre Central Midfielder,n/a,n/a,46.0,34 years 71 days,Poland,12.0
2020/21,343555.0,Ademola Lookman,Ademola,Lookman,F,11.0,Left/Right Winger,Fulham,FUL,46.0,26 years 308 days,Nigeria,12.0
2020/21,362854.0,Kalvin Phillips,Kalvin,Phillips,M,8.0,Centre Defensive Midfielder,n/a,n/a,46.0,28 years 265 days,England,12.0
2020/21,160688.0,Jordan Ayew,Jordan,Ayew,F,9.0,Centre Striker,Crystal Palace,CRY,45.0,32 years 347 days,Ghana,18.0
2020/21,340871.0,David McGoldrick,David,McGoldrick,F,17.0,Centre Striker,Sheffield United,SHU,45.0,36 years 268 days,Ireland,18.0
2020/21,345071.0,Fred,Frederico,Rodrigues de Paula Santos,M,35.0,Centre Central Midfielder,n/a,n/a,45.0,31 years 171 days,Brazil,18.0
2020/21,345007.0,James Ward-Prowse,James,Ward-Prowse,M,8.0,Central Midfielder,n/a,n/a,45.0,29 years 296 days,England,18.0
2020/21,318671.0,Frank Anguissa,Frank,Anguissa,M,99.0,Central Midfielder,n/a,n/a,44.0,28 years 281 days,Cameroon,22.0
2020/21,160158.0,Rodri,Rodrigo,Hernández Cascante,M,16.0,Centre Central Midfielder,Manchester City,MCI,44.0,28 years 62 days,Spain,22.0
2020/21,346451.0,João Moutinho,João Filipe Iria,Santos Moutinho,M,28.0,Midfielder,n/a,n/a,44.0,37 years 350 days,Portugal,22.0
2020/21,180060.0,Bruno Fernandes,Bruno Miguel,Borges Fernandes,M,8.0,Left/Centre/Right Attacking Midfielder,Manchester United,MUN,43.0,29 years 350 days,Portugal,25.0
2020/21,363122.0,Conor Gallagher,Conor,Gallagher,M,4.0,Centre Central Midfielder,West Bromwich Albion,WBA,43.0,24 years 199 days,England,25.0
2020/21,135200.0,John McGinn,John,McGinn,M,7.0,Centre Central Midfielder,Aston Villa,AVL,43.0,29 years 310 days,Scotland,25.0
2020/21,14011.0,Luke Shaw,Luke,Shaw,D,23.0,Left Full Back,Manchester United,MUN,42.0,29 years 42 days,England,28.0
2020/21,363190.0,Nélson Semedo,Nélson,Cabral Semedo,D,2.0,Right Full Back,Wolverhampton Wanderers,WOL,41.0,30 years 281 days,Portugal,29.0
2020/21,172304.0,Paul Pogba,Paul,Pogba,M,10.0,Centre Central Midfielder,n/a,n/a,41.0,31 years 161 days,France,29.0
2020/21,19433.0,Stuart Dallas,Stuart,Dallas,D,15.0,Right Full Back,n/a,n/a,40.0,33 years 126 days,Northern Ireland,31.0
2020/21,285236.0,Jack Grealish,Jack,Grealish,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,40.0,28 years 348 days,England,31.0
2020/21,161345.0,Harry Maguire,Harry,Maguire,D,5.0,Centre Central Defender,Manchester United,MUN,40.0,31 years 171 days,England,31.0
2020/21,202622.0,Harrison Reed,Harrison,Reed,M,6.0,Centre Central Midfielder,Fulham,FUL,40.0,29 years 209 days,England,31.0
2020/21,219427.0,Callum Wilson,Callum,Wilson,F,9.0,Centre Striker,Newcastle United,NEW,40.0,32 years 178 days,England,31.0
2020/21,321942.0,Ezgjan Alioski,Ezgjan,Alioski,D,6.0,Left Wing Back,n/a,n/a,39.0,32 years 193 days,North Macedonia,36.0
2020/21,363213.0,Joachim Andersen,Joachim,Andersen,D,5.0,Centre Central Defender,Fulham,FUL,39.0,28 years 84 days,Denmark,36.0
2020/21,315554.0,Trézéguet,Mahmoud Ahmed Ibrahim,Hassan,M,10.0,Left/Right Winger,n/a,n/a,39.0,29 years 327 days,Egypt,36.0
2020/21,344329.0,Granit Xhaka,Granit,Xhaka,M,34.0,Central Midfielder,n/a,n/a,39.0,31 years 331 days,Switzerland,36.0
2020/21,360340.0,Bobby De Cordova-Reid,Bobby,De Cordova-Reid,F,14.0,Forward,n/a,n/a,38.0,31 years 203 days,Jamaica,40.0
2020/21,356746.0,Isaac Hayden,Isaac,Hayden,M,14.0,Midfielder,Newcastle United,NEW,38.0,29 years 154 days,England,40.0
2020/21,7748.0,Luka Milivojevic,Luka,Milivojevic,M,4.0,Centre Central Midfielder,n/a,n/a,38.0,33 years 138 days,Serbia,40.0
2020/21,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,n/a,n/a,38.0,32 years 260 days,New Zealand,40.0
2020/21,41062.0,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,F,9.0,Centre Striker,Everton,EVE,37.0,27 years 160 days,England,44.0
2020/21,325335.0,Wesley Fofana,Wesley,Fofana,D,29.0,Centre Central Defender,n/a,n/a,37.0,23 years 250 days,France,44.0
2020/21,112119.0,Alexandre Lacazette,Alexandre,Lacazette,F,10.0,Centre Striker,Arsenal,ARS,37.0,33 years 87 days,France,44.0
2020/21,211678.0,Allan,Allan,Marques Loureiro,M,6.0,Centre/Right Central Midfielder,n/a,n/a,37.0,33 years 228 days,Brazil,44.0
2020/21,340565.0,Youri Tielemans,Youri,Tielemans,M,8.0,Centre Central Midfielder,n/a,n/a,37.0,27 years 108 days,Belgium,44.0
2020/21,297850.0,Patrick Bamford,Patrick,Bamford,F,n/a,Centre Striker,Leeds United,LEE,36.0,30 years 353 days,England,49.0
2020/21,180093.0,Josh Brownhill,Josh,Brownhill,M,8.0,Centre Central Midfielder,Burnley,BUR,36.0,28 years 248 days,England,49.0
2020/21,346821.0,João Cancelo,João Pedro,Cavaco Cancelo,D,2.0,Right Full Back,Manchester City,MCI,36.0,30 years 88 days,Portugal,49.0
2020/21,347737.0,N'Golo Kanté,N'Golo,Kanté,M,7.0,Centre Central Midfielder,n/a,n/a,36.0,33 years 147 days,France,49.0
2020/21,323012.0,Cheikhou Kouyaté,Cheikhou,Kouyaté,M,8.0,Centre Defensive Midfielder,n/a,n/a,36.0,34 years 246 days,Senegal,49.0
2020/21,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,n/a,n/a,36.0,29 years 259 days,England,49.0
2020/21,322315.0,Christian Benteke,Christian,Benteke,F,20.0,Forward,n/a,n/a,35.0,33 years 264 days,Belgium,55.0
2020/21,302934.0,Dan Burn,Dan,Burn,D,33.0,Centre Central Defender,n/a,n/a,35.0,32 years 106 days,England,55.0
2020/21,211499.0,Matty Cash,Matty,Cash,D,2.0,Right Full Back,Aston Villa,AVL,35.0,27 years 16 days,Poland,55.0
2020/21,354251.0,André Gomes,André Filipe,Tavares Gomes,M,n/a,Midfielder,n/a,n/a,35.0,31 years 24 days,Portugal,55.0
2020/21,336080.0,Ashley Westwood,Ashley,Westwood,M,8.0,Centre Central Midfielder,n/a,n/a,35.0,34 years 144 days,England,55.0
2020/21,130310.0,Stuart Armstrong,Stuart,Armstrong,M,17.0,Left Winger,n/a,n/a,34.0,32 years 146 days,Scotland,60.0
2020/21,336614.0,Matheus Pereira,Matheus Fellipe,Costa Pereira,M,15.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,34.0,28 years 110 days,Brazil,60.0
2020/21,160681.0,Darnell Furlong,Darnell,Furlong,D,2.0,Right Full Back,West Bromwich Albion,WBA,34.0,28 years 297 days,England,60.0
2020/21,186988.0,Joël Veltman,Joël,Veltman,D,34.0,Centre/Right Full Back,Brighton & Hove Albion,BHA,34.0,32 years 221 days,Netherlands,60.0
2020/21,314636.0,Richarlison,Richarlison,de Andrade,F,9.0,Left/Centre/Right Second Striker,n/a,n/a,33.0,27 years 105 days,Brazil,64.0
2020/21,300571.0,Lucas Digne,Lucas,Digne,D,12.0,Left Full Back,n/a,n/a,33.0,31 years 34 days,France,64.0
2020/21,356762.0,John Fleck,John,Fleck,M,23.0,Centre Central Midfielder,n/a,n/a,33.0,32 years 365 days,Scotland,64.0
2020/21,341032.0,Enda Stevens,Enda,Stevens,D,3.0,Left Full Back,n/a,n/a,33.0,34 years 45 days,Ireland,64.0
2020/21,187645.0,Kyle Walker-Peters,Kyle,Walker-Peters,D,2.0,Right Full Back,Southampton,SOU,33.0,27 years 132 days,England,64.0
2020/21,342617.0,Ola Aina,Ola,Aina,D,34.0,Right Full Back,Fulham,FUL,32.0,27 years 320 days,Nigeria,69.0
2020/21,341459.0,César Azpilicueta,César,Azpilicueta,D,3.0,Right Full Back,n/a,n/a,32.0,34 years 361 days,Spain,69.0
2020/21,337833.0,Jorginho,Jorge Luiz,Frello Filho,M,20.0,Centre Central Midfielder,n/a,n/a,32.0,32 years 247 days,Italy,69.0
2020/21,336342.0,Mario Lemina,Mario,Lemina,M,5.0,Centre Central Midfielder,Fulham,FUL,32.0,30 years 357 days,Gabon,69.0
2020/21,52229.0,James McArthur,James,McArthur,M,n/a,Central Midfielder,n/a,n/a,32.0,36 years 321 days,Scotland,69.0
2020/21,128164.0,Joel Ward,Joel,Ward,D,n/a,Defender,Crystal Palace,CRY,32.0,34 years 299 days,England,69.0
2020/21,342776.0,Wilfried Zaha,Wilfried,Zaha,F,14.0,Left/Centre/Right Winger,n/a,n/a,32.0,31 years 287 days,Cote D’Ivoire,69.0
2020/21,356422.0,Leander Dendoncker,Leander,Dendoncker,M,32.0,Centre Central Midfielder,n/a,n/a,31.0,29 years 130 days,Belgium,76.0
2020/21,52087.0,Reece James,Reece,James,D,24.0,Right Full Back,Chelsea,CHE,31.0,24 years 259 days,England,76.0
2020/21,362819.0,Ayoze Pérez,Ayoze,Pérez,F,22.0,Left/Centre/Right Winger,n/a,n/a,31.0,31 years 25 days,Spain,76.0
2020/21,342564.0,Nathan Redmond,Nathan,Redmond,M,15.0,Left/Right Winger,Southampton,SOU,31.0,30 years 170 days,England,76.0
2020/21,95187.0,Jay Rodriguez,Jay,Rodriguez,F,9.0,Left/Centre/Right Second Striker,Burnley,BUR,31.0,35 years 25 days,England,76.0
2020/21,357917.0,Jonjo Shelvey,Jonjo,Shelvey,M,6.0,Central Midfielder,Newcastle United,NEW,31.0,32 years 178 days,England,76.0
2020/21,360932.0,Bertrand Traoré,Bertrand,Traoré,F,20.0,Left/Right Winger,n/a,n/a,31.0,28 years 352 days,Burkina Faso,76.0
2020/21,362816.0,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,D,29.0,Right Full Back,n/a,n/a,31.0,26 years 271 days,England,76.0
2020/21,161456.0,Ché Adams,Ché,Adams,F,10.0,Centre Striker,n/a,n/a,30.0,28 years 41 days,Scotland,84.0
2020/21,132955.0,Kyle Bartley,Kyle,Bartley,D,5.0,Centre Central Defender,West Bromwich Albion,WBA,30.0,33 years 93 days,England,84.0
2020/21,30517.0,Jan Bednarek,Jan,Bednarek,D,35.0,Centre Central Defender,Southampton,SOU,30.0,28 years 133 days,Poland,84.0
2020/21,342631.0,Jake Livermore,Jake,Livermore,M,8.0,Centre Defensive Midfielder,West Bromwich Albion,WBA,30.0,34 years 283 days,England,84.0
2020/21,347329.0,Ivan Cavaleiro,Ivan Ricardo,Neves Abreu Cavaleiro,F,17.0,Left Winger,n/a,n/a,30.0,30 years 310 days,Angola,84.0
2020/21,362433.0,Oriol Romeu,Oriol,Romeu,M,14.0,Centre Defensive Midfielder,Southampton,SOU,30.0,32 years 334 days,Spain,84.0
2020/21,284417.0,Ben White,Ben,White,D,4.0,Centre/Right Central Defender,n/a,n/a,30.0,26 years 320 days,England,84.0
2020/21,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,29.0,34 years 148 days,Jamaica,91.0
2020/21,359145.0,Luke Ayling,Luke,Ayling,D,12.0,Right Full Back,n/a,n/a,29.0,32 years 364 days,England,91.0
2020/21,281358.0,Ryan Bertrand,Ryan,Bertrand,D,5.0,Left Full Back,n/a,n/a,29.0,35 years 18 days,England,91.0
2020/21,258090.0,Vladimír Coufal,Vladimír,Coufal,D,5.0,Right Full Back,West Ham United,WHU,29.0,32 years 1 day,Czech Republic,91.0
2020/21,136802.0,Moussa Djenepo,Moussa,Djenepo,M,19.0,Midfielder,n/a,n/a,29.0,26 years 69 days,Mali,91.0
2020/21,133133.0,John Egan,John,Egan,D,12.0,Centre Central Defender,Sheffield United,SHU,29.0,31 years 308 days,Ireland,91.0
2020/21,357711.0,Mason Holgate,Mason,Holgate,D,5.0,Defender,n/a,n/a,29.0,27 years 306 days,England,91.0
2020/21,341253.0,Ruben Loftus-Cheek,Ruben,Loftus-Cheek,M,8.0,Centre Central Midfielder,Fulham,FUL,29.0,28 years 213 days,England,91.0
2020/21,362188.0,Matt Phillips,Matt,Phillips,M,10.0,Left/Right Winger,West Bromwich Albion,WBA,29.0,33 years 163 days,Scotland,91.0
2020/21,355414.0,Romain Saïss,Romain,Saïss,D,14.0,Centre Central Defender,n/a,n/a,29.0,34 years 150 days,Morocco,91.0
2020/21,347736.0,Fabinho,Fábio Henrique,Tavares,M,8.0,Centre Defensive Midfielder,n/a,n/a,29.0,30 years 305 days,Brazil,91.0
2020/21,160580.0,Semi Ajayi,Semi,Ajayi,D,6.0,Centre Central Defender,West Bromwich Albion,WBA,28.0,30 years 288 days,Nigeria,102.0
2020/21,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,n/a,n/a,28.0,27 years 142 days,Brazil,102.0
2020/21,349224.0,Jack Harrison,Jack,Harrison,M,7.0,Midfielder,n/a,n/a,28.0,27 years 277 days,England,102.0
2020/21,322089.0,Angelo Ogbonna,Angelo,Ogbonna,D,n/a,Central Defender,n/a,n/a,28.0,36 years 92 days,Italy,102.0
2020/21,135654.0,Bukayo Saka,Bukayo,Saka,F,77.0,Left Winger,Arsenal,ARS,28.0,22 years 353 days,England,102.0
2020/21,363001.0,Matt Targett,Matt,Targett,D,n/a,Left Full Back,n/a,n/a,28.0,28 years 340 days,England,102.0
2020/21,314795.0,Kenny Tete,Kenny,Tete,D,n/a,Right Full Back,Fulham,FUL,28.0,28 years 319 days,Netherlands,102.0
2020/21,349917.0,Andros Townsend,Andros,Townsend,M,30.0,Midfielder,n/a,n/a,28.0,33 years 38 days,England,102.0
2020/21,355268.0,Timo Werner,Timo,Werner,F,16.0,Centre Striker,n/a,n/a,28.0,28 years 170 days,Germany,102.0
2020/21,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,27.0,33 years 56 days,Belgium,111.0
2020/21,340669.0,Kai Havertz,Kai,Havertz,M,29.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,27.0,25 years 73 days,Germany,111.0
2020/21,346844.0,Neal Maupay,Neal,Maupay,F,7.0,Centre Striker,n/a,n/a,27.0,28 years 9 days,France,111.0
2020/21,314846.0,James Tarkowski,James,Tarkowski,D,6.0,Centre Central Defender,Burnley,BUR,27.0,31 years 278 days,England,111.0
2020/21,336745.0,Leandro Trossard,Leandro,Trossard,F,19.0,Forward,Brighton & Hove Albion,BHA,27.0,29 years 263 days,Belgium,111.0
2020/21,345098.0,Tom Davies,Tom,Davies,M,22.0,Midfielder,n/a,n/a,26.0,26 years 54 days,England,116.0
2020/21,356767.0,Pablo Fornals,Pablo,Fornals,M,18.0,Attacking Midfielder,n/a,n/a,26.0,28 years 183 days,Spain,116.0
2020/21,362144.0,Kelechi Iheanacho,Kelechi,Iheanacho,F,9.0,Centre Striker,n/a,n/a,26.0,27 years 325 days,Nigeria,116.0
2020/21,344721.0,Harry Kane,Harry,Kane,F,9.0,Striker,n/a,n/a,26.0,31 years 26 days,England,116.0
2020/21,32140.0,Solly March,Solly,March,M,7.0,Left/Centre/Right Attacking Midfielder,Brighton & Hove Albion,BHA,26.0,30 years 34 days,England,116.0
2020/21,361852.0,Tanguy Ndombélé,Tanguy,Ndombélé,M,22.0,Midfielder,n/a,n/a,26.0,27 years 239 days,France,116.0
2020/21,144579.0,Oliver Norwood,Oliver,Norwood,M,16.0,Centre Central Midfielder,Sheffield United,SHU,26.0,33 years 133 days,Northern Ireland,116.0
2020/21,327274.0,Erik Pieters,Erik,Pieters,D,15.0,Left Full Back,Burnley,BUR,26.0,36 years 16 days,Netherlands,116.0
2020/21,355776.0,Sergio Reguilón,Sergio,Reguilón,D,12.0,Left Full Back,Tottenham Hotspur,TOT,26.0,27 years 251 days,Spain,116.0
2020/21,258788.0,Pascal Struijk,Pascal,Struijk,D,21.0,Centre Central Defender,Leeds United,LEE,26.0,25 years 12 days,Netherlands,116.0
2020/21,11259.0,Jamie Vardy,Jamie,Vardy,F,9.0,Centre Striker,Leicester City,LEI,26.0,37 years 225 days,England,116.0
2020/21,342387.0,Ethan Ampadu,Ethan,Ampadu,D,4.0,Central Defender,Sheffield United,SHU,25.0,23 years 344 days,Wales,127.0
2020/21,15123.0,Chris Basham,Chris,Basham,D,6.0,Centre Central Defender,Sheffield United,SHU,25.0,36 years 34 days,England,127.0
2020/21,346845.0,Rob Holding,Rob,Holding,D,4.0,Centre Central Defender,n/a,n/a,25.0,28 years 338 days,England,127.0
2020/21,19620.0,Marcus Rashford,Marcus,Rashford,F,10.0,Left/Centre Second Striker,Manchester United,MUN,25.0,26 years 297 days,England,127.0
2020/21,42727.0,Jeffrey Schlupp,Jeffrey,Schlupp,M,15.0,Left Winger,Crystal Palace,CRY,25.0,31 years 244 days,Ghana,127.0
2020/21,255674.0,Diogo Jota,Diogo José,Teixeira da Silva,F,20.0,Left/Centre/Right Striker,Liverpool,LIV,25.0,27 years 263 days,Portugal,127.0
2020/21,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,25.0,34 years 87 days,England,127.0
2020/21,362177.0,Okay Yokuslu,Okay,Yokuslu,M,35.0,Defensive Midfielder,West Bromwich Albion,WBA,25.0,30 years 167 days,Turkey,127.0
2020/21,160671.0,Joelinton,Joelinton Cássio,Apolinário de Lira,F,7.0,Centre Striker,Newcastle United,NEW,24.0,28 years 9 days,Brazil,135.0
2020/21,315703.0,Sébastien Haller,Sébastien,Haller,F,9.0,Centre Striker,n/a,n/a,24.0,30 years 62 days,Cote D’Ivoire,135.0
2020/21,283441.0,Érik Lamela,Érik,Lamela,M,17.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,24.0,32 years 172 days,Argentina,135.0
2020/21,44159.0,Victor Lindelöf,Victor,Lindelöf,D,n/a,Centre Central Defender,Manchester United,MUN,24.0,30 years 37 days,Sweden,135.0
2020/21,362697.0,Pedro Neto,Pedro,Lomba Neto,F,7.0,Left/Right Winger,n/a,n/a,24.0,24 years 167 days,Portugal,135.0
2020/21,359871.0,John Lundstram,John,Lundstram,M,5.0,Centre Central Midfielder,Sheffield United,SHU,24.0,30 years 187 days,England,135.0
2020/21,361726.0,Oliver McBurnie,Oliver,McBurnie,F,16.0,Centre Striker,Sheffield United,SHU,24.0,28 years 80 days,Scotland,135.0
2020/21,336893.0,Adam Webster,Adam,Webster,D,4.0,Defender,Brighton & Hove Albion,BHA,24.0,29 years 232 days,England,135.0
2020/21,356787.0,Sèrge Aurier,Sèrge,Aurier,D,92.0,Right Full Back,n/a,n/a,23.0,31 years 243 days,Cote D’Ivoire,143.0
2020/21,346831.0,Oliver Burke,Oliver,Burke,F,45.0,Centre Striker,n/a,n/a,23.0,27 years 138 days,Scotland,143.0
2020/21,187393.0,Dani Ceballos,Dani,Ceballos,M,8.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,23.0,28 years 16 days,Spain,143.0
2020/21,325151.0,Ben Chilwell,Ben,Chilwell,D,21.0,Left Full Back,Chelsea,CHE,23.0,27 years 246 days,England,143.0
2020/21,14742.0,Liam Cooper,Liam,Cooper,D,6.0,Centre Central Defender,Leeds United,LEE,23.0,32 years 359 days,Scotland,143.0
2020/21,202648.0,Gabriel Magalhães,Gabriel,dos Santos Magalhães,D,6.0,Centre Central Defender,Arsenal,ARS,23.0,26 years 248 days,Brazil,143.0
2020/21,222694.0,Abdoulaye Doucouré,Abdoulaye,Doucouré,M,16.0,Centre Central Midfielder,Everton,EVE,23.0,31 years 235 days,Mali,143.0
2020/21,162005.0,Jacob Murphy,Jacob,Murphy,M,14.0,Left/Right Winger,Newcastle United,NEW,23.0,29 years 181 days,England,143.0
2020/21,340596.0,Tyler Roberts,Tyler,Roberts,F,8.0,Centre Second Striker,Leeds United,LEE,23.0,25 years 224 days,Wales,143.0
2020/21,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,23.0,30 years 165 days,Scotland,143.0
2020/21,340986.0,Lucas Moura,Lucas,Rodrigues Moura da Silva,F,n/a,Winger,n/a,n/a,23.0,32 years 10 days,Brazil,143.0
2020/21,289629.0,Tammy Abraham,Tammy,Abraham,F,9.0,Centre Striker,n/a,n/a,22.0,26 years 326 days,England,154.0
2020/21,19511.0,Roberto Firmino,Roberto Firmino,Barbosa de Oliveira,F,9.0,Left/Centre/Right Striker,n/a,n/a,22.0,32 years 326 days,Brazil,154.0
2020/21,340930.0,Conor Coady,Conor,Coady,D,4.0,Centre Central Defender,n/a,n/a,22.0,31 years 180 days,England,154.0
2020/21,258686.0,Ibrahima Diallo,Ibrahima,Diallo,M,27.0,Central Midfielder,Southampton,SOU,22.0,25 years 168 days,France,154.0
2020/21,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,22.0,32 years 276 days,England,154.0
2020/21,135591.0,Sean Longstaff,Sean,Longstaff,M,36.0,Centre Central Midfielder,Newcastle United,NEW,22.0,26 years 298 days,England,154.0
2020/21,343686.0,Yerry Mina,Yerry,Mina,D,26.0,Central Defender,n/a,n/a,22.0,29 years 335 days,Colombia,154.0
2020/21,354653.0,Aleksandar Mitrovic,Aleksandar,Mitrovic,F,9.0,Forward,n/a,n/a,22.0,29 years 342 days,Serbia,154.0
2020/21,6723.0,Fernandinho,Fernando Luiz,Rosa,M,25.0,Centre Defensive Midfielder,n/a,n/a,22.0,39 years 111 days,Brazil,154.0
2020/21,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,22.0,32 years 69 days,Egypt,154.0
2020/21,348051.0,Davinson Sánchez,Davinson,Sánchez,D,6.0,Centre Central Defender,n/a,n/a,22.0,28 years 72 days,Colombia,154.0
2020/21,275377.0,Fabian Schär,Fabian,Schär,D,n/a,Defender,Newcastle United,NEW,22.0,32 years 247 days,Switzerland,154.0
2020/21,52240.0,Gylfi Sigurdsson,Gylfi,Sigurdsson,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,22.0,34 years 350 days,Iceland,154.0
2020/21,288560.0,Moussa Sissoko,Moussa,Sissoko,M,17.0,Centre/Right Central Midfielder,n/a,n/a,22.0,35 years 7 days,France,154.0
2020/21,30533.0,Trent Alexander-Arnold,Trent,Alexander-Arnold,D,n/a,Right Full Back,Liverpool,LIV,21.0,25 years 321 days,England,168.0
2020/21,342164.0,Héctor Bellerín,Héctor,Bellerín,D,2.0,Right Full Back,n/a,n/a,21.0,29 years 157 days,Spain,168.0
2020/21,315651.0,Robert Brady,Robert,Brady,M,11.0,Left Winger,n/a,n/a,21.0,32 years 222 days,Ireland,168.0
2020/21,355446.0,Edinson Cavani,Edinson,Cavani,F,10.0,Centre Striker,n/a,n/a,21.0,37 years 191 days,Uruguay,168.0
2020/21,49709.0,Jack Cork,Jack,Cork,M,4.0,Centre Central Midfielder,Burnley,BUR,21.0,35 years 59 days,England,168.0
2020/21,257590.0,Rúben Dias,Rúben,dos Santos Gato Alves Dias,D,3.0,Centre Central Defender,Manchester City,MCI,21.0,27 years 101 days,Portugal,168.0
2020/21,345135.0,Tariq Lamptey,Tariq,Lamptey,D,n/a,Defender,Brighton & Hove Albion,BHA,21.0,23 years 328 days,Ghana,168.0
2020/21,319734.0,Jesse Lingard,Jesse,Lingard,M,11.0,Left/Centre/Right Attacking Midfielder,Manchester United,MUN,21.0,31 years 252 days,England,168.0
2020/21,347827.0,Nampalys Mendy,Nampalys,Mendy,M,26.0,Centre Defensive Midfielder,n/a,n/a,21.0,32 years 61 days,Senegal,168.0
2020/21,160323.0,Tyrone Mings,Tyrone,Mings,D,5.0,Centre Central Defender,Aston Villa,AVL,21.0,31 years 163 days,England,168.0
