Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Fouls,Age,Nationality,Rank
2021/22,361016.0,Albert Sambi Lokonga,Albert,Sambi Lokonga,M,12.0,Centre Central Midfielder,n/a,n/a,12.0,24 years 306 days,Belgium,269.0
2021/22,130310.0,Stuart Armstrong,Stuart,Armstrong,M,17.0,Left Winger,n/a,n/a,11.0,32 years 146 days,Scotland,283.0
2021/22,315360.0,Andreas Christensen,Andreas,Christensen,D,15.0,Centre Central Defender,n/a,n/a,11.0,28 years 135 days,Denmark,283.0
2021/22,294007.0,Matt Doherty,Matt,Doherty,D,2.0,Right Full Back,n/a,n/a,11.0,32 years 220 days,Ireland,283.0
2021/22,138634.0,Curtis Jones,Curtis,Jones,M,17.0,Centre Central Midfielder,Liverpool,LIV,11.0,23 years 206 days,England,283.0
2021/22,177697.0,Adam Lallana,Adam,Lallana,M,10.0,Left/Centre Attacking Midfielder,n/a,n/a,11.0,36 years 105 days,England,283.0
2021/22,348087.0,Manuel Lanzini,Manuel,Lanzini,M,10.0,Attacking Midfielder,n/a,n/a,11.0,31 years 190 days,Argentina,283.0
2021/22,355268.0,Timo Werner,Timo,Werner,F,16.0,Centre Striker,n/a,n/a,11.0,28 years 170 days,Germany,283.0
2021/22,340927.0,Harry Winks,Harry,Winks,M,8.0,Centre Central Midfielder,n/a,n/a,11.0,28 years 203 days,England,283.0
2021/22,319999.0,Oleksandr Zinchenko,Oleksandr,Zinchenko,D,17.0,Left Full Back,Manchester City,MCI,11.0,27 years 252 days,Ukraine,283.0
2021/22,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,West Ham United,WHU,11.0,29 years 301 days,France,283.0
2021/22,356522.0,Jonny,Jonathan,Castro Otto,D,19.0,Defender,n/a,n/a,10.0,30 years 173 days,Spain,293.0
2021/22,325151.0,Ben Chilwell,Ben,Chilwell,D,21.0,Left Full Back,Chelsea,CHE,10.0,27 years 246 days,England,293.0
2021/22,346116.0,Ryan Fraser,Ryan,Fraser,M,26.0,Left/Right Winger,Newcastle United,NEW,10.0,30 years 181 days,Scotland,293.0
2021/22,347498.0,Callum Hudson-Odoi,Callum,Hudson-Odoi,F,14.0,Left Winger,n/a,n/a,10.0,23 years 290 days,England,293.0
2021/22,361626.0,Ben Johnson,Ben,Johnson,D,18.0,Right Full Back,n/a,n/a,10.0,24 years 212 days,England,293.0
2021/22,362873.0,Zanka,Mathias,Jørgensen,D,13.0,Centre Central Defender,n/a,n/a,10.0,34 years 122 days,Denmark,293.0
2021/22,342398.0,Ozan Kabak,Ozan,Kabak,D,5.0,Centre Central Defender,Norwich City,NOR,10.0,24 years 151 days,Turkey,293.0
2021/22,279619.0,Ibrahima Konaté,Ibrahima,Konaté,D,5.0,Centre Central Defender,Liverpool,LIV,10.0,25 years 90 days,France,293.0
2021/22,131779.0,Riyad Mahrez,Riyad,Mahrez,F,26.0,Left/Right Winger,n/a,n/a,10.0,33 years 184 days,Algeria,293.0
2021/22,188297.0,Jeremy Ngakia,Jeremy,Ngakia,D,2.0,Right Full Back,Watford,WAT,10.0,23 years 351 days,England,293.0
2021/22,345067.0,Alex Oxlade-Chamberlain,Alex,Oxlade-Chamberlain,M,15.0,Central Midfielder,n/a,n/a,10.0,31 years 8 days,England,293.0
2021/22,277658.0,Danny Rose,Danny,Rose,D,3.0,Left Full Back,Watford,WAT,10.0,34 years 52 days,England,293.0
2021/22,349917.0,Andros Townsend,Andros,Townsend,M,30.0,Midfielder,n/a,n/a,10.0,33 years 38 days,England,293.0
2021/22,344967.0,Adama Traoré,Adama,Traoré,F,11.0,Winger,n/a,n/a,10.0,28 years 211 days,Spain,293.0
2021/22,187388.0,Nathan Aké,Nathan,Aké,D,6.0,Left/Centre Central Defender,Manchester City,MCI,9.0,29 years 187 days,Netherlands,307.0
2021/22,360571.0,Saïd Benrahma,Saïd,Benrahma,F,17.0,Left Winger,n/a,n/a,9.0,29 years 13 days,Algeria,307.0
2021/22,315923.0,Steven Bergwijn,Steven,Bergwijn,F,7.0,Left/Right Winger,n/a,n/a,9.0,26 years 320 days,Netherlands,307.0
2021/22,136802.0,Moussa Djenepo,Moussa,Djenepo,M,19.0,Midfielder,n/a,n/a,9.0,26 years 69 days,Mali,307.0
2021/22,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,9.0,32 years 276 days,England,307.0
2021/22,346845.0,Rob Holding,Rob,Holding,D,4.0,Centre Central Defender,n/a,n/a,9.0,28 years 338 days,England,307.0
2021/22,268846.0,Jonjoe Kenny,Jonjoe,Kenny,D,16.0,Right Full Back,n/a,n/a,9.0,27 years 161 days,England,307.0
2021/22,96938.0,Shane Long,Shane,Long,F,7.0,Centre Striker,Southampton,SOU,9.0,37 years 214 days,Ireland,307.0
2021/22,356123.0,Javier Manquillo,Javier,Manquillo,D,22.0,Right Full Back,n/a,n/a,9.0,30 years 110 days,Spain,307.0
2021/22,319809.0,Ben Mee,Ben,Mee,D,16.0,Centre Central Defender,Burnley,BUR,9.0,34 years 337 days,England,307.0
2021/22,361033.0,Saúl Ñíguez,Saúl,Ñíguez,M,17.0,Centre Central Midfielder,n/a,n/a,9.0,29 years 276 days,Spain,307.0
2021/22,339963.0,Ethan Pinnock,Ethan,Pinnock,D,n/a,Left/Centre Central Defender,Brentford,BRE,9.0,31 years 86 days,Jamaica,307.0
2021/22,286394.0,Josh Sargent,Josh,Sargent,F,9.0,Centre Striker,Norwich City,NOR,9.0,24 years 185 days,United States,307.0
2021/22,342630.0,Chiquinho,Francisco Jorge,Tavares Oliveira,M,20.0,Left/Right Winger,Wolverhampton Wanderers,WOL,9.0,24 years 200 days,Portugal,307.0
2021/22,359872.0,Ozan Tufan,Ozan,Tufan,M,11.0,Centre Defensive Midfielder,n/a,n/a,9.0,29 years 153 days,Turkey,307.0
2021/22,360741.0,Donny van de Beek,Donny,van de Beek,M,6.0,Centre Central Midfielder,n/a,n/a,9.0,27 years 127 days,Netherlands,307.0
2021/22,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,9.0,33 years 46 days,Netherlands,307.0
2021/22,337217.0,Matej Vydra,Matej,Vydra,F,11.0,Forward,Burnley,BUR,9.0,32 years 114 days,Czech Republic,307.0
2021/22,325683.0,Mads Bech,Mads,Bech,D,5.0,Central Defender,n/a,n/a,8.0,25 years 229 days,Denmark,325.0
2021/22,263914.0,Daniel Podence,Daniel,Castelo Podence,M,56.0,Left Winger,Wolverhampton Wanderers,WOL,8.0,28 years 307 days,Portugal,325.0
2021/22,312585.0,Philippe Coutinho,Philippe,Coutinho Correia,M,23.0,Left/Centre/Right Attacking Midfielder,Aston Villa,AVL,8.0,32 years 72 days,Brazil,325.0
2021/22,160457.0,Fabian Delph,Fabian,Delph,M,8.0,Left/Centre Central Midfielder,n/a,n/a,8.0,34 years 276 days,England,325.0
2021/22,258686.0,Ibrahima Diallo,Ibrahima,Diallo,M,27.0,Central Midfielder,Southampton,SOU,8.0,25 years 168 days,France,325.0
2021/22,362146.0,Anwar El Ghazi,Anwar,El Ghazi,F,20.0,Left/Right Winger,Everton,EVE,8.0,29 years 112 days,Netherlands,325.0
2021/22,342996.0,Anthony Elanga,Anthony,Elanga,F,21.0,Left Winger,n/a,n/a,8.0,22 years 118 days,Sweden,325.0
2021/22,361839.0,Peter Etebo,Peter,Etebo,M,5.0,Midfielder,Watford,WAT,8.0,28 years 288 days,Nigeria,325.0
2021/22,347054.0,Romelu Lukaku,Romelu,Lukaku,F,90.0,Centre Striker,Chelsea,CHE,8.0,31 years 102 days,Belgium,325.0
2021/22,341051.0,Arthur Masuaku,Arthur,Masuaku,D,26.0,Left Full Back,n/a,n/a,8.0,30 years 290 days,DR Congo,325.0
2021/22,362398.0,Nicolas Pépé,Nicolas,Pépé,F,19.0,Right Winger,n/a,n/a,8.0,29 years 86 days,Cote D’Ivoire,325.0
2021/22,361786.0,Malang Sarr,Malang,Sarr,D,20.0,Centre Central Defender,n/a,n/a,8.0,25 years 213 days,France,325.0
2021/22,23381.0,Jack Stephens,Jack,Stephens,D,n/a,Defender,n/a,n/a,8.0,30 years 209 days,England,325.0
2021/22,323820.0,Nikola Vlasic,Nikola,Vlasic,M,16.0,Centre Attacking Midfielder,n/a,n/a,8.0,26 years 324 days,Croatia,325.0
2021/22,286396.0,Yoane Wissa,Yoane,Wissa,M,11.0,Left Winger,Brentford,BRE,8.0,27 years 355 days,DR Congo,325.0
2021/22,19511.0,Roberto Firmino,Roberto Firmino,Barbosa de Oliveira,F,9.0,Left/Centre/Right Striker,n/a,n/a,7.0,32 years 326 days,Brazil,340.0
2021/22,325444.0,Willy-Arnaud Boly,Willy-Arnaud,Boly,D,30.0,Centre Central Defender,n/a,n/a,7.0,33 years 202 days,Cote D’Ivoire,340.0
2021/22,345054.0,Moisés Caicedo,Moisés,Caicedo,M,25.0,Centre Defensive Midfielder,n/a,n/a,7.0,22 years 295 days,Ecuador,340.0
2021/22,355446.0,Edinson Cavani,Edinson,Cavani,F,10.0,Centre Striker,n/a,n/a,7.0,37 years 191 days,Uruguay,340.0
2021/22,325335.0,Wesley Fofana,Wesley,Fofana,D,29.0,Centre Central Defender,n/a,n/a,7.0,23 years 250 days,France,340.0
2021/22,360266.0,Sam Greenwood,Sam,Greenwood,M,20.0,Attacking Midfielder,Leeds United,LEE,7.0,22 years 210 days,England,340.0
2021/22,362982.0,Adam Idah,Adam,Idah,F,9.0,Striker,n/a,n/a,7.0,23 years 194 days,Ireland,340.0
2021/22,300156.0,James Justin,James,Justin,D,n/a,Defender,Leicester City,LEI,7.0,26 years 182 days,England,340.0
2021/22,356760.0,Connor Roberts,Connor,Roberts,D,33.0,Right Full Back,Burnley,BUR,7.0,28 years 335 days,Wales,340.0
2021/22,175680.0,Lukas Rupp,Lukas,Rupp,M,7.0,Left/Centre/Right Central Midfielder,Norwich City,NOR,7.0,33 years 228 days,Germany,340.0
2021/22,186704.0,Jacob Sørensen,Jacob,Sørensen,M,19.0,Centre Central Midfielder,Norwich City,NOR,7.0,26 years 173 days,Denmark,340.0
2021/22,51519.0,James Tomkins,James,Tomkins,D,5.0,Defender,n/a,n/a,7.0,35 years 147 days,England,340.0
2021/22,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,7.0,34 years 87 days,England,340.0
2021/22,337842.0,Marc Albrighton,Marc,Albrighton,M,22.0,Left/Right Winger,n/a,n/a,6.0,34 years 279 days,England,353.0
2021/22,347834.0,Steven Alzate,Steven,Alzate,M,17.0,Left/Centre/Right Central Midfielder,n/a,n/a,6.0,25 years 350 days,Colombia,353.0
2021/22,360330.0,Shandon Baptiste,Shandon,Baptiste,M,26.0,Central Midfielder,n/a,n/a,6.0,26 years 137 days,Grenada,353.0
2021/22,129749.0,Ricardo Pereira,Ricardo Domingos,Barbosa Pereira,D,21.0,Right Full Back,Leicester City,LEI,6.0,30 years 322 days,Portugal,353.0
2021/22,349855.0,Ciaran Clark,Ciaran,Clark,D,26.0,Centre Central Defender,n/a,n/a,6.0,34 years 332 days,Ireland,353.0
2021/22,323869.0,Kortney Hause,Kortney,Hause,D,30.0,Centre Central Defender,Aston Villa,AVL,6.0,29 years 38 days,England,353.0
2021/22,362819.0,Ayoze Pérez,Ayoze,Pérez,F,22.0,Left/Centre/Right Winger,n/a,n/a,6.0,31 years 25 days,Spain,353.0
2021/22,297850.0,Patrick Bamford,Patrick,Bamford,F,n/a,Centre Striker,Leeds United,LEE,5.0,30 years 353 days,England,360.0
2021/22,322882.0,Issa Diop,Issa,Diop,D,31.0,Centre Central Defender,West Ham United,WHU,5.0,27 years 227 days,France,360.0
2021/22,163773.0,Mohamed Elneny,Mohamed Naser,Elsayed Elneny,M,15.0,Centre Defensive Midfielder,n/a,n/a,5.0,32 years 43 days,Egypt,360.0
2021/22,318378.0,Christian Eriksen,Christian,Eriksen,M,14.0,Centre Attacking Midfielder,Brentford,BRE,5.0,32 years 191 days,Denmark,360.0
2021/22,320724.0,Eberechi Eze,Eberechi,Eze,M,10.0,Centre Attacking Midfielder,Crystal Palace,CRY,5.0,26 years 55 days,England,360.0
2021/22,41538.0,Joe Gomez,Joe,Gomez,D,2.0,Left/Centre/Right Central Defender,Liverpool,LIV,5.0,27 years 92 days,England,360.0
2021/22,362487.0,Charlie Goode,Charlie,Goode,D,15.0,Centre Central Defender,n/a,n/a,5.0,29 years 20 days,England,360.0
2021/22,337366.0,Ki-Jana Hoever,Ki-Jana,Hoever,D,17.0,Right Full Back,n/a,n/a,5.0,22 years 218 days,Netherlands,360.0
2021/22,30562.0,Christian Kabasele,Christian,Kabasele,D,27.0,Centre Central Defender,n/a,n/a,5.0,33 years 181 days,Belgium,360.0
2021/22,319734.0,Jesse Lingard,Jesse,Lingard,M,11.0,Left/Centre/Right Attacking Midfielder,Manchester United,MUN,5.0,31 years 252 days,England,360.0
2021/22,343686.0,Yerry Mina,Yerry,Mina,D,26.0,Central Defender,n/a,n/a,5.0,29 years 335 days,Colombia,360.0
2021/22,322089.0,Angelo Ogbonna,Angelo,Ogbonna,D,n/a,Central Defender,n/a,n/a,5.0,36 years 92 days,Italy,360.0
2021/22,362162.0,Emile Smith Rowe,Emile,Smith Rowe,M,32.0,Centre Attacking Midfielder,n/a,n/a,5.0,24 years 26 days,England,360.0
2021/22,256106.0,Dale Stephens,Dale,Stephens,M,16.0,Centre Central Midfielder,Burnley,BUR,5.0,35 years 72 days,England,360.0
2021/22,346152.0,Kieran Tierney,Kieran,Tierney,D,17.0,Left Full Back,Arsenal,ARS,5.0,27 years 79 days,Scotland,360.0
2021/22,287525.0,Raphaël Varane,Raphaël,Varane,D,19.0,Centre Central Defender,n/a,n/a,5.0,31 years 120 days,France,360.0
2021/22,337030.0,Todd Cantwell,Todd,Cantwell,M,13.0,Left Winger,n/a,n/a,4.0,26 years 178 days,England,376.0
2021/22,322764.0,Hamza Choudhury,Hamza,Choudhury,M,4.0,Central Midfielder,Leicester City,LEI,4.0,26 years 327 days,England,376.0
2021/22,135989.0,Josh Dasilva,Josh,Dasilva,M,10.0,Left/Right Winger,Brentford,BRE,4.0,25 years 305 days,England,376.0
2021/22,345098.0,Tom Davies,Tom,Davies,M,22.0,Midfielder,n/a,n/a,4.0,26 years 54 days,England,376.0
2021/22,300073.0,Edo Kayembe,Edo,Kayembe,M,39.0,Centre Defensive Midfielder,Watford,WAT,4.0,26 years 81 days,DR Congo,376.0
2021/22,335966.0,Kevin Long,Kevin,Long,D,26.0,Centre Central Defender,Burnley,BUR,4.0,34 years 5 days,Ireland,376.0
2021/22,344429.0,Ainsley Maitland-Niles,Ainsley,Maitland-Niles,M,98.0,Centre/Right Wing Back,n/a,n/a,4.0,26 years 360 days,England,376.0
2021/22,315450.0,Takumi Minamino,Takumi,Minamino,M,18.0,Left/Centre/Right Attacking Midfielder,Liverpool,LIV,4.0,29 years 220 days,Japan,376.0
2021/22,355322.0,Jadon Sancho,Jadon,Sancho,F,10.0,Left/Right Winger,Manchester United,MUN,4.0,24 years 151 days,England,376.0
2021/22,217457.0,Francisco Sierralta,Francisco,Sierralta,D,3.0,Centre Central Defender,Watford,WAT,4.0,27 years 109 days,Chile,376.0
2021/22,287385.0,Jannik Vestergaard,Jannik,Vestergaard,D,23.0,Centre Central Defender,Leicester City,LEI,4.0,32 years 20 days,Denmark,376.0
2021/22,362951.0,Cameron Archer,Cameron,Archer,F,19.0,Forward,n/a,n/a,3.0,22 years 258 days,England,387.0
2021/22,359459.0,Lewis Bate,Lewis,Bate,M,4.0,Centre Central Midfielder,Leeds United,LEE,3.0,21 years 300 days,England,387.0
2021/22,281358.0,Ryan Bertrand,Ryan,Bertrand,D,5.0,Left Full Back,n/a,n/a,3.0,35 years 18 days,England,387.0
2021/22,318816.0,Jarrad Branthwaite,Jarrad,Branthwaite,D,22.0,Central Defender,Everton,EVE,3.0,22 years 57 days,England,387.0
2021/22,321940.0,Carney Chukwuemeka,Carney,Chukwuemeka,M,17.0,Centre Central Midfielder,Aston Villa,AVL,3.0,20 years 308 days,England,387.0
2021/22,27098.0,Nathaniel Clyne,Nathaniel,Clyne,D,17.0,Right Full Back,Crystal Palace,CRY,3.0,33 years 140 days,England,387.0
2021/22,361492.0,Charlie Cresswell,Charlie,Cresswell,D,4.0,Centre Central Defender,Leeds United,LEE,3.0,22 years 6 days,England,387.0
2021/22,355283.0,Luke Cundle,Luke,Cundle,M,25.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,3.0,22 years 119 days,England,387.0
2021/22,176689.0,Paul Dummett,Paul,Dummett,D,n/a,Defender,n/a,n/a,3.0,32 years 332 days,Wales,387.0
2021/22,320638.0,Marcus Forss,Marcus,Forss,F,21.0,Striker,n/a,n/a,3.0,25 years 66 days,Finland,387.0
2021/22,314640.0,Ryan Fredericks,Ryan,Fredericks,D,2.0,Right Wing Back,West Ham United,WHU,3.0,31 years 318 days,England,387.0
2021/22,281359.0,José Sá,José Pedro,Malheiro de Sá,G,1.0,Goalkeeper,Wolverhampton Wanderers,WOL,3.0,31 years 219 days,Portugal,387.0
2021/22,355705.0,Hannibal Mejbri,Hannibal,Mejbri,M,46.0,Centre Attacking Midfielder,Manchester United,MUN,3.0,21 years 215 days,Tunisia,387.0
2021/22,361852.0,Tanguy Ndombélé,Tanguy,Ndombélé,M,22.0,Midfielder,n/a,n/a,3.0,27 years 239 days,France,387.0
2021/22,4029.0,Mark Noble,Mark,Noble,M,16.0,Centre Central Midfielder,n/a,n/a,3.0,37 years 107 days,England,387.0
2021/22,347496.0,Andrew Omobamidele,Andrew,Omobamidele,D,12.0,Centre Central Defender,n/a,n/a,3.0,22 years 61 days,Ireland,387.0
2021/22,299030.0,Jonathan Rowe,Jonathan,Rowe,F,27.0,Left/Right Winger,Norwich City,NOR,3.0,21 years 115 days,England,387.0
2021/22,360576.0,Morgan Sanson,Morgan,Sanson,M,11.0,Attacking Midfielder,n/a,n/a,3.0,30 years 5 days,France,387.0
2021/22,31291.0,John Stones,John,Stones,D,5.0,Centre Central Defender,Manchester City,MCI,3.0,30 years 87 days,England,387.0
2021/22,363000.0,Kieran Trippier,Kieran,Trippier,D,n/a,Right Full Back,Newcastle United,NEW,3.0,33 years 339 days,England,387.0
2021/22,348160.0,Axel Tuanzebe,Axel,Tuanzebe,D,40.0,Centre Central Defender,n/a,n/a,3.0,26 years 283 days,DR Congo,387.0
2021/22,359207.0,Yan Valery,Yan,Valery,D,27.0,Defender,n/a,n/a,3.0,25 years 183 days,Tunisia,387.0
2021/22,18272.0,Eric Bailly,Eric,Bailly,D,4.0,Centre Central Defender,n/a,n/a,2.0,30 years 133 days,Cote D’Ivoire,409.0
2021/22,359465.0,Ross Barkley,Ross,Barkley,M,6.0,Centre Central Midfielder,Chelsea,CHE,2.0,30 years 262 days,England,409.0
2021/22,361507.0,Cody Drameh,Cody,Drameh,D,23.0,Right Full Back,Leeds United,LEE,2.0,22 years 259 days,England,409.0
2021/22,165275.0,Harvey Elliott,Harvey,Elliott,M,n/a,Left/Centre/Right Attacking Midfielder,Liverpool,LIV,2.0,21 years 141 days,England,409.0
2021/22,357618.0,Dwight Gayle,Dwight,Gayle,F,25.0,Centre Striker,Newcastle United,NEW,2.0,34 years 311 days,England,409.0
2021/22,323587.0,Morgan Gibbs-White,Morgan,Gibbs-White,M,10.0,Centre Central Midfielder,n/a,n/a,2.0,24 years 209 days,England,409.0
2021/22,300707.0,Toti Gomes,Tote António,Gomes,D,24.0,Centre Central Defender,Wolverhampton Wanderers,WOL,2.0,25 years 220 days,Portugal,409.0
2021/22,353568.0,Dan Gosling,Dan,Gosling,M,32.0,Midfielder,n/a,n/a,2.0,34 years 204 days,England,409.0
2021/22,359184.0,Tim Iroegbunam,Tim,Iroegbunam,M,42.0,Centre Central Midfielder,n/a,n/a,2.0,21 years 54 days,England,409.0
2021/22,343543.0,Sead Kolasinac,Sead,Kolasinac,D,23.0,Left Full Back,n/a,n/a,2.0,31 years 64 days,Bosnia & Herzegovina,409.0
2021/22,343257.0,Jamal Lewis,Jamal,Lewis,D,6.0,Left Full Back,Newcastle United,NEW,2.0,26 years 211 days,Northern Ireland,409.0
2021/22,315209.0,Giovani Lo Celso,Giovani,Lo Celso,M,17.0,Centre Attacking Midfielder,Tottenham Hotspur,TOT,2.0,28 years 136 days,Argentina,409.0
2021/22,362697.0,Pedro Neto,Pedro,Lomba Neto,F,7.0,Left/Right Winger,n/a,n/a,2.0,24 years 167 days,Portugal,409.0
2021/22,354745.0,Juan Mata,Juan,Mata,M,64.0,Midfielder,n/a,n/a,2.0,36 years 117 days,Spain,409.0
2021/22,343697.0,Benjamin Mendy,Benjamin,Mendy,D,5.0,Left Full Back,n/a,n/a,2.0,30 years 37 days,France,409.0
2021/22,346867.0,Divock Origi,Divock,Origi,F,27.0,Centre Striker,Liverpool,LIV,2.0,29 years 127 days,Belgium,409.0
2021/22,320107.0,Will Smallbone,Will,Smallbone,M,18.0,Centre Central Midfielder,Southampton,SOU,2.0,24 years 184 days,Ireland,409.0
2021/22,360135.0,Christos Tzolis,Christos,Tzolis,F,8.0,Forward,n/a,n/a,2.0,22 years 206 days,Greece,409.0
2021/22,180847.0,Daniel Bachmann,Daniel,Bachmann,G,26.0,Goalkeeper,Watford,WAT,1.0,30 years 45 days,Austria,427.0
2021/22,342493.0,Mads Bidstrup,Mads,Bidstrup,M,18.0,Centre Central Midfielder,n/a,n/a,1.0,23 years 180 days,Denmark,427.0
2021/22,299437.0,Kayky,Kayky,da Silva Chagas,F,37.0,Right Winger,n/a,n/a,1.0,21 years 73 days,Brazil,427.0
2021/22,343383.0,Karl Darlow,Karl,Darlow,G,26.0,Goalkeeper,n/a,n/a,1.0,33 years 320 days,England,427.0
2021/22,360795.0,Liam Delap,Liam,Delap,F,19.0,Centre Striker,n/a,n/a,1.0,21 years 197 days,England,427.0
2021/22,362468.0,Lewis Dobbin,Lewis,Dobbin,F,19.0,Left/Centre/Right Winger,n/a,n/a,1.0,21 years 233 days,England,427.0
2021/22,129917.0,Lukasz Fabianski,Lukasz,Fabianski,G,1.0,Goalkeeper,West Ham United,WHU,1.0,39 years 127 days,Poland,427.0
2021/22,325640.0,Federico Fernández,Federico,Fernández,D,2.0,Centre Central Defender,Newcastle United,NEW,1.0,35 years 184 days,Argentina,427.0
2021/22,359443.0,Ashley Fletcher,Ashley,Fletcher,F,11.0,Centre Striker,Watford,WAT,1.0,28 years 326 days,England,427.0
2021/22,339679.0,Ben Foster,Ben,Foster,G,12.0,Goalkeeper,Watford,WAT,1.0,41 years 142 days,England,427.0
2021/22,309995.0,Alejandro Garnacho,Alejandro,Garnacho,F,17.0,Left/Right Winger,Manchester United,MUN,1.0,20 years 53 days,Argentina,427.0
2021/22,361997.0,Bryan Gil,Bryan,Gil,F,20.0,Left Winger,n/a,n/a,1.0,23 years 194 days,Spain,427.0
2021/22,319028.0,Kaide Gordon,Kaide,Gordon,F,n/a,Right Winger,n/a,n/a,1.0,19 years 323 days,England,427.0
2021/22,346855.0,Vicente Guaita,Vicente,Guaita,G,13.0,Goalkeeper,n/a,n/a,1.0,37 years 226 days,Spain,427.0
2021/22,346860.0,Jeff Hendrick,Jeff,Hendrick,M,22.0,Centre Central Midfielder,n/a,n/a,1.0,32 years 205 days,Ireland,427.0
2021/22,356529.0,Leo Hjelde,Leo,Hjelde,D,33.0,Centre Central Defender,n/a,n/a,1.0,20 years 363 days,Norway,427.0
2021/22,357819.0,Jürgen Locadia,Jürgen,Locadia,F,19.0,Centre Striker,n/a,n/a,1.0,30 years 290 days,Curacao,427.0
2021/22,343502.0,Pablo Marí,Pablo,Marí,D,22.0,Centre Central Defender,n/a,n/a,1.0,30 years 358 days,Spain,427.0
2021/22,347499.0,James McAtee,James,McAtee,M,28.0,Central Midfielder,Manchester City,MCI,1.0,21 years 310 days,England,427.0
2021/22,256071.0,Édouard Mendy,Édouard,Mendy,G,16.0,Goalkeeper,n/a,n/a,1.0,32 years 175 days,Senegal,427.0
2021/22,357649.0,Wesley,Wesley,Moraes Ferreira da Silva,F,n/a,Striker,n/a,n/a,1.0,27 years 273 days,Brazil,427.0
2021/22,347501.0,Tyler Morton,Tyler,Morton,M,15.0,Defensive Midfielder,n/a,n/a,1.0,21 years 297 days,England,427.0
2021/22,357967.0,Nicolas Nkoulou,Nicolas,Nkoulou,D,63.0,Central Defender,Watford,WAT,1.0,34 years 149 days,Cameroon,427.0
2021/22,346777.0,Cole Palmer,Cole,Palmer,M,20.0,Attacking Midfielder,n/a,n/a,1.0,22 years 109 days,England,427.0
2021/22,361028.0,Przemyslaw Placheta,Przemyslaw,Placheta,M,7.0,Winger,n/a,n/a,1.0,26 years 153 days,Poland,427.0
2021/22,362954.0,Jesurun Rak-Sakyi,Jesurun,Rak-Sakyi,M,11.0,Left/Right Winger,n/a,n/a,1.0,21 years 323 days,England,427.0
2021/22,360351.0,David Raya,David,Raya,G,22.0,Goalkeeper,n/a,n/a,1.0,28 years 343 days,Spain,427.0
2021/22,362518.0,Taylor Richards,Taylor,Richards,M,17.0,Centre/Right Attacking Midfielder,n/a,n/a,1.0,23 years 263 days,England,427.0
2021/22,362847.0,Jairo Riedewald,Jairo,Riedewald,M,4.0,Centre Defensive Midfielder,n/a,n/a,1.0,27 years 349 days,Netherlands,427.0
2021/22,343670.0,Robert Sánchez,Robert,Sánchez,G,1.0,Goalkeeper,n/a,n/a,1.0,26 years 279 days,Spain,427.0
2021/22,44029.0,Ederson,Ederson,Santana de Moraes,G,31.0,Goalkeeper,Manchester City,MCI,1.0,31 years 6 days,Brazil,427.0
2021/22,325193.0,Hélder Costa,Hélder Wander,Sousa de Azevedo e Costa,F,17.0,Winger,n/a,n/a,1.0,30 years 224 days,Angola,427.0
2021/22,355709.0,Tony Springett,Tony,Springett,F,28.0,Right Winger,n/a,n/a,1.0,21 years 336 days,Ireland,427.0
2021/22,362225.0,Crysencio Summerville,Crysencio,Summerville,F,7.0,Left Winger,Leeds United,LEE,1.0,22 years 298 days,Netherlands,427.0
2021/22,355391.0,Dominic Thompson,Dominic,Thompson,D,16.0,Left Full Back,n/a,n/a,1.0,24 years 28 days,England,427.0
2021/22,300303.0,Ferran Torres,Ferran,Torres,F,7.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,24 years 176 days,Spain,427.0
2021/22,277556.0,Theo Walcott,Theo,Walcott,F,32.0,Right Winger,Southampton,SOU,1.0,35 years 160 days,England,427.0
2021/22,265104.0,Andrii Yarmolenko,Andrii,Yarmolenko,F,n/a,Winger,West Ham United,WHU,1.0,34 years 305 days,Ukraine,427.0
2021/22,344456.0,Nathan Young-Coombes,Nathan,Young-Coombes,F,n/a,Winger,n/a,n/a,1.0,21 years 221 days,England,427.0
2021/22,341435.0,Christoph Zimmermann,Christoph,Zimmermann,D,4.0,Centre Central Defender,n/a,n/a,1.0,31 years 224 days,Germany,427.0
2021/22,25178.0,Hugo Lloris,Hugo,Lloris,G,1.0,Goalkeeper,n/a,n/a,0.0,37 years 241 days,France,467.0
2021/22,252275.0,Emiliano Martínez,Emiliano,Martínez,G,23.0,Goalkeeper,Aston Villa,AVL,0.0,31 years 356 days,Argentina,467.0
2021/22,288169.0,Aaron Ramsdale,Aaron,Ramsdale,G,1.0,Goalkeeper,Arsenal,ARS,0.0,26 years 101 days,England,467.0
2020/21,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,69.0,29 years 18 days,Denmark,1.0
